AGE;MATI;JML_DEPLESI;STD_CUM_DEPLESI_%;DELTA_PAKAN_ZAK;DELTA_PAKAN_CUM_GR/EKOK;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;JUMLAH_AYAM_AKHIR;PERIODE;FCR_ACT_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_std_14;DG_ACT_rolling_std_3;DG_ACT_rolling_std_7;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;SUHU_MAX_rolling_std_3;SUHU_MAX_rolling_std_7;SUHU_MAX_rolling_std_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_min_14;PAKAN_DG_RATIO;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;SUHU_MAX_momentum_1;SUHU_MAX_acceleration;SUHU_MAX_volatility_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;FEED_EFFICIENCY_lag_1
1;16;16;0.1;3.5;10;22;9;8;0.321;0.428;0.107;0;17984;1;0.428;22.0;22.0;22.0;16.0;16.0;16.0;16.0;16.0;16.0;10.0;10.0;10.0;10.0;10.0;8.0;8.0;8.0;8.0;8.0;4.243;4.243;4.243;2.121;2.121;2.121;22.0;0.0;0.0;0.0;16.0;0.707;16.0;16.0;16.0;0.707;16.0;16.0;16.0;0.707;16.0;16.0;10.607;10.607;10.607;7.071;10.0;10.0;7.071;10.0;10.0;7.071;10.0;8.0;8.0;8.0;8.0;4.243;8.0;8.0;8.0;8.0;1.273;-6.0;17.0;12.021;2.5;-3.0;5.0;3.536;-0.5;0.0;0.0;0.0;-1.0;-8.0;5.657;-5.0;-9.0;6.364;-10.0;17.0;12.021;-1.5;2.336
2;15;31;0.23;0.1;10;19;11;2;0.549;0.593;0.044;0;17969;1;0.428;22.0;22.0;22.0;16.0;16.0;16.0;16.0;16.0;16.0;10.0;10.0;10.0;10.0;10.0;8.0;8.0;8.0;8.0;8.0;4.243;4.243;4.243;2.121;2.121;2.121;19.0;0.0;0.0;0.0;15.5;0.707;15.0;16.0;15.5;0.707;15.0;16.0;15.5;0.707;15.0;16.0;10.607;10.607;10.607;7.071;10.0;5.0;7.071;10.0;5.0;7.071;10.0;5.0;2.0;8.0;5.0;4.243;2.0;8.0;5.0;2.0;1.158;-6.0;17.0;12.021;2.5;-3.0;5.0;3.536;-0.5;0.0;0.0;0.0;-1.0;-8.0;5.657;-5.0;-9.0;6.364;-10.0;17.0;12.021;-1.5;2.336
3;6;37;0.36;2.6;17;21;11;1;0.711;0.794;0.083;0;17963;1;0.428;19.0;22.0;22.0;15.0;16.0;16.0;16.0;16.0;16.0;0.0;10.0;10.0;10.0;10.0;2.0;8.0;8.0;8.0;8.0;5.508;5.508;5.508;1.528;1.528;1.528;19.0;0.0;0.0;0.0;12.333;5.508;6.0;16.0;12.333;5.508;6.0;16.0;12.333;5.508;6.0;16.0;10.817;10.817;10.817;5.132;10.0;5.667;5.132;10.0;5.667;5.132;10.0;3.667;1.0;8.0;3.667;3.786;1.0;8.0;3.667;1.0;1.571;11.0;17.0;12.021;2.5;2.0;5.0;3.536;-0.5;0.0;0.0;0.0;-9.0;-8.0;5.657;-5.0;-9.0;6.364;7.0;17.0;12.021;-1.5;1.686
4;16;53;0.49;3.2;26;30;18;6;0.826;0.909;0.083;0;17947;1;0.428;21.0;19.0;22.0;6.0;15.0;16.0;16.0;16.0;16.0;7.0;0.0;10.0;10.0;10.0;1.0;2.0;8.0;8.0;8.0;8.622;7.234;7.234;5.859;4.83;4.83;19.0;0.0;0.0;0.0;12.333;5.508;6.0;16.0;13.25;4.856;6.0;16.0;13.25;4.856;6.0;16.0;11.372;15.305;15.305;4.726;9.0;6.5;4.509;10.0;6.5;4.509;10.0;3.0;1.0;6.0;4.25;3.304;1.0;8.0;4.25;1.0;1.3;6.0;-5.0;8.737;8.5;9.0;7.0;6.028;5.5;0.0;0.0;0.0;10.0;19.0;9.539;0.5;10.0;5.508;2.0;-5.0;8.737;4.5;1.259
5;10;63;0.62;-0.2;25;40;31;13;0.914;0.891;-0.023;0;17937;1;0.428;30.0;21.0;19.0;16.0;6.0;15.0;16.0;16.0;16.0;9.0;7.0;0.0;10.0;10.0;6.0;1.0;2.0;8.0;8.0;3.464;6.364;6.364;9.504;8.678;8.678;19.0;0.0;0.0;0.0;10.667;5.033;6.0;16.0;12.6;4.45;6.0;16.0;12.6;4.45;6.0;16.0;13.115;18.466;18.466;5.292;9.0;5.0;5.148;10.0;5.0;5.148;10.0;6.667;1.0;13.0;6.0;4.848;1.0;13.0;6.0;1.0;0.825;-6.0;-12.0;8.737;0.0;10.0;1.0;4.359;9.5;0.0;0.0;0.0;-6.0;-16.0;10.214;2.0;-6.0;5.033;-10.0;-12.0;8.737;-4.0;1.1
6;10;73;0.75;0.3;24;28;28;-3;0.979;0.963;-0.016;0;17927;1;0.428;40.0;30.0;21.0;10.0;16.0;6.0;16.0;16.0;16.0;-1.0;9.0;7.0;10.0;10.0;13.0;6.0;1.0;8.0;8.0;3.464;6.563;6.563;6.429;7.789;7.789;19.0;0.0;0.0;0.0;12.0;3.464;10.0;16.0;12.167;4.119;6.0;16.0;12.167;4.119;6.0;16.0;10.0;21.314;21.314;5.292;9.0;4.333;4.885;10.0;4.333;4.885;10.0;5.333;-3.0;13.0;4.5;5.683;-3.0;13.0;4.5;-3.0;1.393;6.0;12.0;6.928;-0.0;-12.0;-22.0;12.423;-1.0;0.0;0.0;0.0;0.0;6.0;8.083;-3.0;0.0;3.464;2.0;12.0;6.928;-4.0;1.122
7;7;80;0.68;0.5;29;25;22;-8;1.029;1.052;0.023;270;17920;1;0.428;28.0;40.0;30.0;10.0;10.0;16.0;16.0;16.0;16.0;1.0;-1.0;9.0;10.0;10.0;-3.0;13.0;6.0;8.0;8.0;5.508;7.439;7.439;7.937;7.138;7.138;19.0;0.0;0.0;0.0;9.0;1.732;7.0;10.0;11.429;4.237;6.0;16.0;11.429;4.237;6.0;16.0;8.544;23.423;23.423;1.155;1.0;3.857;4.634;10.0;3.857;4.634;10.0;0.667;-8.0;13.0;2.714;7.017;-8.0;13.0;2.714;-8.0;1.76;5.0;-1.0;6.658;5.5;-3.0;9.0;11.06;-7.5;0.0;0.0;0.0;-3.0;-3.0;3.0;-1.5;-3.0;1.732;0.0;-2.0;6.429;1.0;1.038
8;8;88;1.01;-0.2;23;33;16;-4;1.068;1.09;0.022;268;17912;1;0.428;25.0;28.0;40.0;7.0;10.0;10.0;16.0;16.0;16.0;1.0;1.0;-1.0;10.0;10.0;-8.0;-3.0;13.0;8.0;8.0;2.887;7.74;7.741;4.041;7.211;7.005;19.0;1.155;0.756;0.707;8.333;1.528;7.0;10.0;10.286;3.861;6.0;16.0;11.0;4.106;6.0;16.0;7.506;21.515;25.43;1.155;1.0;2.286;4.03;9.0;3.25;4.621;10.0;-5.0;-8.0;-3.0;1.0;6.976;-8.0;13.0;1.875;-8.0;1.333;0.0;-5.0;3.215;2.5;8.0;11.0;10.017;2.5;-2.0;-2.0;1.155;1.0;4.0;2.082;-1.0;1.0;1.528;-2.0;-2.0;2.0;-1.0;0.951
9;10;98;1.14;-0.1;24;46;21;5;1.099;1.098;-0.001;274;17902;1;0.428;33.0;25.0;28.0;8.0;7.0;10.0;15.0;16.0;16.0;-1.0;1.0;1.0;0.0;10.0;-4.0;-8.0;-3.0;2.0;8.0;5.196;7.041;9.351;10.599;8.668;9.055;19.0;1.155;0.976;0.882;8.333;1.528;7.0;10.0;9.571;3.259;6.0;16.0;10.889;3.855;6.0;16.0;9.018;20.99;27.751;1.0;1.0;2.286;4.03;9.0;2.889;4.457;10.0;-2.333;-8.0;5.0;1.429;7.138;-8.0;13.0;2.222;-8.0;1.152;9.0;9.0;4.509;4.5;13.0;5.0;8.185;10.5;0.0;2.0;1.155;2.0;1.0;2.646;1.5;2.0;1.528;1.0;3.0;1.528;-0.5;0.917
10;6;104;1.27;-0.2;20;34;10;-11;1.129;1.152;0.023;281;17896;1;0.428;46.0;33.0;25.0;10.0;8.0;7.0;6.0;16.0;16.0;0.0;-1.0;1.0;7.0;10.0;5.0;-4.0;-8.0;1.0;8.0;6.245;8.124;10.63;7.234;7.228;8.664;19.0;0.0;1.069;0.966;8.0;2.0;6.0;10.0;9.571;3.259;6.0;16.0;10.4;3.95;6.0;16.0;8.083;18.398;29.65;0.577;0.0;1.286;3.498;9.0;2.6;4.3;10.0;-3.333;-11.0;5.0;-0.286;8.558;-11.0;13.0;0.9;-11.0;1.647;3.0;-6.0;4.583;6.0;-12.0;-25.0;13.229;0.5;0.0;0.0;1.155;-4.0;-6.0;3.215;-1.0;-4.0;2.0;0.0;-1.0;1.528;0.5;0.911
11;7;111;1.4;-1.7;15;56;16;7;1.149;1.138;-0.011;289;17889;1;0.428;34.0;46.0;33.0;6.0;10.0;8.0;16.0;16.0;16.0;0.0;0.0;-1.0;9.0;10.0;-11.0;5.0;-4.0;6.0;8.0;2.517;9.268;11.583;11.015;10.799;11.4;19.0;0.0;1.069;1.009;7.667;2.082;6.0;10.0;8.286;1.704;6.0;10.0;10.091;3.885;6.0;16.0;6.506;17.315;31.456;2.887;0.0;-0.714;2.059;1.0;1.909;4.679;10.0;0.333;-11.0;7.0;-0.143;8.688;-11.0;13.0;1.455;-11.0;1.036;2.0;-1.0;3.786;2.5;22.0;34.0;17.616;5.0;0.0;0.0;0.0;1.0;5.0;3.215;-1.5;1.0;2.082;-5.0;-5.0;3.215;-2.5;0.868
12;9;120;1.53;-0.5;11;51;12;-4;1.169;1.158;-0.011;297;17880;1;0.428;56.0;34.0;46.0;7.0;6.0;10.0;10.0;16.0;16.0;-5.0;0.0;0.0;-1.0;10.0;7.0;-11.0;5.0;13.0;8.0;5.859;9.778;13.382;11.533;11.972;12.152;19.0;0.0;0.976;1.03;7.333;1.528;6.0;9.0;8.143;1.574;6.0;10.0;10.0;3.717;6.0;16.0;8.021;16.919;33.469;2.646;0.0;-0.714;2.059;1.0;1.667;4.539;10.0;-2.667;-11.0;7.0;-2.571;6.503;-11.0;7.0;1.0;-11.0;1.314;9.0;7.0;3.786;5.5;-5.0;-27.0;17.954;8.5;0.0;0.0;0.0;2.0;1.0;3.215;1.5;2.0;1.528;4.0;9.0;4.509;-0.5;0.879
13;6;126;1.68;-0.3;5;54;8;-2;1.186;1.178;-0.008;305;17874;1;0.428;51.0;56.0;34.0;9.0;7.0;6.0;10.0;16.0;16.0;-1.0;-5.0;0.0;1.0;10.0;-4.0;7.0;-11.0;-3.0;8.0;7.095;10.626;15.128;2.517;12.024;12.919;19.0;0.0;0.756;1.038;7.333;1.528;6.0;9.0;7.571;1.512;6.0;10.0;9.692;3.728;6.0;16.0;7.55;16.618;35.274;2.309;-1.0;-1.0;1.915;1.0;1.462;4.409;10.0;0.333;-4.0;7.0;-2.429;6.503;-11.0;7.0;0.769;-11.0;1.333;5.0;-4.0;3.512;7.0;3.0;8.0;13.868;-1.0;0.0;0.0;0.0;-3.0;-5.0;2.646;-0.5;-3.0;1.528;0.0;-4.0;4.509;2.0;0.864
14;5;131;1.79;-0.1;-1;69;16;8;1.208;1.172;-0.036;313;17869;1;0.428;54.0;51.0;56.0;6.0;9.0;7.0;7.0;16.0;16.0;-1.0;-1.0;-5.0;1.0;10.0;-2.0;-4.0;7.0;-8.0;8.0;5.508;11.782;16.969;9.644;12.702;15.334;19.0;0.0;0.0;1.038;6.667;2.082;5.0;9.0;7.286;1.799;5.0;10.0;9.357;3.795;5.0;16.0;5.508;15.561;36.843;0.577;0.0;-1.143;1.773;0.0;1.357;4.254;10.0;0.667;-4.0;8.0;-0.143;7.01;-11.0;8.0;1.286;-11.0;1.13;6.0;1.0;2.082;5.5;15.0;12.0;10.066;9.0;0.0;0.0;0.0;-1.0;2.0;2.517;-2.0;-1.0;2.082;1.0;1.0;2.082;0.5;0.849
15;4;135;1.92;0.8;1;63;14;-2;1.219;1.191;-0.028;320;17865;1;0.428;69.0;54.0;51.0;5.0;6.0;9.0;8.0;16.0;16.0;0.0;-1.0;-1.0;-1.0;10.0;8.0;-2.0;-4.0;-4.0;8.0;7.024;12.28;18.804;7.55;11.398;16.003;19.0;1.155;0.756;1.267;5.0;1.0;4.0;6.0;6.714;2.138;4.0;10.0;8.5;3.525;4.0;16.0;4.509;13.969;34.392;1.528;2.0;-0.714;2.138;2.0;0.786;3.468;9.0;1.333;-2.0;8.0;0.143;6.866;-11.0;8.0;0.571;-11.0;1.365;8.0;2.0;1.528;7.0;-6.0;-21.0;10.536;4.5;-2.0;-2.0;1.155;-1.0;0.0;1.155;-1.0;-1.0;1.0;2.0;1.0;1.0;1.5;0.853
16;7;142;2.06;-0.4;1;70;17;2;1.229;1.199;-0.03;327;17858;1;0.593;63.0;69.0;54.0;4.0;5.0;6.0;10.0;15.0;31.0;2.0;0.0;-1.0;0.0;0.0;-2.0;8.0;-2.0;5.0;2.0;5.686;12.893;19.182;3.786;12.406;16.494;21.0;1.155;0.976;1.399;5.333;1.528;4.0;7.0;6.286;1.604;4.0;9.0;7.929;2.999;4.0;16.0;5.568;13.434;32.674;1.528;2.0;-0.857;2.116;2.0;0.714;3.496;9.0;2.667;-2.0;8.0;-0.286;6.601;-11.0;8.0;0.571;-11.0;1.271;3.0;-5.0;2.517;5.5;7.0;13.0;10.599;0.5;0.0;2.0;1.155;3.0;4.0;2.309;1.0;3.0;1.528;-3.0;-5.0;2.646;-0.5;0.84
17;7;149;2.18;1.4;6;71;17;0;1.239;1.218;-0.021;334;17851;1;0.794;70.0;63.0;69.0;7.0;4.0;5.0;6.0;6.0;37.0;-1.0;2.0;0.0;0.0;7.0;2.0;-2.0;8.0;-11.0;1.0;7.371;14.281;21.128;4.359;8.327;16.478;25.0;0.0;1.069;1.46;6.0;1.732;4.0;7.0;6.429;1.618;4.0;9.0;8.0;2.961;4.0;16.0;7.0;12.947;30.431;2.517;4.0;-0.286;2.812;4.0;0.5;3.156;9.0;0.0;-2.0;2.0;1.286;4.645;-4.0;8.0;0.5;-11.0;1.408;11.0;8.0;4.041;7.0;1.0;-6.0;6.506;4.0;0.0;0.0;1.155;0.0;-3.0;2.082;1.5;0.0;1.732;5.0;8.0;4.041;1.0;0.834
18;15;164;2.31;-0.7;6;92;35;18;1.249;1.204;-0.045;343;17836;1;0.909;71.0;70.0;63.0;7.0;7.0;4.0;7.0;16.0;53.0;4.0;-1.0;2.0;-5.0;9.0;0.0;2.0;-2.0;7.0;6.0;6.351;12.96;22.428;12.423;13.508;19.384;25.0;0.0;1.069;1.46;9.667;4.619;7.0;15.0;7.571;3.645;4.0;15.0;7.929;2.759;4.0;15.0;11.24;14.938;30.24;3.215;4.0;0.143;2.116;4.0;-0.286;2.054;4.0;6.667;0.0;18.0;2.857;7.734;-4.0;18.0;1.357;-11.0;1.087;0.0;-11.0;5.686;5.5;21.0;20.0;10.263;11.0;0.0;0.0;0.0;8.0;8.0;4.041;4.0;8.0;4.619;-6.0;-11.0;5.686;-0.5;0.821
19;5;169;2.44;0.8;8;74;31;-3;1.259;1.225;-0.034;378;17831;1;0.891;92.0;71.0;70.0;15.0;7.0;7.0;9.0;10.0;63.0;-2.0;4.0;-1.0;-1.0;-1.0;18.0;0.0;2.0;-4.0;13.0;4.619;12.96;22.982;11.358;11.588;19.851;25.0;0.0;0.976;1.399;9.0;5.292;5.0;15.0;7.0;3.697;4.0;15.0;7.571;2.793;4.0;15.0;10.408;16.426;29.988;3.055;4.0;0.571;2.149;4.0;-0.071;2.129;4.0;5.0;-3.0;18.0;3.0;7.594;-3.0;18.0;0.214;-11.0;1.459;8.0;8.0;5.686;4.0;-18.0;-39.0;19.502;1.5;0.0;0.0;0.0;-10.0;-18.0;9.018;-1.0;-10.0;5.292;4.0;10.0;6.083;-1.0;0.831
20;8;177;2.57;0.0;8;86;58;6;1.272;1.233;-0.039;383;17823;1;0.963;74.0;92.0;71.0;5.0;15.0;7.0;6.0;10.0;73.0;2.0;-2.0;4.0;-1.0;1.0;-3.0;18.0;0.0;-2.0;-3.0;7.024;12.726;23.679;9.165;10.263;19.899;25.0;0.0;0.756;1.267;9.333;5.132;5.0;15.0;7.286;3.684;4.0;15.0;7.429;2.709;4.0;15.0;6.557;17.775;30.14;2.0;2.0;0.714;2.059;4.0;-0.143;2.107;4.0;7.0;-3.0;18.0;4.143;7.313;-3.0;18.0;0.857;-11.0;1.326;6.0;-2.0;4.163;7.0;12.0;30.0;20.421;-3.0;0.0;0.0;0.0;3.0;13.0;9.292;-3.5;3.0;5.132;-2.0;-6.0;5.033;1.0;0.816
21;5;182;2.7;-0.2;1;81;37;-1;1.294;1.251;-0.043;387;17818;1;1.052;86.0;74.0;92.0;8.0;5.0;15.0;5.0;7.0;80.0;0.0;2.0;-2.0;0.0;1.0;6.0;-3.0;18.0;8.0;-8.0;5.508;12.257;24.272;6.028;10.095;18.119;33.0;0.0;0.0;1.038;6.0;1.732;5.0;8.0;7.286;3.684;4.0;15.0;7.286;2.785;4.0;15.0;6.557;17.979;29.935;1.528;2.0;0.571;2.149;4.0;-0.286;2.091;4.0;0.667;-3.0;6.0;2.857;7.313;-3.0;18.0;1.357;-11.0;1.469;5.0;-1.0;1.528;5.5;-5.0;-17.0;15.044;3.5;0.0;0.0;0.0;-3.0;-6.0;6.506;0.0;-3.0;1.732;-1.0;1.0;3.215;-1.5;0.811
22;9;191;2.83;0.6;-6;116;69;32;1.137;1.237;0.1;391;17809;1;1.09;81.0;86.0;74.0;5.0;8.0;5.0;4.0;8.0;88.0;-1.0;0.0;2.0;2.0;-1.0;-1.0;6.0;-3.0;-2.0;-4.0;7.095;13.2;24.612;18.93;16.153;20.955;34.0;1.155;0.756;1.267;7.333;2.082;5.0;9.0;8.0;3.416;5.0;15.0;7.357;2.818;4.0;15.0;7.095;17.604;30.039;1.528;2.0;0.571;2.149;4.0;-0.071;2.165;4.0;12.333;-1.0;32.0;7.714;12.79;-3.0;32.0;3.929;-11.0;1.103;9.0;4.0;2.082;7.0;35.0;40.0;20.075;15.0;-2.0;-2.0;1.155;4.0;7.0;3.786;0.5;4.0;2.082;3.0;4.0;2.646;1.0;0.799
23;12;203;2.96;1.5;-9;106;89;20;1.337;1.24;-0.097;394;17797;1;1.098;116.0;81.0;86.0;9.0;5.0;8.0;7.0;10.0;98.0;2.0;-1.0;0.0;-1.0;0.0;32.0;-1.0;6.0;2.0;5.0;8.505;13.699;25.584;18.028;16.572;22.044;34.0;1.155;0.976;1.399;8.667;3.512;5.0;12.0;8.714;3.684;5.0;15.0;7.5;3.006;4.0;15.0;10.536;17.85;31.087;2.517;4.0;1.286;2.36;4.0;0.214;2.424;4.0;17.0;-1.0;32.0;10.286;13.25;-3.0;32.0;5.0;-11.0;1.283;8.0;-1.0;2.082;8.5;-10.0;-45.0;24.664;12.5;0.0;2.0;1.155;3.0;-1.0;3.786;3.5;3.0;3.512;2.0;-1.0;2.082;2.5;0.808
24;8;211;3.09;0.3;-17;91;92;3;1.36;1.259;-0.101;397;17789;1;1.152;106.0;116.0;81.0;12.0;9.0;5.0;7.0;6.0;104.0;4.0;2.0;-1.0;4.0;0.0;20.0;32.0;-1.0;0.0;-11.0;5.686;14.49;25.806;12.583;14.454;19.374;51.0;0.0;1.069;1.46;9.667;2.082;8.0;12.0;8.857;3.625;5.0;15.0;7.643;2.977;4.0;15.0;10.066;17.347;31.972;1.528;4.0;0.857;2.035;4.0;0.286;2.431;4.0;18.333;3.0;32.0;10.714;12.906;-3.0;32.0;6.0;-4.0;1.527;3.0;-5.0;3.215;5.5;-15.0;-5.0;27.538;-12.5;0.0;0.0;1.155;-4.0;-7.0;4.359;-0.5;-4.0;2.082;-3.0;-5.0;3.215;-0.5;0.806
25;4;215;3.22;0.2;-27;93;94;3;1.382;1.277;-0.105;400;17785;1;1.138;91.0;106.0;116.0;8.0;12.0;9.0;15.0;7.0;111.0;1.0;4.0;2.0;-2.0;-5.0;3.0;20.0;32.0;18.0;7.0;4.041;13.594;25.381;8.145;14.455;18.783;51.0;0.0;1.069;1.46;8.0;4.0;4.0;12.0;7.286;2.812;4.0;12.0;7.429;3.131;4.0;15.0;6.11;17.624;32.31;2.082;4.0;1.143;1.676;4.0;0.643;1.906;4.0;8.667;3.0;20.0;8.571;12.739;-3.0;32.0;5.714;-4.0;1.548;5.0;2.0;2.517;4.0;2.0;17.0;8.737;-6.5;0.0;0.0;0.0;-4.0;0.0;4.041;-4.0;-4.0;4.0;-1.0;2.0;2.517;-2.0;0.794
26;6;221;3.35;0.0;-39;82;84;-10;1.405;1.305;-0.1;402;17779;1;1.158;93.0;91.0;106.0;4.0;8.0;12.0;5.0;9.0;120.0;0.0;1.0;4.0;2.0;-1.0;3.0;3.0;20.0;-3.0;-4.0;5.508;13.146;25.337;5.859;12.998;16.857;54.0;0.0;0.976;1.399;6.0;2.0;4.0;8.0;7.429;2.699;4.0;12.0;7.214;3.118;4.0;15.0;5.033;16.98;32.677;0.577;1.0;0.857;1.676;4.0;0.714;1.858;4.0;-1.333;-10.0;3.0;7.571;14.01;-10.0;32.0;5.286;-10.0;1.829;6.0;1.0;1.528;5.5;-11.0;-13.0;8.888;-4.5;0.0;0.0;0.0;2.0;6.0;3.464;-1.0;2.0;2.0;0.0;1.0;1.528;-0.5;0.783
27;11;232;3.4;-0.2;-49;125;115;31;1.426;1.301;-0.125;404;17768;1;1.178;82.0;93.0;91.0;6.0;4.0;8.0;8.0;6.0;126.0;0.0;0.0;1.0;0.0;-1.0;-10.0;3.0;3.0;6.0;-2.0;6.0;12.681;25.172;22.338;16.965;18.395;63.0;0.0;0.756;1.267;7.0;3.606;4.0;11.0;7.857;3.024;4.0;12.0;7.571;3.251;4.0;15.0;8.622;17.286;33.33;0.0;0.0;0.857;1.676;4.0;0.786;1.805;4.0;8.0;-10.0;31.0;11.143;16.507;-10.0;32.0;7.643;-10.0;1.248;6.0;0.0;0.577;6.0;43.0;54.0;28.184;16.0;0.0;0.0;0.0;5.0;3.0;4.583;3.5;5.0;3.606;0.0;0.0;0.577;-0.0;0.766
28;8;240;3.61;-1.3;-61;59;80;-36;1.446;1.347;-0.099;405;17760;1;1.172;125.0;82.0;93.0;11.0;6.0;4.0;5.0;5.0;131.0;0.0;0.0;0.0;-1.0;0.0;31.0;-10.0;3.0;-1.0;8.0;4.163;10.952;24.553;33.501;22.136;19.322;59.0;0.0;0.0;1.038;8.333;2.517;6.0;11.0;8.286;2.752;4.0;12.0;7.786;3.167;4.0;15.0;9.539;16.718;33.697;2.309;0.0;0.429;2.44;4.0;0.5;2.21;4.0;-5.0;-36.0;31.0;6.143;24.272;-36.0;32.0;4.5;-36.0;2.678;2.0;-4.0;2.309;4.0;-66.0;-109.0;54.501;-11.5;0.0;0.0;0.0;-3.0;-8.0;4.041;1.0;-3.0;2.517;-4.0;-4.0;2.309;-2.0;0.769
29;8;248;3.74;-1.5;-77;58;42;-38;1.47;1.393;-0.077;406;17752;1;1.191;59.0;125.0;82.0;8.0;11.0;6.0;9.0;4.0;135.0;-4.0;0.0;0.0;2.0;2.0;-36.0;31.0;-10.0;32.0;-2.0;4.163;10.39;24.272;38.397;24.164;19.826;58.0;0.0;0.0;1.027;9.0;1.732;8.0;11.0;8.143;2.734;4.0;12.0;8.071;2.973;4.0;15.0;8.0;16.307;33.577;2.309;0.0;-0.429;2.82;4.0;0.071;2.464;4.0;-14.333;-38.0;31.0;-3.857;26.188;-38.0;31.0;1.929;-38.0;2.828;6.0;4.0;2.309;4.0;-1.0;65.0;54.836;-33.5;0.0;0.0;0.0;0.0;3.0;4.041;-1.5;0.0;1.732;0.0;4.0;2.309;-2.0;0.742
30;10;258;3.87;-1.3;-90;83;28;-14;1.491;1.421;-0.07;407;17742;1;1.199;58.0;59.0;125.0;8.0;8.0;11.0;12.0;7.0;142.0;-4.0;-4.0;0.0;4.0;-1.0;-38.0;-36.0;31.0;20.0;2.0;5.508;10.688;23.556;14.154;22.788;19.317;58.0;0.0;0.0;0.994;8.667;1.155;8.0;10.0;7.857;2.34;4.0;11.0;8.286;2.998;4.0;15.0;9.018;17.545;33.539;0.0;-4.0;-1.571;2.299;1.0;-0.143;2.685;4.0;-29.333;-38.0;-14.0;-8.714;24.095;-38.0;31.0;0.786;-38.0;2.036;5.0;-1.0;2.082;5.5;25.0;26.0;46.872;12.0;0.0;0.0;0.0;2.0;2.0;2.517;1.0;2.0;1.155;0.0;0.0;2.309;-0.0;0.718
31;8;266;4.0;-1.1;-101;112;42;14;1.511;1.429;-0.082;408;17734;1;1.218;83.0;58.0;59.0;10.0;8.0;8.0;8.0;7.0;149.0;-4.0;-4.0;-4.0;1.0;4.0;-14.0;-38.0;-36.0;3.0;0.0;5.508;10.768;23.599;27.025;25.066;19.818;58.0;0.0;0.0;0.938;8.667;1.155;8.0;10.0;7.857;2.34;4.0;11.0;8.357;2.977;4.0;15.0;9.018;18.771;33.279;0.577;-3.0;-2.143;2.035;0.0;-0.643;2.499;4.0;-12.667;-38.0;14.0;-7.143;25.314;-38.0;31.0;1.786;-38.0;1.562;6.0;1.0;0.577;5.5;29.0;4.0;16.289;27.0;0.0;0.0;0.0;-2.0;-4.0;2.0;0.0;-2.0;1.155;1.0;1.0;0.577;0.5;0.704
