AGE;MATI;JML_DEPLESI;STD_CUM_DEPLESI_%;DELTA_PAKAN_ZAK;DELTA_PAKAN_CUM_GR/EKOK;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;JUMLAH_AYAM_AKHIR;PERIODE;FCR_ACT_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_std_14;DG_ACT_rolling_std_3;DG_ACT_rolling_std_7;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;SUHU_MAX_rolling_std_3;SUHU_MAX_rolling_std_7;SUHU_MAX_rolling_std_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_min_14;PAKAN_DG_RATIO;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;SUHU_MAX_momentum_1;SUHU_MAX_acceleration;SUHU_MAX_volatility_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;FEED_EFFICIENCY_lag_1
5;15;72;0.62;-2.0;-13;25;-9;-2;0.914;0.872;-0.042;0;19928;11;0.324;20.0;21.0;15.0;15.0;14.0;13.0;15.0;15.0;15.0;-5.0;-1.0;-2.0;0.0;0.0;-4.0;1.0;-2.0;7.0;7.0;2.887;4.922;4.922;2.646;3.578;3.578;15.0;0.0;0.0;0.0;14.667;0.577;14.0;15.0;14.4;0.894;13.0;15.0;14.4;0.894;13.0;15.0;15.0;22.621;22.621;2.082;-1.0;-2.4;2.074;0.0;-2.4;2.074;0.0;-1.667;-4.0;1.0;0.0;4.301;-4.0;7.0;0.0;-4.0;1.204;5.0;5.0;2.916;2.5;5.0;6.0;3.786;2.0;0.0;0.0;0.0;0.0;-1.0;0.577;0.5;0.0;0.577;1.0;5.0;2.887;-1.5;1.255
6;10;82;0.75;-1.0;-17;31;-8;1;0.979;0.921;-0.058;0;19918;11;0.324;25.0;20.0;21.0;15.0;15.0;14.0;15.0;15.0;15.0;-4.0;-5.0;-1.0;0.0;0.0;-2.0;-4.0;1.0;7.0;7.0;5.0;6.448;6.448;5.508;5.382;5.382;15.0;0.0;0.0;0.0;13.333;2.887;10.0;15.0;13.667;1.966;10.0;15.0;13.667;1.966;10.0;15.0;12.583;25.797;25.797;1.0;-3.0;-2.5;1.871;0.0;-2.5;1.871;0.0;-1.667;-4.0;1.0;0.167;3.869;-4.0;7.0;0.167;-4.0;1.132;5.0;0.0;2.887;5.0;6.0;1.0;3.786;5.5;0.0;0.0;0.0;-5.0;-5.0;3.215;-2.5;-5.0;2.887;1.0;0.0;2.887;1.0;1.147
7;0;82;0.68;-1.0;-17;35;-4;2;1.029;0.961;-0.068;270;19918;11;0.324;31.0;25.0;20.0;10.0;15.0;15.0;15.0;15.0;15.0;-3.0;-4.0;-5.0;0.0;0.0;1.0;-2.0;-4.0;7.0;7.0;5.05;8.099;8.099;5.033;6.904;6.904;15.0;0.0;0.0;0.0;8.333;7.638;0.0;15.0;11.714;5.469;0.0;15.0;11.714;5.469;0.0;15.0;5.774;26.589;26.589;0.577;-3.0;-2.571;1.718;0.0;-2.571;1.718;0.0;0.333;-2.0;2.0;0.429;3.599;-4.0;7.0;0.429;-4.0;1.149;5.1;0.1;0.058;5.05;4.0;-2.0;1.0;5.0;0.0;0.0;0.0;-10.0;-5.0;5.0;-7.5;-10.0;7.638;0.0;-1.0;0.577;0.5;1.086
8;1;83;1.01;0.0;-22;36;-7;-1;1.068;1.005;-0.063;268;19917;11;0.324;35.0;31.0;25.0;0.0;10.0;15.0;15.0;15.0;15.0;-3.0;-3.0;-4.0;0.0;0.0;2.0;1.0;-2.0;7.0;7.0;5.05;9.06;9.747;2.646;8.05;7.672;15.0;1.155;0.756;0.707;3.667;5.508;0.0;10.0;9.714;6.525;0.0;15.0;10.375;6.323;0.0;15.0;0.577;21.99;26.667;1.732;0.0;-2.571;1.718;0.0;-2.25;1.832;0.0;0.667;-1.0;2.0;-0.714;2.138;-4.0;2.0;0.25;-4.0;1.256;5.0;-0.1;0.058;5.05;1.0;-3.0;2.517;2.5;-2.0;-2.0;1.155;1.0;11.0;5.508;-4.5;1.0;5.508;3.0;3.0;1.528;1.5;1.041
9;0;83;1.14;-1.0;-24;41;-7;0;1.099;1.038;-0.061;274;19917;11;0.324;36.0;35.0;31.0;1.0;0.0;10.0;13.0;15.0;15.0;0.0;-3.0;-3.0;-2.0;0.0;-1.0;2.0;1.0;-2.0;7.0;5.0;9.807;11.376;3.215;8.05;8.843;15.0;1.155;0.976;0.882;0.333;0.577;0.0;1.0;7.857;7.244;0.0;15.0;9.222;6.852;0.0;15.0;0.577;16.154;26.34;1.732;0.0;-2.714;1.704;0.0;-2.333;1.732;0.0;0.333;-1.0;2.0;-0.429;2.07;-4.0;2.0;0.222;-4.0;1.224;5.0;0.0;0.058;5.0;5.0;4.0;2.082;3.0;0.0;2.0;1.155;-1.0;-2.0;5.859;0.0;-1.0;0.577;-3.0;-6.0;3.0;0.0;0.995
10;3;86;1.27;0.0;-28;45;-7;0;1.129;1.064;-0.065;281;19914;11;0.324;41.0;36.0;35.0;0.0;1.0;0.0;14.0;15.0;15.0;-3.0;0.0;-3.0;-1.0;0.0;0.0;-1.0;2.0;1.0;7.0;5.0;10.848;12.985;4.509;8.731;10.055;15.0;0.0;1.069;0.966;1.333;1.528;0.0;3.0;6.286;6.873;0.0;15.0;8.6;6.753;0.0;15.0;1.732;10.189;26.115;1.528;0.0;-2.714;1.704;0.0;-2.2;1.687;0.0;-0.333;-1.0;0.0;-0.571;1.988;-4.0;2.0;0.2;-4.0;1.227;5.0;0.0;0.0;5.0;4.0;-1.0;2.082;4.5;0.0;0.0;1.155;3.0;4.0;2.0;1.0;3.0;1.528;2.0;5.0;3.215;-0.5;0.963
11;2;88;1.4;-1.0;-31;50;-7;1;1.149;1.083;-0.066;289;19912;11;0.324;45.0;41.0;36.0;3.0;0.0;1.0;15.0;15.0;15.0;-1.0;-3.0;0.0;-5.0;0.0;0.0;0.0;-1.0;-4.0;7.0;5.05;10.863;14.59;4.509;8.482;11.449;15.0;0.0;1.069;1.009;1.667;1.528;0.0;3.0;4.429;5.798;0.0;15.0;8.0;6.708;0.0;15.0;2.517;5.057;25.896;1.155;-1.0;-2.429;1.397;0.0;-2.273;1.618;0.0;0.333;0.0;1.0;0.143;1.345;-2.0;2.0;0.273;-4.0;1.206;5.1;0.1;0.058;5.05;5.0;1.0;0.577;4.5;0.0;0.0;0.0;-1.0;-4.0;2.309;1.0;-1.0;1.528;-2.0;-4.0;2.646;0.0;0.94
12;4;92;1.53;-2.0;-39;42;-19;-12;1.169;1.125;-0.044;297;19908;11;0.324;50.0;45.0;41.0;2.0;3.0;0.0;15.0;15.0;15.0;-3.0;-1.0;-3.0;-4.0;0.0;1.0;0.0;0.0;-2.0;7.0;3.873;10.311;15.817;4.041;6.481;11.376;15.0;0.0;0.976;1.03;3.0;1.0;2.0;4.0;2.857;3.485;0.0;10.0;7.667;6.499;0.0;15.0;3.055;3.761;25.869;2.0;-1.0;-2.571;1.618;0.0;-2.5;1.732;0.0;-3.667;-12.0;1.0;-1.286;4.821;-12.0;2.0;-0.75;-12.0;1.495;2.5;-2.6;1.473;3.8;-8.0;-13.0;7.234;-1.5;0.0;0.0;0.0;2.0;3.0;2.082;0.5;2.0;1.0;-2.0;0.0;2.309;-2.0;0.923
13;4;96;1.68;-2.0;-49;39;-38;-17;1.186;1.177;-0.009;305;19904;11;0.324;42.0;50.0;45.0;4.0;2.0;3.0;10.0;15.0;15.0;-5.0;-3.0;-1.0;-3.0;0.0;-12.0;1.0;0.0;1.0;7.0;3.819;9.911;17.134;5.686;5.21;11.072;15.0;0.0;0.756;1.038;3.333;1.155;2.0;4.0;2.0;1.732;0.0;4.0;7.385;6.305;0.0;15.0;4.0;5.242;25.998;1.155;-3.0;-2.857;1.864;0.0;-2.692;1.797;0.0;-9.333;-17.0;1.0;-3.857;7.471;-17.0;2.0;-2.0;-17.0;1.738;5.0;2.5;1.473;3.75;-3.0;5.0;6.557;-5.5;0.0;0.0;0.0;0.0;-2.0;1.528;1.0;0.0;1.155;0.0;2.0;1.155;-1.0;0.889
14;5;101;1.79;-1.0;-58;61;-38;0;1.208;1.184;-0.024;313;19899;11;0.324;39.0;42.0;50.0;4.0;4.0;2.0;0.0;15.0;15.0;-5.0;-5.0;-3.0;-3.0;0.0;-17.0;-12.0;1.0;2.0;7.0;6.345;10.35;18.839;11.93;8.395;13.101;15.0;0.0;0.0;1.038;4.333;0.577;4.0;5.0;2.714;1.799;0.0;5.0;7.214;6.091;0.0;15.0;4.509;6.817;26.342;1.155;-3.0;-2.857;1.864;0.0;-2.714;1.729;0.0;-9.667;-17.0;0.0;-4.143;7.244;-17.0;1.0;-1.857;-17.0;1.236;7.6;2.6;2.55;6.3;22.0;25.0;16.073;9.5;0.0;0.0;0.0;1.0;1.0;1.0;0.5;1.0;0.577;2.0;2.0;2.0;1.0;0.85
15;3;104;1.92;-1.0;-62;62;-41;-3;1.219;1.197;-0.022;320;19896;11;0.324;61.0;39.0;42.0;5.0;4.0;4.0;1.0;15.0;15.0;-3.0;-5.0;-5.0;0.0;0.0;0.0;-17.0;-12.0;-1.0;7.0;6.345;10.755;19.627;13.0;9.502;14.388;15.0;1.155;0.756;1.267;4.0;1.0;3.0;5.0;3.0;1.633;0.0;5.0;6.357;5.746;0.0;15.0;4.041;7.841;21.914;1.0;-3.0;-3.429;1.397;-1.0;-3.0;1.569;0.0;-6.667;-17.0;0.0;-4.429;7.138;-17.0;1.0;-2.571;-17.0;1.297;5.0;-2.6;1.501;6.3;1.0;-21.0;13.429;11.5;-2.0;-2.0;1.155;-2.0;-3.0;1.528;-0.5;-2.0;1.0;-1.0;-3.0;1.528;0.5;0.845
16;5;109;2.06;-2.0;-65;65;-43;-3;1.229;1.208;-0.021;327;19891;11;0.544;62.0;61.0;39.0;3.0;5.0;4.0;0.0;13.0;28.0;-4.0;-3.0;-5.0;-3.0;-2.0;-3.0;0.0;-17.0;0.0;-2.0;5.05;11.154;20.22;2.082;10.583;14.615;20.0;1.155;0.976;1.399;4.333;1.155;3.0;5.0;3.714;1.113;2.0;5.0;5.786;5.423;0.0;15.0;4.041;8.522;17.951;1.0;-3.0;-3.714;1.496;-1.0;-3.214;1.626;0.0;-2.0;-3.0;0.0;-4.857;6.914;-17.0;1.0;-2.643;-17.0;1.315;5.1;0.1;1.473;5.05;3.0;2.0;11.59;2.0;0.0;2.0;1.155;2.0;4.0;2.082;0.0;2.0;1.155;-1.0;0.0;1.732;-1.0;0.835
17;7;116;2.18;0.0;-65;72;-42;1;1.239;1.22;-0.019;334;19884;11;0.695;65.0;62.0;61.0;5.0;3.0;5.0;3.0;14.0;42.0;-5.0;-4.0;-3.0;-1.0;-1.0;-3.0;-3.0;0.0;0.0;1.0;7.736;12.777;21.542;5.132;12.375;15.59;20.0;0.0;1.069;1.46;5.0;2.0;3.0;7.0;4.286;1.604;2.0;7.0;5.286;4.906;0.0;15.0;6.028;9.771;15.31;2.646;0.0;-3.571;1.813;0.0;-3.143;1.748;0.0;-1.667;-3.0;1.0;-4.714;7.041;-17.0;1.0;-2.643;-17.0;1.328;10.1;5.0;2.916;7.6;7.0;4.0;3.055;5.0;0.0;0.0;1.155;2.0;0.0;2.309;2.0;2.0;2.0;5.0;6.0;3.464;2.0;0.828
18;17;133;2.31;-1.0;-64;67;-49;-7;1.249;1.245;-0.004;343;19867;11;0.797;72.0;65.0;62.0;7.0;5.0;3.0;2.0;15.0;57.0;0.0;-5.0;-4.0;-3.0;-5.0;1.0;-3.0;-3.0;1.0;-4.0;7.736;13.895;22.186;3.606;12.698;14.938;25.0;0.0;1.069;1.46;9.667;6.429;5.0;17.0;6.429;4.826;3.0;17.0;5.429;5.229;0.0;17.0;12.342;13.853;16.39;2.646;0.0;-3.286;2.059;0.0;-2.857;1.748;0.0;-3.0;-7.0;1.0;-5.857;6.594;-17.0;1.0;-2.857;-17.0;1.503;5.1;-5.0;2.887;7.6;-5.0;-12.0;6.11;1.0;0.0;0.0;0.0;10.0;8.0;4.619;6.0;10.0;6.429;-1.0;-6.0;3.464;2.0;0.82
19;38;171;2.44;-2.0;-69;66;-61;-11;1.259;1.267;0.008;378;19829;11;0.872;67.0;72.0;65.0;17.0;7.0;5.0;4.0;15.0;72.0;-1.0;0.0;-5.0;-5.0;-4.0;-7.0;1.0;-3.0;-12.0;-2.0;3.004;12.928;22.135;3.215;10.641;14.092;31.0;0.0;0.976;1.399;20.667;15.822;7.0;38.0;11.286;12.685;3.0;38.0;7.071;9.95;0.0;38.0;28.16;26.095;24.933;2.646;0.0;-3.286;2.059;0.0;-2.929;1.817;0.0;-5.667;-11.0;1.0;-5.714;6.448;-17.0;1.0;-3.5;-17.0;1.529;0.2;-4.9;4.95;2.65;-1.0;4.0;6.11;-3.0;0.0;0.0;0.0;21.0;11.0;9.539;15.5;21.0;15.822;-4.0;-3.0;4.583;-2.5;0.803
20;56;227;2.57;-7.0;-87;59;-61;-21;1.272;1.29;0.018;383;19773;11;0.921;66.0;67.0;72.0;38.0;17.0;7.0;4.0;10.0;82.0;-5.0;-1.0;0.0;-5.0;-3.0;-11.0;-7.0;1.0;-17.0;1.0;2.715;10.201;21.09;4.359;4.353;13.002;35.0;0.0;0.756;1.267;37.0;19.519;17.0;56.0;18.714;20.516;3.0;56.0;10.357;16.458;0.0;56.0;47.286;46.335;40.994;8.888;-1.0;-5.143;5.984;0.0;-4.0;4.42;0.0;-13.0;-21.0;-7.0;-6.286;7.675;-21.0;1.0;-5.071;-21.0;1.629;-4.8;-5.0;4.95;-2.3;-7.0;-6.0;3.055;-4.0;0.0;0.0;0.0;18.0;-3.0;5.686;19.5;18.0;19.519;-13.0;-9.0;6.245;-8.5;0.789
21;45;272;2.7;-9.0;-117;67;-96;-15;1.294;1.3;0.006;387;19728;11;0.961;59.0;66.0;67.0;56.0;38.0;17.0;5.0;0.0;82.0;-18.0;-5.0;-1.0;-3.0;-3.0;-21.0;-11.0;-7.0;0.0;2.0;2.715;7.758;19.749;4.359;4.117;12.421;36.0;0.0;0.0;1.038;46.333;9.074;38.0;56.0;24.429;21.601;3.0;56.0;13.571;18.542;0.0;56.0;50.6;65.237;58.102;9.713;-5.0;-8.143;9.155;0.0;-5.5;6.914;0.0;-15.667;-21.0;-11.0;-8.429;7.721;-21.0;1.0;-6.286;-21.0;1.437;0.2;5.0;2.887;-2.3;8.0;15.0;7.55;0.5;0.0;0.0;0.0;-11.0;-29.0;17.673;3.5;-11.0;9.074;-6.0;7.0;4.726;-9.5;0.775
22;16;288;2.83;-10.0;-150;81;-99;-3;1.137;1.297;0.16;391;19712;11;1.005;67.0;59.0;66.0;45.0;56.0;38.0;3.0;1.0;83.0;-24.0;-18.0;-5.0;-4.0;0.0;-15.0;-21.0;-11.0;-3.0;-1.0;3.062;5.535;18.559;11.136;6.842;12.9;39.0;1.155;0.756;1.267;39.0;20.664;16.0;56.0;26.286;19.948;5.0;56.0;14.643;18.19;0.0;56.0;31.628;74.516;70.91;3.786;-18.0;-11.143;10.854;0.0;-7.286;8.444;0.0;-13.0;-21.0;-3.0;-8.429;7.721;-21.0;1.0;-6.429;-21.0;1.253;5.2;5.0;5.0;2.7;14.0;6.0;10.817;11.0;-2.0;-2.0;1.155;-29.0;-18.0;23.714;-20.0;-29.0;20.664;-1.0;5.0;6.028;-3.5;0.769
23;18;306;2.96;-8.0;-177;69;-116;-17;1.337;1.317;-0.02;394;19694;11;1.038;81.0;67.0;59.0;16.0;45.0;56.0;5.0;0.0;83.0;-25.0;-24.0;-18.0;-5.0;-3.0;-3.0;-15.0;-21.0;-3.0;0.0;7.834;5.591;18.077;7.572;6.701;12.15;39.0;1.155;0.976;1.399;26.333;16.197;16.0;45.0;28.143;18.161;7.0;56.0;15.929;17.705;2.0;56.0;17.01;76.871;81.302;2.646;-20.0;-13.286;10.92;0.0;-8.5;8.985;0.0;-11.667;-17.0;-3.0;-10.429;7.892;-21.0;1.0;-7.643;-21.0;1.619;10.2;5.0;5.0;7.7;-12.0;-26.0;13.614;1.0;0.0;2.0;1.155;2.0;31.0;15.567;-13.5;2.0;16.197;5.0;6.0;5.508;2.0;0.771
24;26;332;3.09;-8.0;-208;84;-120;-4;1.36;1.322;-0.038;397;19668;11;1.064;69.0;81.0;67.0;18.0;16.0;45.0;7.0;3.0;86.0;-20.0;-25.0;-24.0;0.0;-1.0;-17.0;-3.0;-15.0;1.0;0.0;7.834;7.874;17.768;7.937;8.867;12.811;39.0;0.0;1.069;1.46;20.0;5.292;16.0;26.0;30.857;15.731;16.0;56.0;17.571;17.478;2.0;56.0;22.121;73.239;90.939;2.646;-20.0;-16.286;9.447;-1.0;-9.929;9.286;0.0;-8.0;-17.0;-3.0;-11.143;6.842;-21.0;-3.0;-7.929;-21.0;1.392;5.2;-5.0;2.887;7.7;15.0;27.0;15.308;1.5;0.0;0.0;1.155;8.0;6.0;19.858;5.0;8.0;5.292;-1.0;-6.0;3.464;2.0;0.759
25;20;352;3.22;-11.0;-245;91;-120;1;1.382;1.319;-0.063;400;19648;11;1.083;84.0;69.0;81.0;26.0;18.0;16.0;17.0;2.0;88.0;-21.0;-20.0;-25.0;-1.0;-3.0;-4.0;-17.0;-3.0;-7.0;1.0;3.062;9.243;17.078;11.24;11.553;14.188;39.0;0.0;1.069;1.46;21.333;4.163;18.0;26.0;31.286;15.327;16.0;56.0;18.857;16.897;3.0;56.0;23.065;62.398;98.784;3.786;-20.0;-20.0;7.303;-5.0;-11.643;10.089;0.0;-6.667;-17.0;1.0;-10.0;8.185;-21.0;1.0;-7.929;-21.0;1.287;0.2;-5.0;5.0;2.7;7.0;-8.0;13.868;11.0;0.0;0.0;0.0;-6.0;-14.0;7.024;1.0;-6.0;4.163;-6.0;-5.0;5.508;-3.5;0.756
26;18;370;3.35;-11.0;-285;99;-113;7;1.405;1.313;-0.092;402;19630;11;1.125;91.0;84.0;69.0;20.0;26.0;18.0;38.0;4.0;92.0;-27.0;-21.0;-20.0;-5.0;-5.0;1.0;-4.0;-17.0;-11.0;-12.0;3.062;10.77;16.239;7.506;14.234;14.909;39.0;0.0;0.976;1.399;21.333;4.163;18.0;26.0;28.429;15.725;16.0;56.0;19.857;16.356;3.0;56.0;19.009;49.338;104.728;3.786;-21.0;-23.286;3.729;-18.0;-13.286;10.773;0.0;1.333;-4.0;7.0;-7.429;10.358;-21.0;7.0;-6.571;-21.0;1.235;5.2;5.0;2.887;2.7;8.0;1.0;4.359;7.5;0.0;0.0;0.0;-2.0;4.0;7.211;-4.0;-2.0;4.163;-1.0;5.0;2.887;-3.5;0.758
27;19;389;3.4;-11.0;-323;92;-115;-2;1.426;1.318;-0.108;404;19611;11;1.177;99.0;91.0;84.0;18.0;20.0;26.0;56.0;4.0;96.0;-28.0;-27.0;-21.0;-18.0;-5.0;7.0;1.0;-4.0;-21.0;-17.0;5.2;11.112;15.601;4.359;11.954;13.0;59.0;0.0;0.756;1.267;19.0;1.0;18.0;20.0;23.143;10.14;16.0;45.0;20.929;15.716;3.0;56.0;18.502;43.345;108.821;1.0;-27.0;-24.857;3.436;-20.0;-15.0;11.252;0.0;2.0;-2.0;7.0;-4.714;8.538;-17.0;7.0;-5.5;-21.0;1.386;5.2;0.0;2.887;5.2;-7.0;-15.0;8.386;0.5;0.0;0.0;0.0;1.0;3.0;3.512;-0.5;1.0;1.0;-1.0;0.0;2.887;-1.0;0.762
28;13;402;3.61;-11.0;-360;95;-114;0;1.446;1.323;-0.123;405;19598;11;1.184;92.0;99.0;91.0;19.0;18.0;20.0;45.0;5.0;101.0;-29.0;-28.0;-27.0;-24.0;-3.0;-2.0;7.0;1.0;-15.0;0.0;5.2;10.302;15.604;3.512;10.144;13.562;59.0;0.0;0.0;1.038;16.667;3.215;13.0;19.0;18.571;3.994;13.0;26.0;21.5;15.23;3.0;56.0;16.093;42.261;110.338;0.577;-28.0;-25.571;3.735;-20.0;-16.857;11.265;0.0;1.667;-2.0;7.0;-2.571;7.323;-17.0;7.0;-5.5;-21.0;1.397;5.2;-0.0;0.0;5.2;3.0;10.0;7.638;-2.0;0.0;0.0;0.0;-6.0;-7.0;3.512;-2.5;-6.0;3.215;0.0;1.0;0.577;-0.5;0.759
29;13;415;3.74;-10.0;-397;96;-114;0;1.47;1.332;-0.138;406;19585;11;1.197;95.0;92.0;99.0;13.0;19.0;18.0;16.0;3.0;104.0;-29.0;-29.0;-28.0;-25.0;-4.0;0.0;-2.0;7.0;-3.0;-3.0;7.889;10.799;16.614;2.082;10.179;13.835;59.0;0.0;0.0;1.027;15.0;3.464;13.0;19.0;18.143;4.451;13.0;26.0;22.214;14.514;5.0;56.0;13.0;39.14;108.881;2.309;-25.0;-25.571;3.735;-20.0;-18.357;10.81;0.0;-0.667;-2.0;0.0;-2.143;7.381;-17.0;7.0;-5.286;-21.0;1.49;10.3;5.1;2.944;7.75;1.0;-2.0;5.292;2.0;0.0;0.0;0.0;0.0;6.0;3.786;-3.0;0.0;3.464;4.0;4.0;2.646;2.0;0.756
30;11;426;3.87;-9.0;-429;70;-141;-27;1.491;1.365;-0.126;407;19574;11;1.208;96.0;95.0;92.0;13.0;13.0;19.0;18.0;5.0;109.0;-25.0;-29.0;-29.0;-20.0;-5.0;0.0;0.0;-2.0;-17.0;-3.0;9.031;12.964;18.12;14.731;9.846;13.513;59.0;0.0;0.0;0.994;12.333;1.155;11.0;13.0;17.143;5.21;11.0;26.0;22.643;14.047;7.0;56.0;12.014;34.15;104.046;3.512;-22.0;-25.857;3.288;-21.0;-19.571;10.128;0.0;-9.0;-27.0;0.0;-3.571;10.876;-27.0;7.0;-7.0;-27.0;2.153;7.7;-2.6;2.55;9.0;-26.0;-27.0;16.197;-12.5;0.0;0.0;0.0;-2.0;-2.0;3.055;-1.0;-2.0;1.155;3.0;-1.0;2.082;3.5;0.751
31;0;426;4.0;-9.0;-460;80;-159;-18;1.511;1.39;-0.121;408;19574;11;1.22;70.0;96.0;95.0;11.0;13.0;13.0;26.0;7.0;116.0;-22.0;-25.0;-29.0;-21.0;0.0;-27.0;0.0;0.0;-4.0;1.0;6.444;14.629;20.138;13.115;10.328;13.356;59.0;0.0;0.0;0.938;8.0;7.0;0.0;13.0;13.429;6.852;0.0;20.0;22.143;14.754;0.0;56.0;6.351;28.428;94.435;1.732;-22.0;-26.0;3.055;-22.0;-21.143;8.42;-1.0;-15.0;-27.0;0.0;-5.571;12.177;-27.0;7.0;-8.357;-27.0;1.947;5.1;-2.6;2.6;6.4;10.0;36.0;18.735;-8.0;0.0;0.0;0.0;-11.0;-9.0;5.859;-6.5;-11.0;7.0;0.0;-3.0;2.082;1.5;0.733
32;0;426;4.13;-9.0;-496;113;-144;14;1.534;1.392;-0.142;408;19574;11;1.245;80.0;70.0;96.0;0.0;11.0;13.0;20.0;17.0;133.0;-22.0;-22.0;-25.0;-27.0;-1.0;-18.0;-27.0;0.0;1.0;-7.0;5.1;14.77;22.139;22.502;13.801;15.477;59.0;0.0;0.0;0.852;3.667;6.351;0.0;11.0;10.571;7.764;0.0;19.0;20.929;15.867;0.0;56.0;0.0;21.838;80.791;0.0;-22.0;-25.286;3.352;-22.0;-22.643;6.109;-5.0;-10.333;-27.0;14.0;-3.714;14.174;-27.0;14.0;-6.857;-27.0;1.424;5.1;-0.0;1.501;5.1;33.0;23.0;29.738;21.5;0.0;0.0;0.0;0.0;11.0;5.859;-5.5;0.0;6.351;0.0;0.0;1.732;-0.0;0.719
33;0;426;4.26;-9.0;-532;69;-175;-31;1.556;1.427;-0.129;408;19574;11;1.267;113.0;80.0;70.0;0.0;0.0;11.0;18.0;38.0;171.0;-22.0;-22.0;-22.0;-28.0;-5.0;14.0;-18.0;-27.0;7.0;-11.0;5.1;14.363;23.735;22.898;15.826;15.243;59.0;0.0;0.0;0.726;0.0;0.0;0.0;0.0;8.0;7.874;0.0;19.0;18.214;15.972;0.0;56.0;0.0;14.863;66.515;0.0;-22.0;-24.429;3.309;-22.0;-23.857;3.439;-18.0;-11.667;-31.0;14.0;-9.143;16.477;-31.0;14.0;-8.286;-31.0;2.406;5.1;0.0;0.0;5.1;-44.0;-77.0;39.526;-5.5;0.0;0.0;0.0;0.0;0.0;6.351;-0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.718
34;0;426;4.39;-7.0;-459;81;-196;-20;1.578;1.455;-0.123;407;19574;11;1.29;69.0;113.0;80.0;0.0;0.0;0.0;19.0;56.0;227.0;-22.0;-22.0;-22.0;-29.0;-18.0;-31.0;14.0;-18.0;-2.0;-21.0;6.444;13.936;24.64;22.745;15.892;13.6;67.0;0.0;0.0;0.535;0.0;0.0;0.0;0.0;5.286;6.626;0.0;13.0;14.214;12.392;0.0;45.0;0.0;9.327;56.07;2.309;-18.0;-22.857;3.388;-18.0;-23.857;3.439;-18.0;-12.333;-31.0;14.0;-11.714;16.58;-31.0;14.0;-8.214;-31.0;2.144;7.7;2.6;1.501;6.4;12.0;56.0;39.804;-16.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;4.0;4.0;2.309;2.0;0.701
