"AGE","MATI","JML_DEPLESI","STD_CUM_DEPLESI_%","PAKAN_STD_CUM_GR/EK","DELTA_PAKAN_ZAK","DELTA_PAKAN_CUM_GR/EKOR","DG_ACT","DELTA_ABW","DELTA_DG","FCR_STD","DELTA_FCR","IP_STD","IP_ACT","JUMLAH_AYAM_AKHIR","PERIODE","FCR_ACT_lag_7","FCR_ACT_lag_14","PAKAN_ACT_GR/EK_lag_14","DG_ACT_lag_1","DG_ACT_lag_2","DG_ACT_lag_3","DG_ACT_lag_7","DG_ACT_lag_14","MATI_lag_1","MATI_lag_2","MATI_lag_3","MATI_lag_7","MATI_lag_14","JML_DEPLESI_lag_7","JML_DEPLESI_lag_14","DELTA_PAKAN_GR/EKOR_lag_1","DELTA_PAKAN_GR/EKOR_lag_2","DELTA_PAKAN_GR/EKOR_lag_3","DELTA_PAKAN_GR/EKOR_lag_7","DELTA_PAKAN_GR/EKOR_lag_14","DELTA_DG_lag_1","DELTA_DG_lag_2","DELTA_DG_lag_3","DELTA_DG_lag_7","DELTA_DG_lag_14","PAKAN_ACT_GR/EK_rolling_std_3","PAKAN_ACT_GR/EK_rolling_std_7","PAKAN_ACT_GR/EK_rolling_std_14","DG_ACT_rolling_mean_3","DG_ACT_rolling_std_3","DG_ACT_rolling_min_3","DG_ACT_rolling_max_3","DG_ACT_rolling_std_7","DG_ACT_rolling_min_7","DG_ACT_rolling_std_14","DG_ACT_rolling_min_14","MATI_rolling_mean_3","MATI_rolling_std_3","MATI_rolling_min_3","MATI_rolling_max_3","MATI_rolling_mean_7","MATI_rolling_std_7","MATI_rolling_min_7","MATI_rolling_max_7","MATI_rolling_mean_14","MATI_rolling_std_14","MATI_rolling_min_14","MATI_rolling_max_14","JML_DEPLESI_rolling_std_3","JML_DEPLESI_rolling_std_7","JML_DEPLESI_rolling_std_14","DELTA_PAKAN_GR/EKOR_rolling_mean_3","DELTA_PAKAN_GR/EKOR_rolling_std_3","DELTA_PAKAN_GR/EKOR_rolling_min_3","DELTA_PAKAN_GR/EKOR_rolling_max_3","DELTA_PAKAN_GR/EKOR_rolling_mean_7","DELTA_PAKAN_GR/EKOR_rolling_std_7","DELTA_PAKAN_GR/EKOR_rolling_min_7","DELTA_PAKAN_GR/EKOR_rolling_max_7","DELTA_PAKAN_GR/EKOR_rolling_mean_14","DELTA_PAKAN_GR/EKOR_rolling_std_14","DELTA_PAKAN_GR/EKOR_rolling_min_14","DELTA_PAKAN_GR/EKOR_rolling_max_14","DELTA_DG_rolling_mean_3","DELTA_DG_rolling_min_3","DELTA_DG_rolling_max_3","DELTA_DG_rolling_mean_7","DELTA_DG_rolling_std_7","DELTA_DG_rolling_min_7","DELTA_DG_rolling_max_7","DELTA_DG_rolling_mean_14","DELTA_DG_rolling_std_14","DELTA_DG_rolling_min_14","PAKAN_DG_RATIO","PAKAN_ACT_GR/EK_momentum_1","PAKAN_ACT_GR/EK_acceleration","PAKAN_ACT_GR/EK_volatility_3","PAKAN_ACT_GR/EK_trend_slope_3","DG_ACT_momentum_1","DG_ACT_acceleration","DG_ACT_volatility_3","DG_ACT_trend_slope_3","MATI_momentum_1","MATI_acceleration","MATI_volatility_3","MATI_trend_slope_3","JML_DEPLESI_momentum_1","JML_DEPLESI_acceleration","JML_DEPLESI_volatility_3","ABW_ACT_acceleration","ABW_ACT_volatility_3","DELTA_PAKAN_GR/EKOR_momentum_1","DELTA_PAKAN_GR/EKOR_acceleration","DELTA_PAKAN_GR/EKOR_volatility_3","DELTA_PAKAN_GR/EKOR_trend_slope_3","FEED_EFFICIENCY_lag_1","FCR_ACT","prediction(FCR_ACT)"
4.0,4.0,25.0,0.49,96.0,0.0,4.0,24.0,4.0,0.0,0.826,0.001,0.0,0.0,20975.0,8.0,0.317,0.317,19.0,19.0,18.0,22.0,22.0,22.0,11.0,2.0,8.0,8.0,8.0,8.0,8.0,0.0,2.0,1.0,1.0,1.0,-1.0,1.0,8.0,8.0,8.0,3.666,4.996,4.996,20.333,3.215,18.0,24.0,2.754,18.0,2.754,18.0,5.667,4.726,2.0,11.0,6.25,4.031,2.0,11.0,6.25,4.031,2.0,11.0,7.767,8.287,8.287,1.0,1.0,0.0,2.0,1.0,0.816,0.0,2.0,1.0,0.816,0.0,2.0,0.0,-1.0,1.0,2.0,4.082,-1.0,8.0,2.0,4.082,-1.0,1.292,4.8,2.4,1.386,3.6,5.0,4.0,4.509,3.0,-7.0,-16.0,8.963,1.0,4.0,-7.0,4.726,5.0,3.215,1.0,3.0,1.732,-0.5,1.404,0.827,0.8130846593526191
6.0,10.0,42.0,0.75,170.0,0.0,2.0,30.0,4.0,0.0,0.979,-0.015,0.0,0.0,20958.0,8.0,0.317,0.317,19.0,27.0,24.0,19.0,22.0,22.0,7.0,4.0,11.0,8.0,8.0,8.0,8.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,8.0,8.0,3.666,6.956,6.956,27.0,3.0,24.0,30.0,4.633,18.0,4.633,18.0,7.0,3.0,4.0,10.0,7.0,3.464,2.0,11.0,7.0,3.464,2.0,11.0,8.544,12.992,12.992,0.0,1.0,-1.0,1.0,0.5,1.049,-1.0,2.0,0.5,1.049,-1.0,2.0,0.0,0.0,0.0,1.333,3.327,-1.0,8.0,1.333,3.327,-1.0,1.273,4.8,2.4,1.386,3.6,3.0,0.0,1.155,3.0,3.0,0.0,5.774,3.0,10.0,3.0,3.0,3.0,3.0,1.0,3.0,1.732,-0.5,1.11,0.964,0.9498055999072581
9.0,4.0,53.0,1.14,312.0,0.0,3.0,43.0,8.0,2.0,1.099,-0.025,274.0,302.0,20947.0,8.0,0.549,0.317,19.0,38.0,34.0,30.0,18.0,22.0,4.0,3.0,10.0,2.0,8.0,10.0,8.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,8.0,4.8,9.424,11.278,38.333,4.509,34.0,43.0,8.281,19.0,8.646,18.0,3.667,0.577,3.0,4.0,6.143,3.237,3.0,11.0,5.889,3.219,2.0,11.0,4.0,12.28,16.688,1.0,1.732,0.0,3.0,0.429,1.272,-1.0,3.0,0.667,1.225,-1.0,3.0,1.333,1.0,2.0,0.429,0.976,-1.0,2.0,1.333,2.646,-1.0,1.221,4.8,-0.0,0.058,4.8,5.0,1.0,0.577,4.5,0.0,-1.0,4.359,0.5,4.0,0.0,0.577,5.0,4.509,-3.0,-6.0,3.0,0.0,0.953,1.074,1.0731635259744299
10.0,4.0,57.0,1.27,372.0,1.0,0.0,42.0,5.0,-3.0,1.129,-0.018,281.0,301.0,20943.0,8.0,0.712,0.317,19.0,43.0,38.0,34.0,19.0,22.0,4.0,4.0,3.0,11.0,8.0,21.0,8.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,-1.0,8.0,4.8,9.793,12.765,41.0,2.646,38.0,43.0,7.371,24.0,9.226,18.0,4.0,0.0,4.0,4.0,5.143,2.478,3.0,10.0,5.7,3.093,2.0,11.0,4.0,11.412,17.656,1.333,1.528,0.0,3.0,0.571,1.272,-1.0,3.0,0.7,1.16,-1.0,3.0,0.0,-3.0,2.0,0.143,1.574,-3.0,2.0,0.9,2.846,-3.0,1.364,4.8,0.0,0.0,4.8,-1.0,-6.0,3.215,2.0,0.0,0.0,0.577,0.0,4.0,0.0,0.0,-1.0,2.646,1.0,4.0,3.055,-1.0,0.931,1.111,1.0953002358820432
13.0,3.0,68.0,1.68,584.0,-1.0,-11.0,58.0,-10.0,2.0,1.186,0.002,305.0,311.0,20932.0,8.0,0.964,0.317,19.0,40.0,49.0,42.0,30.0,22.0,7.0,1.0,4.0,10.0,8.0,42.0,8.0,-1.0,-1.0,1.0,0.0,1.0,-14.0,0.0,-3.0,0.0,8.0,4.8,10.369,17.195,49.0,9.0,40.0,58.0,7.913,34.0,12.206,18.0,3.667,3.055,1.0,7.0,3.714,1.799,1.0,7.0,5.231,3.086,1.0,11.0,5.132,8.243,20.129,-1.0,0.0,-1.0,-1.0,0.143,1.464,-1.0,3.0,0.308,1.251,-1.0,3.0,-4.0,-14.0,2.0,-1.571,5.74,-14.0,2.0,-0.231,4.833,-14.0,1.236,4.8,-0.0,0.0,4.8,18.0,27.0,13.577,4.5,-4.0,-10.0,5.508,1.0,3.0,-4.0,3.055,18.0,9.0,0.0,0.0,1.155,-0.0,0.846,1.188,1.1913194471304611
14.0,8.0,76.0,1.79,668.0,-1.0,-19.0,70.0,-1.0,9.0,1.208,-0.032,313.0,334.0,20924.0,8.0,1.012,0.317,19.0,58.0,40.0,49.0,34.0,22.0,3.0,7.0,1.0,3.0,8.0,45.0,8.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,-14.0,0.0,1.0,8.0,4.8,10.369,18.658,56.0,15.1,40.0,70.0,11.603,38.0,15.143,18.0,6.0,2.646,3.0,8.0,4.429,2.37,1.0,8.0,5.429,3.056,1.0,11.0,5.686,9.335,21.483,-1.333,0.577,-2.0,-1.0,-0.143,1.676,-2.0,3.0,0.143,1.351,-2.0,3.0,-1.0,-14.0,9.0,-0.429,6.997,-14.0,9.0,0.429,5.258,-14.0,1.093,4.8,0.0,0.0,4.8,12.0,-6.0,14.177,15.0,5.0,9.0,5.508,0.5,8.0,5.0,2.646,12.0,15.1,-1.0,-1.0,0.577,-0.5,0.842,1.176,1.1917071754540065
15.0,4.0,80.0,1.92,752.0,-1.0,-22.0,70.0,4.0,5.0,1.219,-0.045,320.0,352.0,20920.0,8.0,1.049,0.317,19.0,70.0,58.0,40.0,38.0,22.0,8.0,3.0,7.0,4.0,8.0,49.0,8.0,-2.0,-1.0,-1.0,3.0,1.0,9.0,2.0,-14.0,1.0,8.0,4.8,10.369,19.053,66.0,6.928,58.0,70.0,12.967,40.0,16.888,18.0,5.0,2.646,3.0,8.0,4.429,2.37,1.0,8.0,5.143,2.983,1.0,11.0,6.11,10.095,20.942,-2.0,1.0,-3.0,-1.0,-1.0,1.291,-3.0,1.0,-0.143,1.562,-3.0,3.0,5.333,2.0,9.0,0.143,7.29,-14.0,9.0,0.214,4.98,-14.0,1.161,4.8,0.0,0.0,4.8,0.0,-12.0,9.165,6.0,-4.0,-9.0,5.196,0.5,4.0,-4.0,2.646,0.0,6.928,-1.0,0.0,0.577,-1.0,0.85,1.174,1.180710369508653
18.0,8.0,99.0,2.31,1036.0,-1.0,-23.0,72.0,6.0,-2.0,1.249,-0.038,343.0,382.0,20901.0,8.0,1.131,0.827,31.0,69.0,73.0,70.0,49.0,24.0,5.0,6.0,4.0,1.0,4.0,58.0,25.0,0.0,-4.0,-3.0,-1.0,1.0,-2.0,5.0,5.0,0.0,0.0,7.332,12.305,21.163,71.333,2.082,69.0,73.0,11.914,40.0,17.018,27.0,6.333,1.528,5.0,8.0,5.857,1.952,3.0,8.0,5.286,2.463,1.0,10.0,6.557,12.244,19.91,-2.0,2.0,-4.0,0.0,-1.857,1.345,-4.0,0.0,-0.786,1.718,-4.0,3.0,0.333,-2.0,5.0,0.429,7.502,-14.0,9.0,0.286,5.21,-14.0,1.396,4.8,-4.8,2.771,7.2,3.0,7.0,4.041,-0.5,3.0,4.0,2.082,1.0,8.0,3.0,1.528,3.0,2.082,-2.0,-6.0,3.215,1.0,0.838,1.211,1.21138950710337
19.0,4.0,103.0,2.44,1142.0,0.0,-24.0,77.0,5.0,0.0,1.259,-0.035,378.0,391.0,20897.0,8.0,1.182,0.901,33.4,72.0,69.0,73.0,40.0,27.0,8.0,5.0,6.0,7.0,7.0,65.0,32.0,-2.0,0.0,-4.0,-1.0,-1.0,-2.0,-2.0,5.0,-14.0,0.0,4.8,12.656,21.572,72.667,4.041,69.0,77.0,5.872,58.0,16.823,30.0,5.667,2.082,4.0,8.0,5.429,1.988,3.0,8.0,5.071,2.433,1.0,10.0,6.11,12.536,20.076,-1.0,1.0,-2.0,0.0,-1.857,1.345,-4.0,0.0,-0.786,1.718,-4.0,3.0,-1.333,-2.0,0.0,2.429,4.117,-2.0,9.0,0.286,5.21,-14.0,1.368,4.8,0.0,2.771,4.8,5.0,2.0,4.726,4.0,-4.0,-7.0,3.512,-0.5,4.0,-4.0,2.082,5.0,4.041,1.0,3.0,3.0,-0.5,0.826,1.224,1.2154802093479238
20.0,7.0,110.0,2.57,1256.0,-2.0,-28.0,79.0,25.0,-1.0,1.272,-0.034,383.0,399.0,20890.0,8.0,1.188,0.964,38.2,77.0,72.0,69.0,58.0,30.0,4.0,8.0,5.0,3.0,10.0,68.0,42.0,-1.0,-2.0,0.0,-1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,4.8,12.656,21.89,76.0,3.606,72.0,79.0,3.805,69.0,16.394,34.0,6.333,2.082,4.0,8.0,6.0,1.732,4.0,8.0,4.857,2.07,1.0,8.0,5.568,12.456,21.128,-2.333,1.528,-4.0,-1.0,-2.286,1.496,-4.0,0.0,-1.071,1.9,-4.0,3.0,-1.0,-2.0,0.0,2.0,4.32,-2.0,9.0,0.214,5.221,-14.0,1.394,4.8,0.0,0.0,4.8,2.0,-3.0,1.528,3.5,3.0,7.0,4.041,-0.5,7.0,3.0,2.082,2.0,3.606,-3.0,-4.0,2.082,-1.0,0.817,1.238,1.237621575226648
21.0,4.0,114.0,2.7,1382.0,0.0,-34.0,72.0,-5.0,-10.0,1.294,-0.027,387.0,398.0,20886.0,8.0,1.176,1.012,42.9,79.0,77.0,72.0,70.0,34.0,7.0,4.0,8.0,8.0,3.0,76.0,45.0,-4.0,-1.0,-2.0,-2.0,0.0,-1.0,0.0,-2.0,9.0,1.0,7.332,13.414,22.707,76.0,3.606,72.0,79.0,3.625,69.0,15.19,38.0,5.0,1.732,4.0,7.0,5.429,1.618,4.0,8.0,4.929,2.018,1.0,8.0,5.568,12.528,21.807,-1.667,2.082,-4.0,0.0,-2.0,1.732,-4.0,0.0,-1.071,1.9,-4.0,3.0,-3.667,-10.0,0.0,-0.714,5.09,-10.0,5.0,-0.571,5.88,-14.0,1.662,9.6,4.8,2.771,7.2,-7.0,-9.0,6.245,-2.5,-3.0,-6.0,3.786,0.0,4.0,-3.0,1.732,-7.0,3.606,4.0,7.0,3.512,0.5,0.808,1.267,1.2575499691689562
22.0,6.0,120.0,2.83,1517.0,-1.0,-45.0,78.0,-11.0,-6.0,1.137,0.152,391.0,400.0,20880.0,8.0,1.174,1.049,47.7,72.0,79.0,77.0,70.0,38.0,4.0,7.0,4.0,4.0,4.0,80.0,49.0,0.0,-4.0,-1.0,-3.0,3.0,-10.0,-1.0,0.0,5.0,1.0,7.332,13.414,23.323,76.333,3.786,72.0,79.0,3.729,69.0,14.296,40.0,5.667,1.528,4.0,7.0,5.714,1.496,4.0,8.0,5.071,2.018,1.0,8.0,5.033,12.298,22.486,-1.667,2.082,-4.0,0.0,-1.714,1.704,-4.0,0.0,-1.357,1.499,-4.0,1.0,-5.667,-10.0,-1.0,-2.286,4.716,-10.0,5.0,-1.071,6.032,-14.0,1.596,4.8,-4.8,2.771,7.2,6.0,13.0,6.658,-0.5,2.0,5.0,3.215,-0.5,6.0,2.0,1.528,6.0,3.786,-1.0,-5.0,3.606,1.5,0.789,1.289,1.2867074069343905
23.0,7.0,127.0,2.96,1656.0,-1.0,-54.0,103.0,6.0,17.0,1.337,-0.051,394.0,418.0,20873.0,8.0,1.175,1.074,52.5,78.0,72.0,79.0,73.0,43.0,6.0,4.0,7.0,6.0,4.0,86.0,53.0,-1.0,0.0,-4.0,-4.0,0.0,-6.0,-10.0,-1.0,5.0,2.0,4.85,12.679,23.766,84.333,16.442,72.0,103.0,11.385,69.0,16.441,40.0,5.667,1.528,4.0,7.0,5.857,1.574,4.0,8.0,5.286,2.054,1.0,8.0,6.506,12.456,23.25,-1.333,1.528,-3.0,0.0,-1.571,1.512,-4.0,0.0,-1.571,1.505,-4.0,1.0,0.333,-10.0,17.0,-0.571,8.482,-10.0,17.0,0.0,7.716,-14.0,1.256,4.9,0.1,2.743,4.85,25.0,19.0,16.093,15.5,1.0,-1.0,2.646,1.5,7.0,1.0,1.528,25.0,16.442,-2.0,-1.0,3.215,-1.5,0.776,1.286,1.299747130606868
25.0,7.0,144.0,3.22,1958.0,0.0,-76.0,93.0,13.0,3.0,1.382,-0.067,400.0,432.0,20856.0,8.0,1.211,1.131,62.1,93.0,103.0,78.0,72.0,49.0,10.0,7.0,6.0,8.0,1.0,99.0,58.0,-1.0,-3.0,-1.0,-2.0,-1.0,5.0,17.0,-6.0,-2.0,0.0,7.2,13.792,24.94,96.333,5.774,93.0,103.0,11.328,72.0,15.398,40.0,8.0,1.732,7.0,10.0,6.429,2.07,4.0,10.0,6.143,1.956,3.0,10.0,8.544,14.758,25.136,-1.333,1.528,-3.0,0.0,-1.429,1.512,-4.0,0.0,-1.643,1.393,-4.0,0.0,8.333,3.0,17.0,1.143,8.668,-10.0,17.0,0.786,7.797,-14.0,1.546,7.2,0.0,1.328,7.2,0.0,10.0,18.028,-5.0,-3.0,-6.0,3.055,0.0,7.0,-3.0,1.732,0.0,5.774,1.0,-1.0,2.082,1.5,0.77,1.315,1.3180052996163387
27.0,6.0,156.0,3.4,2285.0,-1.0,-101.0,102.0,9.0,8.0,1.426,-0.072,404.0,438.0,20844.0,8.0,1.238,1.188,71.7,80.0,93.0,93.0,79.0,58.0,6.0,7.0,10.0,7.0,3.0,110.0,68.0,-1.0,0.0,-1.0,-4.0,-1.0,-12.0,3.0,5.0,-1.0,2.0,4.85,12.7,25.401,91.667,11.06,80.0,102.0,12.162,72.0,11.943,69.0,6.333,0.577,6.0,7.0,6.571,1.813,4.0,10.0,6.286,1.729,4.0,10.0,6.0,15.704,26.265,-1.0,1.0,-2.0,0.0,-1.143,1.069,-3.0,0.0,-1.714,1.383,-4.0,0.0,-0.333,-12.0,8.0,0.714,10.515,-12.0,17.0,1.357,7.752,-12.0,1.505,4.8,-0.1,1.358,4.85,22.0,35.0,17.692,4.5,0.0,1.0,1.528,-0.5,6.0,0.0,0.577,22.0,11.06,-1.0,0.0,1.155,-1.0,0.744,1.354,1.347418894985076
30.0,7.0,181.0,3.87,2818.0,0.0,-132.0,91.0,-1.0,-6.0,1.491,-0.07,407.0,439.0,20819.0,8.0,1.286,1.175,86.1,88.0,98.0,102.0,103.0,73.0,9.0,9.0,6.0,7.0,6.0,127.0,86.0,0.0,-1.0,-2.0,-3.0,-4.0,-8.0,3.0,8.0,17.0,5.0,6.093,13.112,25.405,92.333,5.132,88.0,98.0,7.058,80.0,11.507,69.0,8.333,1.155,7.0,9.0,7.714,1.604,6.0,10.0,6.786,1.805,4.0,10.0,8.021,16.015,28.921,-0.333,0.577,-1.0,0.0,-0.714,0.756,-2.0,0.0,-1.143,1.231,-4.0,0.0,-3.667,-8.0,3.0,-1.0,7.572,-12.0,8.0,-0.786,7.728,-12.0,1.9,4.8,-2.5,1.443,6.05,3.0,13.0,6.506,-3.5,-2.0,-2.0,2.517,-1.0,7.0,-2.0,1.155,3.0,5.132,0.0,-1.0,0.577,0.5,0.716,1.421,1.39332139126568
1.0,20.0,20.0,0.1,18.0,0.0,1.0,22.0,4.0,8.0,0.321,-0.004,0.0,0.0,20980.0,9.0,0.317,0.317,19.0,22.0,22.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,3.465,3.465,3.465,22.0,1.414,22.0,22.0,1.414,22.0,1.414,22.0,20.0,5.657,20.0,20.0,20.0,5.657,20.0,20.0,20.0,5.657,20.0,20.0,19.799,19.799,19.799,1.0,0.707,1.0,1.0,1.0,0.707,1.0,1.0,1.0,0.707,1.0,1.0,8.0,8.0,8.0,8.0,3.536,8.0,8.0,8.0,3.536,8.0,0.864,4.9,-2.5,1.768,3.65,-2.0,1.0,0.707,-1.5,8.0,-23.0,16.263,-3.5,28.0,-15.0,10.607,-1.0,0.707,1.0,-3.0,2.121,-0.5,3.155,0.317,0.3108424117428048
6.0,8.0,89.0,0.75,170.0,0.0,0.0,31.0,7.0,1.0,0.979,-0.042,0.0,0.0,20911.0,9.0,0.317,0.317,19.0,29.0,22.0,19.0,22.0,22.0,8.0,12.0,13.0,20.0,20.0,20.0,20.0,-1.0,-1.0,0.0,1.0,1.0,2.0,-2.0,-1.0,8.0,8.0,4.8,6.885,6.885,27.333,4.726,22.0,31.0,4.956,19.0,4.956,19.0,9.333,2.309,8.0,12.0,14.833,7.808,8.0,28.0,14.833,7.808,8.0,28.0,8.0,25.187,25.187,-0.667,0.577,-1.0,0.0,0.167,1.169,-1.0,2.0,0.167,1.169,-1.0,2.0,0.333,-2.0,2.0,1.833,3.545,-2.0,8.0,1.833,3.545,-2.0,1.235,4.8,-0.0,1.386,4.8,2.0,-5.0,2.646,4.5,0.0,4.0,2.082,-2.0,8.0,0.0,2.309,2.0,4.726,1.0,1.0,1.0,0.5,1.143,0.937,0.9322829150403966
7.0,17.0,106.0,0.68,210.0,0.0,3.0,35.0,11.0,2.0,1.029,-0.045,270.0,312.0,20894.0,9.0,0.317,0.317,19.0,31.0,29.0,22.0,22.0,22.0,8.0,8.0,12.0,20.0,20.0,20.0,20.0,0.0,-1.0,-1.0,1.0,1.0,1.0,2.0,-2.0,8.0,8.0,4.8,8.418,8.418,31.667,3.055,29.0,35.0,6.188,19.0,6.188,19.0,11.0,5.196,8.0,17.0,15.143,7.175,8.0,28.0,15.143,7.175,8.0,28.0,12.767,28.377,28.377,-0.333,0.577,-1.0,0.0,0.143,1.069,-1.0,2.0,0.143,1.069,-1.0,2.0,1.667,1.0,2.0,1.857,3.237,-2.0,8.0,1.857,3.237,-2.0,1.231,4.8,0.0,0.0,4.8,4.0,2.0,2.517,3.0,9.0,9.0,6.658,4.5,17.0,9.0,5.196,4.0,3.055,0.0,-1.0,0.577,0.5,1.067,0.984,0.9914709728996987
10.0,1.0,115.0,1.27,372.0,1.0,-4.0,44.0,7.0,-1.0,1.129,-0.036,281.0,307.0,20885.0,9.0,0.699,0.317,19.0,40.0,37.0,35.0,19.0,22.0,4.0,4.0,17.0,13.0,20.0,61.0,20.0,-3.0,3.0,0.0,0.0,1.0,-1.0,0.0,2.0,-1.0,8.0,4.996,10.033,12.675,40.333,3.512,37.0,44.0,7.348,22.0,8.95,19.0,3.0,1.732,1.0,4.0,7.714,5.438,1.0,17.0,11.5,8.33,1.0,28.0,2.646,17.066,31.7,0.333,3.055,-3.0,3.0,-0.143,1.864,-3.0,3.0,0.2,1.687,-3.0,3.0,-0.667,-1.0,0.0,0.143,1.574,-2.0,2.0,1.1,2.923,-2.0,1.307,7.2,4.8,2.4,4.8,4.0,1.0,1.0,3.5,-3.0,-3.0,6.807,-1.5,1.0,-3.0,1.732,4.0,3.512,4.0,10.0,5.508,-1.0,0.943,1.093,1.0834350901801675
13.0,4.0,125.0,1.68,584.0,1.0,-10.0,52.0,-3.0,-4.0,1.186,-0.012,305.0,318.0,20875.0,9.0,0.937,0.317,19.0,52.0,48.0,44.0,31.0,22.0,3.0,3.0,1.0,8.0,20.0,89.0,20.0,1.0,-1.0,1.0,0.0,1.0,-2.0,-1.0,-1.0,1.0,8.0,6.034,11.529,17.923,50.667,2.309,48.0,52.0,6.952,35.0,11.996,19.0,3.333,0.577,3.0,4.0,5.143,5.336,1.0,17.0,9.615,8.057,1.0,28.0,3.512,6.451,32.524,0.333,1.155,-1.0,1.0,0.286,1.89,-3.0,3.0,0.231,1.536,-3.0,3.0,-2.333,-4.0,-1.0,-1.0,1.826,-4.0,2.0,0.308,3.011,-4.0,1.429,4.9,-2.2,1.3,6.0,0.0,-4.0,2.309,2.0,1.0,1.0,1.0,0.5,4.0,1.0,0.577,0.0,2.309,0.0,-2.0,2.0,1.0,0.874,1.174,1.1642469725446962
14.0,5.0,130.0,1.79,668.0,-1.0,-17.0,61.0,-3.0,0.0,1.208,-0.025,313.0,330.0,20870.0,9.0,0.984,0.317,19.0,52.0,52.0,48.0,35.0,22.0,4.0,3.0,3.0,17.0,20.0,106.0,20.0,1.0,1.0,-1.0,0.0,1.0,-4.0,-2.0,-1.0,2.0,8.0,3.721,11.368,19.287,55.0,5.196,52.0,61.0,8.18,37.0,13.501,19.0,4.0,1.0,3.0,5.0,3.429,1.272,1.0,5.0,9.286,7.839,1.0,28.0,4.509,6.88,32.954,0.333,1.155,-1.0,1.0,0.143,1.952,-3.0,3.0,0.143,1.512,-3.0,3.0,-2.0,-4.0,0.0,-1.286,1.38,-4.0,0.0,0.286,2.894,-4.0,1.257,2.4,-2.5,2.352,3.65,9.0,9.0,4.509,4.5,1.0,0.0,0.577,1.0,5.0,1.0,1.0,9.0,5.196,-2.0,-2.0,2.0,-1.0,0.852,1.183,1.182654806001573
17.0,5.0,147.0,2.18,936.0,0.0,-14.0,73.0,4.0,2.0,1.239,-0.026,334.0,366.0,20853.0,9.0,1.093,0.699,26.3,67.0,70.0,61.0,44.0,19.0,6.0,6.0,5.0,1.0,13.0,115.0,61.0,1.0,0.0,-1.0,1.0,0.0,-1.0,5.0,0.0,-1.0,-1.0,6.04,11.933,21.622,70.0,3.0,67.0,73.0,9.914,48.0,16.073,22.0,5.667,0.577,5.0,6.0,4.571,1.272,3.0,6.0,6.143,4.13,1.0,17.0,5.508,10.858,21.955,0.333,0.577,0.0,1.0,0.143,0.9,-1.0,1.0,0.0,1.414,-3.0,3.0,2.0,-1.0,5.0,-0.143,2.911,-4.0,5.0,0.0,2.253,-4.0,1.314,4.8,-2.4,1.386,6.0,6.0,9.0,6.245,1.5,-1.0,-1.0,1.0,-0.5,5.0,-1.0,0.577,6.0,3.0,-1.0,-2.0,1.155,0.0,0.832,1.213,1.214071030444011
21.0,5.0,167.0,2.7,1382.0,0.0,-14.0,83.0,12.0,1.0,1.294,-0.029,387.0,404.0,20833.0,9.0,1.183,0.984,43.1,85.0,79.0,74.0,61.0,35.0,5.0,5.0,5.0,5.0,17.0,130.0,106.0,1.0,2.0,1.0,-1.0,0.0,5.0,2.0,0.0,0.0,2.0,6.093,13.016,23.762,82.333,3.055,79.0,85.0,6.694,67.0,16.273,37.0,5.0,0.0,5.0,5.0,5.286,0.488,5.0,6.0,4.357,1.336,1.0,6.0,5.0,11.037,19.202,1.0,1.0,0.0,2.0,0.714,0.756,0.0,2.0,0.429,1.453,-3.0,3.0,2.667,1.0,5.0,2.0,2.309,-1.0,5.0,0.357,2.499,-4.0,1.446,4.8,-2.5,1.443,6.05,-2.0,-8.0,4.359,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-2.0,3.055,-1.0,0.0,1.155,-1.0,0.8,1.265,1.269388449599568
24.0,4.0,183.0,3.09,1803.0,-2.0,-46.0,89.0,16.0,1.0,1.36,-0.052,397.0,424.0,20817.0,9.0,1.213,1.093,57.5,89.0,84.0,83.0,73.0,44.0,5.0,7.0,5.0,5.0,1.0,147.0,115.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,-1.0,4.215,11.311,23.674,87.333,2.887,84.0,89.0,5.376,74.0,14.12,48.0,5.333,1.528,4.0,7.0,5.143,0.9,4.0,7.0,4.857,1.099,3.0,7.0,4.509,11.514,21.746,-2.333,3.215,-6.0,0.0,-0.429,2.637,-6.0,2.0,-0.143,1.916,-6.0,2.0,1.333,0.0,3.0,1.714,1.799,0.0,5.0,0.786,2.517,-4.0,1.484,0.0,-7.3,3.71,3.65,0.0,-5.0,2.646,2.5,-1.0,1.0,2.082,-1.5,4.0,-1.0,1.528,0.0,2.887,-6.0,-7.0,3.606,-2.5,0.772,1.308,1.3091504024715381
