feature,importance_gain
FEED_EFFICIENCY_lag_1,0.32093167
FCR_ACT_lag_1,0.29886815
STD_CUM_DEPLESI_%,0.24088755
FCR_ACT_lag_14,0.038887978
DELTA_DG_rolling_mean_7,0.013041496
FCR_STD,0.011757298
FCR_ACT_lag_7,0.010324465
DELTA_DG_rolling_mean_3,0.008853082
DELTA_DG_rolling_min_14,0.008254848
DELTA_DG_rolling_mean_14,0.0036481002
DG_ACT_rolling_min_14,0.003441375
PAKAN_DG_RATIO,0.0030050422
DELTA_DG_rolling_min_7,0.0018764323
PAKAN_ACT_GR/EK_rolling_std_7,0.0014134947
AGE,0.0012366779
DG_ACT_rolling_std_14,0.0011244258
SUHU_MAX_rolling_std_14,0.0010581457
DELTA_FCR,0.0009638979
PAKAN_ACT_GR/EK_rolling_std_14,0.0008524403
tcn_feature_21,0.0008033793
tcn_feature_12,0.0007878805
DG_ACT_rolling_std_7,0.00077571825
MATI_rolling_mean_7,0.00069920317
tcn_feature_60,0.000691795
DG_ACT_rolling_min_7,0.00066281075
DELTA_PAKAN_CUM_GR/EKOK,0.00062008074
PAKAN_ACT_GR/EK_lag_14,0.00056885154
DELTA_DG_rolling_max_7,0.00056519045
tcn_feature_20,0.00056225946
tcn_feature_24,0.0005300509
JUMLAH_AYAM_AKHIR,0.00050671614
tcn_feature_13,0.0004618494
DELTA_DG_lag_3,0.00044074262
DELTA_DG_rolling_min_3,0.00040785992
DELTA_PAKAN_GR/EKOR_lag_2,0.00039850507
MATI_rolling_std_14,0.0003951922
DELTA_PAKAN_GR/EKOR_rolling_mean_7,0.00038749326
tcn_feature_44,0.000386655
DG_ACT,0.00037210848
DG_ACT_rolling_min_3,0.00033743825
DELTA_PAKAN_GR/EKOR_rolling_std_3,0.00033474647
JML_DEPLESI_momentum_1,0.00032785579
tcn_feature_49,0.0003234228
DELTA_DG,0.0003200152
tcn_feature_41,0.00030654136
JML_DEPLESI_rolling_std_3,0.00030530512
DG_ACT_lag_2,0.00029983502
tcn_feature_30,0.00029286597
DELTA_PAKAN_GR/EKOR_trend_slope_3,0.00029204082
tcn_feature_15,0.0002773929
DG_ACT_rolling_max_3,0.00027539206
JML_DEPLESI_lag_7,0.00027483553
tcn_feature_63,0.00027431437
tcn_feature_48,0.00027419295
tcn_feature_37,0.0002643604
DELTA_PAKAN_GR/EKOR_lag_14,0.00026025978
SUHU_MAX_acceleration,0.00025994994
tcn_feature_0,0.0002543636
DELTA_PAKAN_GR/EKOR_rolling_max_3,0.0002541543
tcn_feature_45,0.00025097787
DELTA_DG_lag_2,0.00024626972
DG_ACT_momentum_1,0.00024530743
tcn_feature_57,0.00023575839
SUHU_MAX_rolling_std_3,0.0002272884
tcn_feature_1,0.00022554098
PAKAN_ACT_GR/EK_rolling_std_3,0.00022473944
tcn_feature_39,0.00022391815
tcn_feature_54,0.00022033305
tcn_feature_3,0.00021229836
tcn_feature_11,0.0002090705
DELTA_PAKAN_GR/EKOR_lag_1,0.00020770586
tcn_feature_33,0.00020504
tcn_feature_61,0.00020306034
DG_ACT_lag_1,0.00019613656
tcn_feature_50,0.00019252126
DG_ACT_trend_slope_3,0.00018837582
tcn_feature_2,0.00018758165
MATI_rolling_std_3,0.00018346577
tcn_feature_62,0.0001773694
DELTA_PAKAN_GR/EKOR_rolling_max_7,0.00017460597
DELTA_PAKAN_GR/EKOR_rolling_min_3,0.0001745089
DELTA_PAKAN_GR/EKOR_rolling_std_7,0.00017241781
MATI_rolling_mean_3,0.00016866555
DELTA_DG_rolling_std_14,0.00016315814
DELTA_PAKAN_GR/EKOR_lag_3,0.00015699204
DELTA_PAKAN_GR/EKOR_lag_7,0.00015697749
ABW_ACT_acceleration,0.00015680675
tcn_feature_58,0.00015598151
DELTA_PAKAN_GR/EKOR_volatility_3,0.00015474584
DG_ACT_rolling_mean_3,0.00015463411
tcn_feature_26,0.0001480761
DG_ACT_acceleration,0.00014767959
PAKAN_ACT_GR/EK_momentum_1,0.00014659247
DELTA_ABW,0.00014645972
JML_DEPLESI_lag_14,0.00014613375
JML_DEPLESI,0.00014189645
JML_DEPLESI_rolling_std_7,0.00013715564
DG_ACT_rolling_std_3,0.00013412534
DG_ACT_lag_7,0.0001325596
PAKAN_ACT_GR/EK_volatility_3,0.0001318442
DELTA_PAKAN_GR/EKOR_rolling_mean_3,0.00012671443
tcn_feature_53,0.00012532309
MATI_lag_7,0.00012451994
ABW_ACT_volatility_3,0.00012334836
tcn_feature_56,0.00012068129
tcn_feature_7,0.00011302522
tcn_feature_34,0.00011293881
DG_ACT_lag_14,0.000111649526
tcn_feature_25,0.00011049597
MATI_rolling_min_14,0.0001104692
MATI_rolling_max_3,0.00010860399
tcn_feature_18,0.00010844
SUHU_MAX_volatility_3,0.000108419685
MATI_rolling_std_7,0.00010828919
tcn_feature_9,0.00010819018
DELTA_DG_lag_1,0.000104270206
DELTA_PAKAN_GR/EKOR_rolling_max_14,0.00010319749
tcn_feature_27,0.00010070432
JML_DEPLESI_rolling_std_14,0.0001000616
DG_ACT_lag_3,9.914521e-05
tcn_feature_23,9.779024e-05
tcn_feature_29,9.6323274e-05
MATI_lag_3,9.044266e-05
MATI_momentum_1,9.040225e-05
tcn_feature_55,8.8559624e-05
MATI_lag_14,8.803757e-05
MATI_lag_2,8.608208e-05
DELTA_DG_lag_7,8.562975e-05
DELTA_PAKAN_ZAK,8.442621e-05
MATI_lag_1,8.442162e-05
JML_DEPLESI_volatility_3,8.1721366e-05
tcn_feature_52,8.11069e-05
MATI_rolling_max_7,7.893814e-05
DELTA_DG_rolling_max_14,7.7805176e-05
tcn_feature_36,7.753133e-05
DELTA_DG_rolling_std_7,7.730759e-05
tcn_feature_17,7.722649e-05
tcn_feature_14,7.545022e-05
MATI_volatility_3,7.535249e-05
DELTA_PAKAN_GR/EKOR_acceleration,7.465447e-05
tcn_feature_5,7.170861e-05
MATI_rolling_min_7,6.775614e-05
PAKAN_ACT_GR/EK_trend_slope_3,6.596855e-05
DG_ACT_volatility_3,6.448156e-05
MATI_acceleration,6.405097e-05
DELTA_DG_rolling_max_3,6.383388e-05
SUHU_MAX_rolling_std_7,6.381354e-05
MATI_trend_slope_3,6.366083e-05
tcn_feature_6,6.0946026e-05
tcn_feature_35,5.7190762e-05
tcn_feature_43,5.22535e-05
tcn_feature_46,4.9573035e-05
MATI_rolling_mean_14,4.4779816e-05
tcn_feature_16,4.360704e-05
DELTA_PAKAN_GR/EKOR_rolling_std_14,4.3322612e-05
IP_ACT,4.2653744e-05
MATI,4.152282e-05
tcn_feature_38,3.9824714e-05
tcn_feature_22,3.8071285e-05
tcn_feature_19,3.756256e-05
MATI_rolling_min_3,3.3786393e-05
DELTA_PAKAN_GR/EKOR_rolling_mean_14,2.6750182e-05
DELTA_DG_lag_14,2.4252506e-05
PAKAN_ACT_GR/EK_acceleration,2.1213093e-05
tcn_feature_51,2.0763622e-05
DELTA_PAKAN_GR/EKOR_momentum_1,2.0467745e-05
tcn_feature_42,1.869986e-05
tcn_feature_32,1.8117158e-05
tcn_feature_28,1.6957207e-05
tcn_feature_40,1.6585178e-05
tcn_feature_8,1.5243245e-05
JML_DEPLESI_acceleration,1.4292776e-05
tcn_feature_47,1.26667655e-05
DELTA_PAKAN_GR/EKOR_rolling_min_14,1.2357765e-05
MATI_rolling_max_14,8.959919e-06
DELTA_PAKAN_GR/EKOR_rolling_min_7,6.017644e-06
tcn_feature_31,5.1061975e-06
tcn_feature_4,4.377483e-06
PAKAN_STD_CUM_GR/EK,4.1907824e-06
IP_STD,0.0
tcn_feature_10,0.0
SUHU_MAX_lag_14,0.0
SUHU_MAX_momentum_1,0.0
SUHU_MIN,0.0
SUHU_MAX_lag_7,0.0
SUHU_MAX_lag_3,0.0
tcn_feature_59,0.0
SUHU_MAX_lag_2,0.0
SUHU_MAX_rolling_max_14,0.0
SUHU_MAX_rolling_max_7,0.0
SUHU_MAX_lag_1,0.0
