TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOR;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE
11/06/25;16;9;0;178;0.85;2.06;37;90;841;38;330;91.2;790.9;1;1;-50;685;68;691;70;6;2;1.229;1.145;-0.084;327;348;20822;21000;13
12/06/25;17;12;0;190;0.9;2.18;40;96;936;40;370;96.1;887;0;0;-49;756;71;761;70;5;-1;1.239;1.166;-0.073;334;358;20810;21000;13
13/06/25;18;8;0;198;0.94;2.31;42;102;1036;42;412;101;988;0;-1;-48;830;74;835;74;5;0;1.249;1.183;-0.066;343;368;20802;21000;13
14/06/25;19;4;0;202;0.96;2.44;44;106;1142;45;457;108.2;1096.1;1;2;-46;908;77;910;75;2;-2;1.259;1.205;-0.054;378;377;20798;21000;13
15/06/25;20;11;0;213;1.01;2.57;47;114;1256;48;505;115.5;1211.6;1;1;-44;967;80;989;79;22;-1;1.272;1.225;-0.047;383;385;20787;21000;13
16/06/25;21;6;0;219;1.04;2.7;50;120;1382;51;556;122.7;1334.3;1;3;-48;1069;82;1075;86;6;4;1.294;1.241;-0.053;387;391;20781;21000;13
17/06/25;22;10;0;229;1.09;2.83;52;126;1517;53;609;127.6;1461.9;1;2;-55;1153;84;1156;81;3;-3;1.137;1.265;0.128;391;457;20771;21000;13
18/06/25;23;4;0;233;1.11;2.96;55;132;1656;57;666;137.2;1599.1;2;5;-57;1239;86;1249;93;10;7;1.337;1.28;-0.057;394;401;20767;21000;13
19/06/25;24;7;0;240;1.14;3.09;57;138;1803;59;725;142.1;1741.2;2;4;-62;1327;88;1337;88;10;0;1.36;1.302;-0.058;397;405;20760;21000;13
20/06/25;25;13;0;253;1.2;3.22;60;144;1958;62;787;149.4;1890.6;2;5;-67;1418;90;1424;87;6;-3;1.382;1.328;-0.054;400;407;20747;21000;13
21/06/25;26;5;0;258;1.23;3.35;62;150;2120;61;848;147;2037.7;-1;-3;-82;1510;92;1520;96;10;4;1.405;1.341;-0.064;402;411;20742;21000;13
22/06/25;27;13;0;271;1.29;3.4;65;156;2285;58;906;139.9;2177.6;-7;-16;-107;1604;94;1615;95;11;1;1.426;1.348;-0.078;404;414;20729;21000;13
23/06/25;28;11;0;282;1.34;3.61;67;162;2455;63;969;152;2329.6;-4;-10;-125;1698;95;1705;90;7;-5;1.446;1.366;-0.08;405;415;20718;21000;13
24/06/25;29;13;0;295;1.4;3.74;70;168;2635;65;1034;157;2486.6;-5;-11;-148;1794;96;1808;103;14;7;1.47;1.375;-0.095;406;418;20705;21000;13
25/06/25;30;13;0;308;1.47;3.87;72;173;2818;67;1101;161.9;2648.5;-5;-11;-169;1891;97;1904;96;13;-1;1.491;1.391;-0.1;407;419;20692;21000;13
26/06/25;31;0;0;308;1.47;4;74;178;3004;69;1170;166.7;2815.2;-5;-11;-189;1989;98;2010;106;21;8;1.511;1.401;-0.11;408;423;20692;21000;13
27/06/25;32;0;0;308;1.47;4.13;76;183;3201;71;1241;171.6;2986.8;-5;-11;-214;2087;99;2088;78;1;-21;1.534;1.43;-0.104;408;419;20692;21000;13
28/06/25;33;0;0;308;1.47;4.26;78;188;3403;72;1313;174;3160.8;-6;-14;-242;2187;100;2193;105;6;5;1.556;1.441;-0.115;408;421;20692;21000;13
29/06/25;34;0;0;308;1.47;4.39;79;192;3504;74;1387;178.8;3339.6;-5;-13;-164;2289;101;2294;101;5;0;1.578;1.456;-0.122;407;421;20692;21000;13
30/06/25;35;0;0;308;1.47;4.52;82;199;3601;76;1463;183.6;3523.2;-6;-15;-78;2390;101;2401;107;11;6;1.6;1.467;-0.133;407;422;20692;21000;13
