TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOR;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE
07/01/25;24;26;0;332;1.66;3.09;54;138;1803;46;633;116.9;1595.4;-8;-21;-208;1327;88;1207;84;-120;-4;1.36;1.322;-0.038;397;374;19668;20000;11
08/01/25;25;20;0;352;1.76;3.22;57;144;1958;46;679;117.1;1712.5;-11;-27;-245;1418;90;1298;91;-120;1;1.382;1.319;-0.063;400;387;19648;20000;11
09/01/25;26;18;0;370;1.85;3.35;59;150;2120;48;727;122.3;1834.8;-11;-28;-285;1510;92;1397;99;-113;7;1.405;1.313;-0.092;402;402;19630;20000;11
10/01/25;27;19;0;389;1.945;3.4;61;156;2285;50;777;127.5;1962.2;-11;-29;-323;1604;94;1489;92;-115;-2;1.426;1.318;-0.108;404;410;19611;20000;11
11/01/25;28;13;0;402;2.01;3.61;63;162;2455;52;829;132.7;2094.9;-11;-29;-360;1698;95;1584;95;-114;0;1.446;1.323;-0.123;405;419;19598;20000;11
12/01/25;29;13;0;415;2.075;3.74;66;168;2635;56;885;143;2237.9;-10;-25;-397;1794;96;1680;96;-114;0;1.47;1.332;-0.138;406;426;19585;20000;11
13/01/25;30;11;0;426;2.13;3.87;68;173;2818;59;944;150.7;2388.6;-9;-22;-429;1891;97;1750;70;-141;-27;1.491;1.365;-0.126;407;418;19574;20000;11
14/01/25;31;0;0;426;2.13;4;70;178;3004;61;1005;155.8;2544.4;-9;-22;-460;1989;98;1830;80;-159;-18;1.511;1.39;-0.121;408;416;19574;20000;11
15/01/25;32;0;0;426;2.13;4.13;72;183;3201;63;1068;160.9;2705.3;-9;-22;-496;2087;99;1943;113;-144;14;1.534;1.392;-0.142;408;427;19574;20000;11
16/01/25;33;0;0;426;2.13;4.26;74;188;3403;65;1133;166;2871.4;-9;-22;-532;2187;100;2012;69;-175;-31;1.556;1.427;-0.129;408;418;19574;20000;11
17/01/25;34;0;0;426;2.13;4.39;75;192;3504;68;1201;173.7;3045.1;-7;-18;-459;2289;101;2093;81;-196;-20;1.578;1.455;-0.123;407;414;19574;20000;11
18/01/25;35;0;0;426;2.13;4.52;78;199;3601;65;1266;166;3211.1;-13;-33;-390;2390;101;2189;96;-201;-5;1.6;1.467;-0.133;407;417;19574;20000;11
