TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOR;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE
29/05/25;11;7;0;155;0.76;1.4;26;63;435;26;173;63.9;422;0;0.9;-13;380;49;402;50;22;1;1.149;1.05;-0.099;289;346;20345;20500;14
30/05/25;12;7;0;162;0.79;1.53;28;68;506;28;201;68.8;490.2;0;0.8;-15.8;434;54;451;49;17;-5;1.169;1.087;-0.082;297;343;20338;20500;14
31/05/25;13;6;0;168;0.82;1.68;30;73;584;31;232;76.2;565.9;1;3.2;-18.1;492;56;510;59;18;3;1.186;1.11;-0.076;305;351;20332;20500;14
01/06/25;14;2;0;170;0.83;1.79;32;78;668;33;265;81.2;646.3;1;3.2;-21.7;553;61;575;65;22;4;1.208;1.124;-0.084;313;362;20330;20500;14
02/06/25;15;6;0;176;0.86;1.92;34;84;752;36;301;88.6;734.1;2;4.6;-17.9;618;65;644;69;26;4;1.219;1.14;-0.079;320;373;20324;20500;14
03/06/25;16;3;0;179;0.87;2.06;37;90;841;37;338;91;824.4;0;1;-16.6;685;68;713;69;28;1;1.229;1.156;-0.073;327;382;20321;20500;14
04/06/25;17;4;0;183;0.89;2.18;39;96;936;40;378;98.4;922;1;2.4;-14;756;71;786;73;30;2;1.239;1.173;-0.066;334;391;20317;20500;14
05/06/25;18;11;0;194;0.95;2.31;42;102;1036;43;421;105.9;1026.8;1;3.9;-9.2;830;74;865;79;35;5;1.249;1.187;-0.062;343;401;20306;20500;14
06/06/25;19;6;0;200;0.98;2.44;43;106;1142;45;466;110.8;1136.6;2;4.8;-5.4;908;77;950;85;42;8;1.259;1.196;-0.063;378;414;20300;20500;14
07/06/25;20;8;0;208;1.01;2.57;47;114;1256;47;513;115.8;1251.2;0;1.8;-4.8;967;80;1032;82;65;2;1.272;1.212;-0.06;383;421;20292;20500;14
08/06/25;21;9;0;217;1.06;2.7;49;120;1382;50;563;123.3;1373.2;1;3.3;-8.8;1069;82;1118;86;49;4;1.294;1.228;-0.066;387;429;20283;20500;14
09/06/25;22;8;0;225;1.1;2.83;52;126;1517;52;615;128.2;1500;0;2.2;-17;1153;84;1208;90;55;6;1.137;1.242;0.105;391;437;20275;20500;14
10/06/25;23;5;0;230;1.12;2.96;54;132;1656;55;670;135.7;1634.1;1;3.7;-21.9;1239;86;1301;93;62;7;1.337;1.256;-0.081;394;445;20270;20500;14
11/06/25;24;4;0;234;1.14;3.09;57;138;1803;58;728;143.1;1775.6;1;5.1;-27.4;1327;88;1406;105;79;17;1.36;1.263;-0.097;397;459;20266;20500;14
12/06/25;25;9;0;243;1.19;3.22;59;144;1958;62;790;153;1926.8;3;9;-31.2;1418;90;1512;106;94;16;1.382;1.274;-0.108;400;469;20257;20500;14
13/06/25;26;3;0;246;1.2;3.35;62;150;2120;65;855;160.5;2085.4;4;10.5;-34.6;1510;92;1620;108;110;16;1.405;1.287;-0.118;402;478;20254;20500;14
14/06/25;27;8;0;254;1.24;3.4;64;156;2285;70;925;172.9;2256.1;6;16.9;-28.9;1604;94;1731;111;127;17;1.426;1.303;-0.123;404;486;20246;20500;14
15/06/25;28;3;0;257;1.25;3.61;66;162;2455;70;995;172.9;2426.8;4;10.9;-28.2;1698;95;1838;107;140;12;1.446;1.32;-0.126;405;491;20243;20500;14
16/06/25;29;5;0;262;1.28;3.74;69;168;2635;71;1066;175.4;2600;2;7.4;-35;1794;96;1957;119;163;23;1.47;1.329;-0.141;406;501;20238;20500;14
17/06/25;30;7;0;269;1.31;3.87;71;173;2818;72;1138;177.9;2775.6;1;4.9;-42.4;1891;97;2098;141;207;44;1.491;1.323;-0.168;407;522;20231;20500;14
18/06/25;31;4;0;273;1.33;4;73;178;3004;72;1210;178;2951.2;-1;0;-52.8;1989;98;2201;103;212;5;1.511;1.341;-0.17;408;522;20227;20500;14
19/06/25;32;8;0;281;1.37;4.13;75;183;3201;74;1284;183;3131.7;-1;0;-69.3;2087;99;2399;198;312;99;1.534;1.305;-0.229;408;566;20219;20500;14
20/06/25;33;11;0;292;1.42;4.26;77;188;3403;76;1360;188;3317.1;-1;0;-85.9;2187;100;2500;101;313;1;1.556;1.327;-0.229;408;563;20208;20500;14
21/06/25;34;9;0;301;1.47;4.39;79;192;3504;77;1437;190.6;3504.9;-2;-1.4;0.9;2289;101;2629;129;340;28;1.578;1.333;-0.245;407;571;20199;20500;14
22/06/25;35;0;0;301;1.47;4.52;82;199;3601;78;1515;193.1;3695.1;-4;-5.9;94.1;2390;101;2801;172;411;71;1.6;1.319;-0.281;407;598;20199;20500;14
