TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOR;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE
24/05/24;15;4;0;80;0.38;1.92;35;84;752;34;306;81.3;730.4;-1;-3;-22;618;65;622;70;4;5;1.219;1.174;-0.045;320;352;20920;21000;8
25/05/24;16;6;0;86;0.41;2.06;38;90;841;36;342;86.1;816.5;-2;-4;-24;685;68;695;73;10;5;1.229;1.175;-0.054;327;368;20914;21000;8
26/05/24;17;5;0;91;0.43;2.18;40;96;936;40;382;95.7;912.1;0;0;-24;756;71;764;69;8;-2;1.239;1.194;-0.045;334;375;20909;21000;8
27/05/24;18;8;0;99;0.47;2.31;43;102;1036;42;424;100.5;1012.6;-1;-2;-23;830;74;836;72;6;-2;1.249;1.211;-0.038;343;382;20901;21000;8
28/05/24;19;4;0;103;0.49;2.44;44;106;1142;44;468;105.3;1117.9;0;-1;-24;908;77;913;77;5;0;1.259;1.224;-0.035;378;391;20897;21000;8
29/05/24;20;7;0;110;0.52;2.57;48;114;1256;46;514;110.1;1228;-2;-4;-28;967;80;992;79;25;-1;1.272;1.238;-0.034;383;399;20890;21000;8
30/05/24;21;4;0;114;0.54;2.7;50;120;1382;50;564;119.7;1347.7;0;0;-34;1069;82;1064;72;-5;-10;1.294;1.267;-0.027;387;398;20886;21000;8
31/05/24;22;6;0;120;0.57;2.83;53;126;1517;52;616;124.5;1472.2;-1;-1;-45;1153;84;1142;78;-11;-6;1.137;1.289;0.152;391;400;20880;21000;8
01/06/24;23;7;0;127;0.6;2.96;55;132;1656;54;670;129.4;1601.6;-1;-3;-54;1239;86;1245;103;6;17;1.337;1.286;-0.051;394;418;20873;21000;8
02/06/24;24;10;0;137;0.65;3.09;58;138;1803;57;727;136.6;1738.2;-1;-1;-65;1327;88;1338;93;11;5;1.36;1.299;-0.061;397;426;20863;21000;8
03/06/24;25;7;0;144;0.69;3.22;60;144;1958;60;787;143.8;1882;0;0;-76;1418;90;1431;93;13;3;1.382;1.315;-0.067;400;432;20856;21000;8
04/06/24;26;6;0;150;0.71;3.35;63;150;2120;62;849;148.7;2030.7;-1;-1;-89;1510;92;1511;80;1;-12;1.405;1.344;-0.061;402;429;20850;21000;8
05/06/24;27;6;0;156;0.74;3.4;65;156;2285;64;913;153.5;2184.2;-1;-2;-101;1604;94;1613;102;9;8;1.426;1.354;-0.072;404;438;20844;21000;8
06/06/24;28;9;0;165;0.79;3.61;68;162;2455;67;980;160.8;2345;-1;-1;-110;1698;95;1711;98;13;3;1.446;1.371;-0.075;405;442;20835;21000;8
07/06/24;29;9;0;174;0.83;3.74;70;168;2635;70;1050;168.1;2513.1;0;0;-122;1794;96;1799;88;5;-8;1.47;1.397;-0.073;406;440;20826;21000;8
08/06/24;30;7;0;181;0.86;3.87;72;173;2818;72;1122;172.9;2686;0;0;-132;1891;97;1890;91;-1;-6;1.491;1.421;-0.07;407;439;20819;21000;8
09/06/24;31;9;0;190;0.9;4;74;178;3004;74;1196;177.8;2863.8;0;0;-140;1989;98;1996;106;7;8;1.511;1.435;-0.076;408;445;20810;21000;8
10/06/24;32;9;0;199;0.95;4.13;76;183;3201;73;1269;175.5;3039.2;-3;-8;-162;2087;99;2105;109;18;10;1.534;1.444;-0.09;408;451;20801;21000;8
11/06/24;33;11;0;210;1;4.26;78;188;3403;74;1343;178;3217.2;-4;-10;-186;2187;100;2202;97;15;-3;1.556;1.461;-0.095;408;452;20790;21000;8
