TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOR;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE
22/09/23;22;5;0;288;1.44;2.83;50;126;1517;42;486;106.5;1227.4;-8;-19;-290;1153;84;948;65;-205;-19;1.137;1.3;0.163;391;327;19712;20000;4
23/09/23;23;11;0;299;1.495;2.96;52;132;1656;44;530;111.7;1339.1;-8;-20;-317;1239;86;1027;79;-212;-7;1.337;1.31;-0.027;394;336;19701;20000;4
24/09/23;24;11;0;310;1.55;3.09;54;138;1803;46;576;116.8;1455.9;-8;-21;-347;1327;88;1107;80;-220;-8;1.36;1.321;-0.039;397;344;19690;20000;4
25/09/23;25;11;0;321;1.605;3.22;57;144;1958;48;624;122;1577.8;-9;-22;-380;1418;90;1167;60;-251;-30;1.382;1.359;-0.023;400;338;19679;20000;4
26/09/23;26;24;0;345;1.725;3.35;59;150;2120;46;670;117;1694.8;-13;-33;-425;1510;92;1221;54;-289;-38;1.405;1.396;-0.009;402;331;19655;20000;4
27/09/23;27;21;0;366;1.83;3.4;61;156;2285;46;716;117.1;1812;-15;-39;-473;1604;94;1289;68;-315;-26;1.426;1.415;-0.011;404;331;19634;20000;4
28/09/23;28;25;0;391;1.955;3.61;64;162;2455;56;772;142.8;1954.8;-8;-19;-500;1698;95;1382;93;-316;-2;1.446;1.424;-0.022;405;340;19609;20000;4
29/09/23;29;35;0;426;2.13;3.74;66;168;2635;54;826;137.9;2092.7;-12;-30;-542;1794;96;1449;67;-345;-29;1.47;1.456;-0.014;406;336;19574;20000;4
30/09/23;30;25;0;451;2.255;3.87;68;173;2818;52;878;133;2225.7;-16;-40;-592;1891;97;1531;82;-360;-15;1.491;1.467;-0.024;407;340;19549;20000;4
01/10/23;31;10;0;461;2.305;4;70;178;3004;52;930;133.1;2358.8;-18;-45;-645;1989;98;1611;80;-378;-18;1.511;1.477;-0.034;408;344;19539;20000;4
02/10/23;32;16;0;477;2.385;4.13;71;183;3201;56;986;143.4;2502.2;-15;-40;-699;2087;99;1683;72;-404;-27;1.534;1.5;-0.034;408;342;19523;20000;4
03/10/23;33;5;0;482;2.41;4.26;73;188;3403;50;1036;128.1;2630.3;-23;-60;-773;2187;100;1748;65;-439;-35;1.556;1.518;-0.038;408;341;19518;20000;4
04/10/23;34;17;0;499;2.495;4.39;75;193;3601;52;1088;133.3;2763.6;-23;-60;-837;2289;101;1842;94;-447;-7;1.578;1.514;-0.064;407;349;19501;20000;4
05/10/23;35;27;0;526;2.63;4.52;77;198;3821;54;1142;138.6;2902.3;-23;-59;-919;2390;101;1901;59;-489;-42;1.6;1.542;-0,073;406;343;19474;20000;4
