TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOR;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE
05/08/23;25;21;0;240;1.36;3.22;50;144;1958;43;612;123.1;1742.1;-7;-21;-216;1418;90;1254;94;-164;4;1.382;1.389;0.007;400;356;17460;17700;3
06/08/23;26;6;0;246;1.39;3.35;52;150;2120;49;661;140.4;1882.5;-3;-10;-237;1510;92;1357;103;-153;11;1.405;1.388;-0.017;402;371;17454;17700;3
07/08/23;27;4;0;250;1.41;3.4;54;156;2285;54;715;154.7;2037.2;0;-1;-248;1604;94;1435;78;-169;-16;1.426;1.42;-0.006;404;369;17450;17700;3
08/08/23;28;5;0;255;1.44;3.61;57;162;2455;55;770;157.6;2194.9;-2;-4;-260;1698;95;1563;128;-135;33;1.446;1.404;-0.042;405;392;17445;17700;3
09/08/23;29;3;0;258;1.46;3.74;59;168;2635;57;827;163.4;2358.3;-2;-5;-277;1794;96;1679;116;-115;20;1.47;1.404;-0.066;406;406;17442;17700;3
10/08/23;30;8;0;266;1.5;3.87;60;173;2818;60;887;172.1;2530.4;0;-1;-288;1891;97;1765;86;-126;-11;1.491;1.433;-0.058;407;404;17434;17700;3
11/08/23;31;5;0;271;1.53;4;62;178;3004;62;949;177.9;2708.2;0;0;-296;1989;98;1856;91;-133;-7;1.511;1.459;-0.052;408;404;17429;17700;3
12/08/23;32;9;0;280;1.58;4.13;64;183;3201;64;1013;183.7;2891.9;0;1;-309;2087;99;1955;99;-132;0;1.534;1.479;-0.055;408;407;17420;17700;3
13/08/23;33;14;0;294;1.66;4.26;65;188;3403;65;1078;186.7;3078.6;0;-1;-324;2187;100;2056;101;-131;1;1.556;1.498;-0.058;408;409;17406;17700;3
14/08/23;34;1;0;295;1.67;4.39;67;193;3601;67;1145;192.5;3271.1;0;-1;-330;2289;101;2155;99;-134;-2;1.578;1.518;-0.06;407;411;17405;17700;3
15/08/23;35;0;0;295;1.67;4.52;69;198;3821;69;1214;198.2;3469.3;0;0;-352;2390;101;2402;247;12;146;1.6;1.444;-0.156;406;467;17405;17700;3
