feature,importance_gain
FEED_EFFICIENCY_lag_1,0.5708937
AGE,0.08681688
FCR_ACT_lag_14,0.065158755
DELTA_DG_rolling_mean_3,0.05055981
PAKAN_ACT_GR/EK_rolling_std_14,0.04203243
DELTA_DG_rolling_mean_14,0.030965747
DELTA_DG_rolling_mean_7,0.015889492
JML_DEPLESI_lag_14,0.014187788
STD_CUM_DEPLESI_%,0.011030086
DELTA_DG_rolling_min_14,0.010616943
DELTA_DG_lag_1,0.009776713
PAKAN_ACT_GR/EK_rolling_std_7,0.009682608
DG_ACT_rolling_min_14,0.006974955
PAKAN_DG_RATIO,0.0056905383
JML_DEPLESI,0.0034439522
DELTA_PAKAN_CUM_GR/EKOK,0.0026125906
DG_ACT_lag_2,0.0021460175
DELTA_DG_rolling_min_3,0.0019547432
MATI_trend_slope_3,0.00184323
tcn_feature_0,0.001810141
DG_ACT,0.0015794401
DG_ACT_lag_1,0.0015681026
DELTA_DG_rolling_min_7,0.0014178491
DELTA_ABW,0.0012457587
tcn_feature_60,0.001232875
DG_ACT_rolling_std_7,0.0012091639
DG_ACT_rolling_std_14,0.0011750243
DELTA_PAKAN_GR/EKOR_volatility_3,0.0011729037
tcn_feature_73,0.0010974363
tcn_feature_88,0.0010358569
tcn_feature_25,0.0010291119
tcn_feature_13,0.0009278683
tcn_feature_67,0.0009228391
DELTA_FCR,0.00087198534
JUMLAH_AYAM_AKHIR,0.0007663245
DELTA_PAKAN_GR/EKOR_lag_7,0.00075998367
PAKAN_ACT_GR/EK_volatility_3,0.00075639173
tcn_feature_103,0.00074871513
DELTA_DG_rolling_std_7,0.0007455549
DG_ACT_momentum_1,0.0007260398
tcn_feature_56,0.00068058405
DELTA_PAKAN_GR/EKOR_rolling_std_7,0.00067217555
DELTA_PAKAN_GR/EKOR_lag_1,0.00066731684
DELTA_DG_lag_14,0.000646887
tcn_feature_98,0.00063857425
MATI_rolling_mean_7,0.0006339829
DELTA_PAKAN_GR/EKOR_rolling_std_14,0.0006132358
tcn_feature_12,0.00060059916
MATI,0.00059935724
DELTA_PAKAN_GR/EKOR_rolling_std_3,0.00059371616
tcn_feature_33,0.00057055475
MATI_lag_3,0.00053140684
tcn_feature_19,0.0005289497
DELTA_DG,0.0005148238
tcn_feature_99,0.00051380176
tcn_feature_20,0.0005013061
tcn_feature_48,0.00048736713
tcn_feature_27,0.00048605652
DELTA_PAKAN_ZAK,0.00047362846
SUHU_MAX_rolling_std_7,0.00047163593
DG_ACT_rolling_std_3,0.0004455108
DELTA_PAKAN_GR/EKOR_lag_3,0.0004389324
tcn_feature_21,0.0004388105
MATI_lag_1,0.00043317015
tcn_feature_51,0.0004311694
MATI_rolling_std_7,0.0004168242
tcn_feature_85,0.00041371767
tcn_feature_49,0.00040935422
MATI_rolling_std_3,0.00040691314
tcn_feature_58,0.00040193315
tcn_feature_53,0.00039373184
tcn_feature_94,0.0003725471
tcn_feature_91,0.0003675635
DG_ACT_lag_3,0.00034610613
MATI_rolling_max_3,0.00034266865
tcn_feature_54,0.0003408852
JML_DEPLESI_volatility_3,0.0003383338
tcn_feature_15,0.00033172144
DELTA_PAKAN_GR/EKOR_lag_14,0.0003299985
MATI_rolling_std_14,0.00032052424
tcn_feature_4,0.00031748952
MATI_lag_2,0.00030653452
tcn_feature_108,0.00030136187
tcn_feature_55,0.00029330608
tcn_feature_68,0.00028624223
DELTA_DG_lag_2,0.00027512817
tcn_feature_109,0.00027502145
DELTA_PAKAN_GR/EKOR_lag_2,0.0002671523
tcn_feature_52,0.00026291105
MATI_acceleration,0.00025955334
tcn_feature_11,0.00025292483
DELTA_DG_lag_3,0.00024882684
tcn_feature_45,0.0002465437
tcn_feature_34,0.00024295389
tcn_feature_16,0.00024251587
tcn_feature_79,0.00024180075
MATI_momentum_1,0.00023270122
tcn_feature_69,0.00022938284
tcn_feature_10,0.00022502552
tcn_feature_80,0.00021827429
tcn_feature_71,0.00021693595
tcn_feature_42,0.0002119761
tcn_feature_47,0.00020845988
tcn_feature_14,0.0002074864
tcn_feature_83,0.00020591405
tcn_feature_82,0.00020516902
tcn_feature_63,0.00020212682
tcn_feature_50,0.00020125124
tcn_feature_97,0.00020003677
tcn_feature_110,0.00019511857
SUHU_MAX_rolling_std_14,0.0001951071
DG_ACT_acceleration,0.00018993001
tcn_feature_57,0.00018965392
tcn_feature_65,0.00018900851
tcn_feature_100,0.00017707355
DELTA_DG_rolling_max_3,0.00017452122
tcn_feature_29,0.00017149682
tcn_feature_9,0.00016608111
tcn_feature_22,0.00016572102
DELTA_PAKAN_GR/EKOR_acceleration,0.00015969749
tcn_feature_3,0.00015716664
tcn_feature_75,0.00015139875
MATI_volatility_3,0.0001478424
tcn_feature_66,0.00014323101
tcn_feature_28,0.00014099131
JML_DEPLESI_rolling_std_7,0.0001380644
PAKAN_ACT_GR/EK_rolling_std_3,0.0001358496
DG_ACT_volatility_3,0.00013357411
tcn_feature_59,0.00013314938
tcn_feature_37,0.00012816433
DELTA_DG_lag_7,0.00012712894
PAKAN_ACT_GR/EK_acceleration,0.00012674919
DELTA_PAKAN_GR/EKOR_rolling_mean_14,0.00012265565
tcn_feature_92,0.00012114807
MATI_rolling_min_14,0.00012110054
tcn_feature_62,0.00011770368
tcn_feature_76,0.000115026254
tcn_feature_6,0.00011357137
JML_DEPLESI_rolling_std_3,0.00011011484
tcn_feature_2,0.000109204084
tcn_feature_61,0.00010918498
DG_ACT_trend_slope_3,0.000109017776
tcn_feature_23,0.000107817665
tcn_feature_8,0.00010726553
tcn_feature_26,0.00010641188
DELTA_PAKAN_GR/EKOR_rolling_max_3,0.00010622362
MATI_rolling_mean_14,0.00010240487
tcn_feature_44,9.902906e-05
tcn_feature_104,9.8663164e-05
tcn_feature_5,9.823192e-05
tcn_feature_72,9.591953e-05
tcn_feature_93,9.357298e-05
tcn_feature_74,9.334649e-05
tcn_feature_30,9.242241e-05
PAKAN_ACT_GR/EK_trend_slope_3,9.049268e-05
tcn_feature_7,9.024229e-05
tcn_feature_41,8.9285255e-05
tcn_feature_101,8.4978514e-05
tcn_feature_24,8.357115e-05
