AGE;MATI;JML_DEPLESI;STD_CUM_DEPLESI_%;PAKAN_STD_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_CUM_GR/EKOR;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_std_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_mean_3;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_min_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_min_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_min_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_std_14;DELTA_DG_rolling_min_14;PAKAN_DG_RATIO;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_momentum_1;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;ABW_ACT_acceleration;ABW_ACT_volatility_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;FEED_EFFICIENCY_lag_1
-0.9411764705882353;1.1428571428571428;-0.8903225806451613;-0.9411764705882354;-0.5077433628318584;1.1666666666666667;0.45161290322580644;-0.9019607843137255;0.08108108108108109;1.0;-2.9673202614379086;0.428;2.3098591549295775;-2.609375;-2.9743589743589745;-1.8535606820461383;1;-2.403785488958991;-0.945480631276901;-0.3425345043914679;0.0;-0.8431372549019608;-0.78;-0.6730769230769231;-0.44;-0.07407407407407407;1.1428571428571428;1.0;1.0;0.6;0.4;-0.6666666666666666;-0.375;1.8333333333333333;1.8333333333333333;2.2;2.5;5.0;1.0;0.8888888888888888;0.7777777777777778;0.6363636363636364;0.375;-0.2877578176979373;-1.2968416973454757;-1.2106775197510176;-0.8571317255620057;-0.5014231499051234;-0.7608695652173914;-0.9444444444444444;-1.1204617389685345;-0.44680851063829785;-1.3529021998409752;-0.07692307692307693;1.2778333333333334;-0.6393500529848111;1.8333333333333333;0.625;1.2462035541195478;-1.054613935969868;4.0;0.2857142857142857;1.1351495726495726;-0.9562795878585353;3.25;0.0;0.4221178756476683;-0.58313930927435;-1.034402468129693;1.8333333333333333;2.2495941558441555;1.3333333333333333;3.3333333333333335;2.1392454297938546;1.2677871148459383;1.0;3.0;2.903364737550471;1.046173469387755;1.0714285714285714;2.0;1.2778333333333334;1.0909090909090908;0.5714285714285714;1.6616461603733559;-0.2569507541341086;1.1666666666666667;0.0;1.8777281746031744;-0.2159417089865312;1.5454545454545454;-0.3294460641399417;-2.3913043478260874;3.269230769230769;3.1824596774193554;-0.9444444444444444;-0.6;0.25;-0.3187338976812661;-0.5454545454545454;-0.2;-0.7272727272727273;0.3607824197053851;-1.6666666666666667;0.875;-1.8;1.4169429097605892;-0.1111111111111111;-0.5739869479435422;-3.3333333333333335;2.8333333333333335;3.1328968903436993;-0.4;6.233333333333333
-0.8823529411764706;1.0;-0.7935483870967742;-0.8823529411764707;-0.49557522123893805;0.03333333333333333;0.45161290322580644;-0.9607843137254902;0.13513513513513514;0.25;-2.222222222222222;0.593;1.4225352112676055;-2.609375;-2.9743589743589745;-1.868605817452357;1;-2.403785488958991;-0.945480631276901;-0.3425345043914679;0.0;-0.8431372549019608;-0.78;-0.6730769230769231;-0.44;-0.07407407407407407;1.1428571428571428;1.0;1.0;0.6;0.4;-0.6666666666666666;-0.375;1.8333333333333333;1.8333333333333333;2.2;2.5;5.0;1.0;0.8888888888888888;0.7777777777777778;0.6363636363636364;0.375;-0.2877578176979373;-1.2968416973454757;-1.2106775197510176;-0.886352125297074;-0.5014231499051234;-0.8260869565217391;-0.9444444444444444;-1.1204617389685345;-0.5106382978723404;-1.3529021998409752;-0.19230769230769232;1.1945;-0.6393500529848111;1.6666666666666667;0.625;1.1654281098546042;-1.054613935969868;3.6666666666666665;0.2857142857142857;1.0461182336182338;-0.9562795878585353;3.0;0.0;0.4221178756476683;-0.58313930927435;-1.034402468129693;1.0;2.2495941558441555;0.2222222222222222;3.3333333333333335;1.1668611435239207;1.2677871148459383;0.2857142857142857;3.0;1.5574697173620458;1.046173469387755;0.35714285714285715;2.0;0.7778333333333333;0.5454545454545454;0.5714285714285714;1.025243954179041;-0.2569507541341086;0.6666666666666666;0.0;1.1336805555555556;-0.2159417089865312;1.0;-0.6647230320699709;-2.3913043478260874;3.269230769230769;3.1824596774193554;-0.9444444444444444;-0.6;0.25;-0.3187338976812661;-0.5454545454545454;-0.2;-0.7272727272727273;0.3607824197053851;-1.6666666666666667;0.875;-1.8;1.4169429097605892;-0.1111111111111111;-0.5739869479435422;-3.3333333333333335;2.8333333333333335;3.1328968903436993;-0.4;6.233333333333333
-0.8235294117647058;-0.2857142857142857;-0.7548387096774194;-0.8235294117647061;-0.4811946902654867;0.8666666666666667;0.5268817204301075;-0.9215686274509803;0.13513513513513514;0.125;-1.69281045751634;0.794;1.971830985915493;-2.609375;-2.9743589743589745;-1.8746238716148445;1;-1.883280757097792;-0.945480631276901;-0.3425345043914679;0.0;-0.9019607843137255;-0.78;-0.6730769230769231;-0.44;-0.07407407407407407;1.0;1.0;1.0;0.6;0.4;-0.6666666666666666;-0.375;0.16666666666666666;1.8333333333333333;2.2;2.5;5.0;0.25;0.8888888888888888;0.7777777777777778;0.6363636363636364;0.375;0.13306719893546257;-1.0517341600465027;-1.1097278748703217;-0.8830989207932364;-0.5951929158760279;-0.8260869565217391;-0.9444444444444444;-1.2308694842673615;-0.5106382978723404;-1.431486880466472;-0.19230769230769232;0.6666666666666666;1.0565171317555635;0.16666666666666666;0.625;0.6537964458804524;0.7536723163841806;0.6666666666666666;0.2857142857142857;0.48219373219373224;0.3806739069896965;0.75;0.0;0.45612046632124353;-0.562766783081102;-1.0221782408754874;1.1111666666666666;1.4626623376623376;0.2222222222222222;3.3333333333333335;1.2965772073123298;0.7246498599439775;0.2857142857142857;3.0;1.7370121130551817;0.5515306122448979;0.35714285714285715;2.0;0.5556666666666666;0.45454545454545453;0.5714285714285714;0.7424692405600338;-0.3399963656187534;0.5833333333333334;0.0;0.8030753968253969;-0.3168469860896445;0.9090909090909091;0.5393586005830906;1.3043478260869565;3.269230769230769;3.1824596774193554;-0.9444444444444444;-0.1;0.25;-0.3187338976812661;-0.5454545454545454;-1.8;-0.7272727272727273;0.3607824197053851;-1.6666666666666667;-0.25;-1.8;1.4169429097605892;-0.1111111111111111;-0.5739869479435422;2.3333333333333335;2.8333333333333335;3.1328968903436993;-0.4;3.525
-0.7647058823529411;1.1428571428571428;-0.6516129032258065;-0.7647058823529412;-0.4646017699115044;1.0666666666666667;0.6236559139784946;-0.7450980392156863;0.32432432432432434;0.75;-1.3169934640522878;0.909;1.971830985915493;-2.609375;-2.9743589743589745;-1.8906720160481445;1;-1.249211356466877;-0.945480631276901;-0.3425345043914679;0.0;-0.8627450980392157;-0.84;-0.6730769230769231;-0.44;-0.07407407407407407;-0.2857142857142857;0.875;1.0;0.6;0.4;-0.6666666666666666;-0.375;1.3333333333333333;0.16666666666666666;2.2;2.5;5.0;0.125;0.2222222222222222;0.7777777777777778;0.6363636363636364;0.375;1.1689953426480375;-0.7173028482852161;-0.9719894661240125;-0.8311645303307749;0.08965844402277043;-0.8260869565217391;-0.7962962962962963;-0.6160863898715321;-0.5106382978723404;-0.9939040551285447;-0.19230769230769232;0.6666666666666666;1.0565171317555635;0.16666666666666666;0.625;0.8019386106623586;0.5080979284369114;0.6666666666666666;0.2857142857142857;0.645477207977208;0.1991088833194096;0.75;0.0;0.5459844559585492;-0.12737679472254548;-0.7609290412713196;1.0555;1.2978896103896105;0.2222222222222222;3.0;1.458576429404901;0.550140056022409;0.2857142857142857;3.0;1.9612382234185732;0.39260204081632655;0.35714285714285715;2.0;0.44449999999999995;0.45454545454545453;0.2857142857142857;0.8661434026304624;-0.4275849536616391;0.5833333333333334;0.0;0.9476686507936508;-0.4232722455288144;0.9090909090909091;-0.2507288629737605;0.2173913043478261;-0.9615384615384615;2.0789650537634414;1.277777777777778;0.6;0.375;-0.08943687891056315;0.5454545454545454;2.0;1.7272727272727273;1.2982371407872493;0.16666666666666666;1.0;2.0;1.101657458563536;0.6666666666666666;0.10062224920321752;0.6666666666666666;-0.8333333333333334;2.057937806873977;2.0;1.7458333333333331
-0.7058823529411765;0.2857142857142857;-0.5870967741935483;-0.7058823529411765;-0.4452433628318584;-0.06666666666666667;0.6129032258064516;-0.5490196078431373;0.6756756756756757;1.625;-1.0294117647058825;0.891;0.4788732394366197;-2.609375;-2.9743589743589745;-1.9007021063189569;1;-0.8864353312302838;-0.945480631276901;-0.3425345043914679;0.0;-0.6862745098039216;-0.8;-0.7307692307692307;-0.44;-0.07407407407407407;1.1428571428571428;-0.25;0.875;0.6;0.4;-0.6666666666666666;-0.375;1.6666666666666667;1.3333333333333333;0.2;2.5;5.0;0.75;0.1111111111111111;0.1111111111111111;0.6363636363636364;0.375;-0.5469061876247505;-0.8858748304592134;-1.0414172851328705;-0.6948026649004558;0.6660341555977229;-0.782608695652174;-0.6111111111111112;0.10035375162911961;-0.5106382978723404;-0.4839650145772593;-0.19230769230769232;0.38899999999999996;0.8887318968562348;0.16666666666666666;0.625;0.6969305331179321;0.3551789077212806;0.6666666666666666;0.2857142857142857;0.5297364672364672;0.08604845446950715;0.75;0.0;0.8282059585492229;0.1792782305005823;-0.5769253157925373;1.0;1.5275974025974026;0.1111111111111111;3.0;1.1668611435239207;0.7291316526610643;0.21428571428571427;3.0;1.5574697173620458;0.555612244897959;0.2857142857142857;2.0;1.0556666666666665;0.45454545454545453;1.2857142857142858;1.2373780229104794;-0.14701072142467747;0.5833333333333334;0.625;1.3816964285714286;-0.0823581364539634;0.9090909090909091;-1.6355685131195334;-2.3913043478260874;-2.3076923076923075;2.0789650537634414;-1.8703703703703705;0.7;0.0;-0.243006993006993;1.2727272727272727;-1.2;-1.4545454545454546;1.461241246075827;0.6666666666666666;0.25;-1.2;0.9267034990791898;0.7777777777777778;0.653816967673395;-3.3333333333333335;-2.0;2.057937806873977;-1.4;1.083333333333334
-0.6470588235294118;0.2857142857142857;-0.5225806451612903;-0.6470588235294118;-0.42367256637168144;0.09999999999999999;0.6021505376344086;-0.7843137254901961;0.5945945945945946;-0.375;-0.8169934640522878;0.963;0.5774647887323944;-2.609375;-2.9743589743589745;-1.9107321965897692;1;-0.9432176656151419;-0.945480631276901;-0.3425345043914679;0.0;-0.49019607843137253;-0.62;-0.6923076923076923;-0.44;-0.07407407407407407;0.2857142857142857;1.0;-0.25;0.6;0.4;-0.6666666666666666;-0.375;0.0;1.6666666666666667;1.6;2.5;5.0;1.625;0.6666666666666666;0.0;0.6363636363636364;0.375;-0.5469061876247505;-0.8473164115481497;-1.0255366690607295;-0.6493357229126894;0.17979127134724865;-0.6304347826086957;-0.6111111111111112;-0.06516477378514236;-0.5106382978723404;-0.6017757752451629;-0.19230769230769232;0.6111666666666666;0.33451077357824094;0.8333333333333334;0.625;0.6269789983844911;0.23050847457627102;0.6666666666666666;0.2857142857142857;0.45263532763532766;-0.006126427179058825;0.75;0.0;0.3238341968911917;0.4555684904928213;-0.4111415099831188;0.6666666666666666;1.5275974025974026;0.1111111111111111;3.0;1.0371450797355115;0.6554621848739495;0.21428571428571427;3.0;1.3779273216689099;0.4885204081632652;0.2857142857142857;2.0;0.8333333333333334;0.09090909090909091;1.2857142857142858;0.919176919813322;0.004724695620570561;0.25;0.625;1.009672619047619;0.10200927357032452;0.5454545454545454;0.020408163265306464;0.2173913043478261;2.3076923076923075;1.4711021505376347;-1.8703703703703705;-1.5;-1.4375;0.4989878542510121;-0.6363636363636364;0.0;0.5454545454545454;0.9466312484907027;-1.0;0.25;0.0;0.3488029465930018;-1.7777777777777777;0.24449840643496745;0.6666666666666666;2.0;1.4657937806873975;-1.4;1.1750000000000007
-0.5882352941176471;-0.14285714285714285;-0.4774193548387097;-0.6787330316742082;-0.40154867256637167;0.16666666666666666;0.6559139784946236;-0.8431372549019608;0.43243243243243246;-1.0;-0.6535947712418305;1.052;1.1267605633802815;-0.5;-0.36752136752136755;-1.917753259779338;1;-0.7160883280757099;-0.945480631276901;-0.3425345043914679;0.0;-0.7254901960784313;-0.42;-0.5192307692307693;-0.44;-0.07407407407407407;0.2857142857142857;0.25;1.0;0.6;0.4;-0.6666666666666666;-0.375;0.3333333333333333;0.0;2.0;2.5;5.0;-0.375;1.4444444444444444;0.5555555555555556;0.6363636363636364;0.375;0.13306719893546257;-0.6775818639798489;-0.9556300375069827;-0.6818093271515954;0.418247944339026;-0.6956521739130435;-0.6111111111111112;-0.18637125302550725;-0.5106382978723404;-0.6880466472303206;-0.19230769230769232;0.11116666666666664;-0.2772871776757329;0.3333333333333333;-0.125;0.5077544426494347;0.2749529190207156;0.6666666666666666;0.2857142857142857;0.32122507122507127;0.02673350041771097;0.75;0.0;0.08808290155440422;0.6601668606907256;-0.2883753419873101;0.22216666666666665;-0.15137987012987014;0.1111111111111111;0.3333333333333333;0.9445740956826139;0.5851540616246499;0.21428571428571427;3.0;1.249798115746972;0.4244897959183674;0.2857142857142857;2.0;0.05566666666666667;-0.36363636363636365;1.2857142857142858;0.5403054730589733;0.24713792476830826;-0.16666666666666666;0.625;0.5667162698412699;0.3965555310223008;0.09090909090909091;1.090379008746356;0.0;-0.1923076923076923;1.380376344086022;0.16666666666666674;-0.6;0.5;0.37357379462642626;-1.8181818181818181;-0.6;-0.2727272727272727;-0.2808500362231346;-0.5;-0.125;-0.6;-0.28913443830570895;-0.5555555555555556;0.447564122021551;0.0;-0.3333333333333333;1.3024549918166939;0.6;0.8250000000000003
-0.5294117647058824;0.0;-0.4258064516129032;-0.5294117647058825;-0.37389380530973454;-0.06666666666666667;0.5913978494623656;-0.6862745098039216;0.2702702702702703;-0.5;-0.5261437908496732;1.09;1.112676056338028;-0.515625;-0.452991452991453;-1.9257773319959879;1;-0.4353312302839114;-0.945480631276901;-0.3425345043914679;0.0;-0.7843137254901961;-0.66;-0.3269230769230769;-0.44;-0.07407407407407407;-0.14285714285714285;0.25;0.25;0.6;0.4;-0.6666666666666666;-0.375;0.3333333333333333;0.3333333333333333;0.0;2.5;5.0;-1.0;-0.3333333333333333;1.3333333333333333;0.6363636363636364;0.375;-0.7388556220891551;-0.6192598333656268;-0.9315298060809194;-0.7272567888728717;-0.19781783681214413;-0.6956521739130435;-0.7407407407407407;-0.17277974306460603;-0.5106382978723404;-0.7056718791412668;-0.19230769230769232;0.0;-0.3493465206640763;0.3333333333333333;-0.125;0.32310177705977383;0.13333333333333336;0.6666666666666666;0.2857142857142857;0.24483618233618235;-0.009746588693957156;0.75;0.0;-0.07998704663212432;0.47506790842064434;-0.17154665580068681;0.22216666666666665;-0.15137987012987014;0.1111111111111111;0.3333333333333333;0.6390509529366006;0.4159663865546219;0.21428571428571427;2.6666666666666665;1.0864064602960968;0.4211734693877552;0.2857142857142857;2.0;-0.8888333333333334;-0.36363636363636365;-1.0;0.17670767925328806;0.239687443212793;-0.16666666666666666;0.625;0.3586309523809524;0.3744756016780746;0.09090909090909091;-0.15451895043731761;-1.0869565217391306;-0.9615384615384615;0.22345430107526887;-0.9444444444444444;0.5;0.625;0.277603974972396;0.0;0.2;0.36363636363636365;-0.5025356194156002;-0.3333333333333333;0.0;0.2;-0.36427255985267026;0.5555555555555556;-0.15677644559113665;-0.6666666666666666;-0.3333333333333333;-0.1472995090016367;-0.2;0.46249999999999997
-0.47058823529411764;0.2857142857142857;-0.36129032258064514;-0.47058823529411775;-0.34513274336283184;-0.03333333333333333;0.6021505376344086;-0.43137254901960786;0.40540540540540543;0.625;-0.42483660130718987;1.098;0.7887323943661971;-0.46875;-0.358974358974359;-1.9358074222668005;1;-0.315457413249211;-0.7087517934002868;-0.3425345043914679;0.0;-0.6274509803921569;-0.72;-0.5576923076923077;-0.5;-0.07407407407407407;0.0;-0.125;0.25;0.5;0.4;-0.553030303030303;-0.375;0.0;0.3333333333333333;0.4;0.0;5.0;-0.5;-0.8888888888888888;-0.4444444444444444;0.09090909090909091;0.375;0.02927478376580176;-0.7546987018019763;-0.8030484398691246;-0.6103751899325982;0.8391840607210627;-0.6956521739130435;-0.5;0.09849190094954383;-0.46808510638297873;-0.4340047707394646;-0.19230769230769232;0.0;-0.3493465206640763;0.3333333333333333;-0.125;0.2075928917609047;-0.0934086629001884;0.6666666666666666;0.2857142857142857;0.22507122507122496;-0.07964355332776386;0.75;0.0;0.1648316062176167;0.42413659293752426;-0.036439839338727374;0.16666666666666666;-0.2142857142857143;0.1111111111111111;0.3333333333333333;0.6390509529366006;0.4159663865546219;0.21428571428571427;2.6666666666666665;0.9892328398384926;0.37933673469387746;0.2857142857142857;2.0;-0.4443333333333334;-0.36363636363636365;0.14285714285714285;0.26771319473907507;0.2691259313101944;-0.16666666666666666;0.625;0.4446924603174603;0.29410465886509163;0.09090909090909091;-0.6822157434402333;0.8695652173913044;1.7307692307692306;0.6582661290322583;-0.20370370370370366;1.0;0.25;0.10903570114096434;1.4545454545454546;0.4;0.09090909090909091;-0.36633663366336644;0.5;0.25;0.4;-0.36427255985267026;1.1111111111111112;0.820003035361967;0.3333333333333333;0.5;-0.30180032733224227;0.0;0.32083333333333364
-0.4117647058823529;-0.2857142857142857;-0.3225806451612903;-0.41176470588235303;-0.31194690265486724;-0.06666666666666667;0.5591397849462365;-0.6666666666666666;0.10810810810810811;-1.375;-0.32679738562091526;1.152;1.1267605633802815;-0.4140625;-0.47863247863247865;-1.941825476429288;1;-0.29022082018927403;-0.42037302725968423;-0.3425345043914679;0.0;-0.37254901960784315;-0.56;-0.6153846153846154;-0.46;-0.07407407407407407;0.2857142857142857;0.0;-0.125;-0.4;0.4;-0.5075757575757576;-0.375;0.16666666666666666;0.0;0.4;1.75;5.0;0.625;-0.4444444444444444;-1.0;0.0;0.375;0.3782435129740521;-0.5448556481302073;-0.7009815657170219;-0.5519343904624615;0.30708412397216955;-0.5217391304347826;-0.5;-0.16961459690932779;-0.3829787234042553;-0.48582030214683275;-0.19230769230769232;-0.05550000000000003;-0.18262098198516422;0.16666666666666666;-0.125;0.2075928917609047;-0.0934086629001884;0.6666666666666666;0.2857142857142857;0.13799857549857558;-0.053188526872737354;0.75;0.0;0.013439119170984486;0.1726814124951495;0.07410210140287558;0.11116666666666668;-0.38595779220779225;0.1111111111111111;0.0;0.4445740956826138;0.26694677871148464;0.21428571428571427;2.6666666666666665;0.9114401076716017;0.3392857142857142;0.2857142857142857;2.0;-0.6110000000000001;-0.6363636363636364;0.14285714285714285;-0.09609673313534152;0.5271669998182809;-0.4166666666666667;0.625;0.11681547619047619;0.49436961801722235;-0.18181818181818182;0.7609329446064144;-0.4347826086956522;-1.1538461538461537;0.6831317204301077;0.35185185185185197;-1.5;-1.625;0.5731505336768494;-0.36363636363636365;-0.8;-0.5454545454545454;-0.22893021009418024;-0.3333333333333333;-0.25;-0.8;-0.19042357274401467;-1.6666666666666667;0.3093033844285931;0.0;-0.16666666666666666;-0.30180032733224227;0.4;0.2958333333333336
