feature,importance_gain
DELTA_PAKAN_GR/EKOR_rolling_std_3,0.0002948843
tcn_feature_14,0.00028338245
tcn_feature_24,0.0002746313
DG_ACT_trend_slope_3,0.0002628481
DG_ACT_momentum_1,0.0002628434
DG_ACT_lag_2,0.00026161454
DG_ACT_rolling_max_3,0.000256762
tcn_feature_11,0.00025617584
DELTA_PAKAN_GR/EKOR_lag_7,0.00024445148
MATI_rolling_mean_7,0.00023744574
DG_ACT,0.00023728306
MATI_lag_14,0.00023331979
tcn_feature_27,0.00023064324
MATI_rolling_min_14,0.00022819122
PAKAN_ACT_GR/EK_volatility_3,0.00022660047
tcn_feature_31,0.00022379425
tcn_feature_57,0.00021842557
tcn_feature_9,0.00021668825
SUHU_MAX_rolling_std_3,0.00021596251
DELTA_PAKAN_GR/EKOR_trend_slope_3,0.000213939
DELTA_PAKAN_GR/EKOR_lag_1,0.0002137795
DELTA_DG_lag_2,0.0002127761
tcn_feature_3,0.00021242222
DELTA_PAKAN_GR/EKOR_volatility_3,0.000205917
DG_ACT_lag_1,0.00020483662
DELTA_PAKAN_GR/EKOR_rolling_max_14,0.00020244588
DELTA_DG_rolling_max_3,0.00019608717
tcn_feature_55,0.00019384896
PAKAN_ACT_GR/EK_rolling_std_3,0.00018878213
tcn_feature_30,0.00018686694
DELTA_PAKAN_GR/EKOR_rolling_min_3,0.00018654721
DG_ACT_rolling_std_3,0.00018481791
JML_DEPLESI,0.00018185648
JML_DEPLESI_rolling_std_14,0.00017592288
DG_ACT_lag_14,0.00017519537
ABW_ACT_acceleration,0.00017306059
MATI_rolling_std_7,0.00016761175
DELTA_DG_lag_14,0.00016752715
tcn_feature_16,0.00016434559
DELTA_PAKAN_GR/EKOR_acceleration,0.00016399473
tcn_feature_26,0.00016083063
tcn_feature_33,0.00015729702
MATI_rolling_std_3,0.00015562806
DELTA_PAKAN_ZAK,0.00015111898
MATI_momentum_1,0.00015055313
tcn_feature_49,0.00014905492
DELTA_PAKAN_GR/EKOR_lag_3,0.00014629931
PAKAN_ACT_GR/EK_acceleration,0.00014565398
DELTA_PAKAN_GR/EKOR_rolling_std_7,0.00014274499
DELTA_ABW,0.00014252542
DG_ACT_acceleration,0.0001371495
tcn_feature_23,0.00013073167
tcn_feature_1,0.00012916184
MATI_rolling_max_3,0.00012623881
tcn_feature_62,0.00012508483
tcn_feature_18,0.0001246768
tcn_feature_37,0.00012443833
JML_DEPLESI_lag_14,0.00011582546
MATI_lag_3,0.000115787836
tcn_feature_36,0.00011272463
DG_ACT_lag_7,0.00011205621
DELTA_PAKAN_GR/EKOR_rolling_max_7,0.00010666607
ABW_ACT_volatility_3,0.00010553681
tcn_feature_17,0.00010472292
IP_ACT,0.00010099346
tcn_feature_32,0.000100858444
DG_ACT_rolling_mean_3,9.863883e-05
DELTA_PAKAN_GR/EKOR_rolling_std_14,9.540646e-05
PAKAN_ACT_GR/EK_momentum_1,9.5381394e-05
tcn_feature_10,9.434302e-05
tcn_feature_35,9.396992e-05
tcn_feature_59,9.386034e-05
JML_DEPLESI_rolling_std_7,9.3039314e-05
MATI_lag_1,9.067327e-05
MATI_lag_7,8.995917e-05
tcn_feature_2,8.9466375e-05
tcn_feature_4,8.7180095e-05
DELTA_DG_rolling_max_14,8.17275e-05
tcn_feature_56,8.021569e-05
DELTA_PAKAN_GR/EKOR_rolling_min_7,7.92741e-05
tcn_feature_46,7.718803e-05
tcn_feature_7,7.70351e-05
DELTA_PAKAN_GR/EKOR_momentum_1,7.64936e-05
tcn_feature_13,7.535668e-05
SUHU_MAX_rolling_std_7,7.226279e-05
DELTA_DG_lag_1,7.125913e-05
DELTA_DG_lag_7,7.009071e-05
DELTA_DG_rolling_std_14,6.9499045e-05
PAKAN_ACT_GR/EK_trend_slope_3,6.695256e-05
tcn_feature_25,6.650807e-05
DELTA_DG_rolling_std_7,6.324794e-05
tcn_feature_6,5.834459e-05
tcn_feature_29,5.809819e-05
SUHU_MAX_momentum_1,5.7893314e-05
MATI_trend_slope_3,5.3777825e-05
MATI_volatility_3,5.2572203e-05
tcn_feature_12,5.0298644e-05
DG_ACT_lag_3,4.7499216e-05
MATI_lag_2,4.6696998e-05
tcn_feature_41,4.6161174e-05
tcn_feature_47,4.5263187e-05
DELTA_PAKAN_GR/EKOR_rolling_mean_14,3.8073737e-05
MATI_acceleration,3.778502e-05
MATI,3.352951e-05
tcn_feature_63,3.0262652e-05
tcn_feature_0,3.0074618e-05
tcn_feature_5,2.950796e-05
MATI_rolling_max_7,2.8652727e-05
tcn_feature_34,2.79851e-05
JML_DEPLESI_volatility_3,2.7539563e-05
MATI_rolling_max_14,2.5611691e-05
DG_ACT_volatility_3,2.5139669e-05
MATI_rolling_mean_14,2.4713976e-05
tcn_feature_28,2.4191073e-05
DELTA_DG_rolling_max_7,2.4001878e-05
JML_DEPLESI_acceleration,2.2967773e-05
SUHU_MAX_acceleration,2.1860882e-05
MATI_rolling_min_7,2.0916124e-05
tcn_feature_42,2.0783875e-05
tcn_feature_39,1.9905003e-05
tcn_feature_19,1.6568692e-05
IP_STD,1.6296384e-05
tcn_feature_58,1.5501922e-05
SUHU_MAX_volatility_3,1.0204395e-05
PAKAN_STD_CUM_GR/EK,9.3309145e-06
tcn_feature_38,8.094144e-06
tcn_feature_8,7.96797e-06
DELTA_PAKAN_GR/EKOR_rolling_min_14,5.79147e-06
tcn_feature_40,4.1094822e-06
tcn_feature_22,3.3448136e-06
tcn_feature_48,2.7691376e-06
tcn_feature_51,2.5571674e-06
tcn_feature_50,2.5141132e-06
JML_DEPLESI_momentum_1,2.3507316e-06
tcn_feature_20,2.0006994e-06
tcn_feature_60,0.0
SUHU_MAX_rolling_max_14,0.0
tcn_feature_61,0.0
SUHU_MAX_lag_14,0.0
SUHU_MAX_rolling_max_7,0.0
SUHU_MAX_lag_1,0.0
SUHU_MAX_lag_2,0.0
SUHU_MIN,0.0
SUHU_MAX_lag_7,0.0
tcn_feature_44,0.0
tcn_feature_43,0.0
SUHU_MAX_lag_3,0.0
