TANGGAL;AGE;MATI;AFKIR;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOR;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_2;FCR_ACT_lag_3;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_1;PAKAN_ACT_GR/EK_lag_2;PAKAN_ACT_GR/EK_lag_3;PAKAN_ACT_GR/EK_lag_7;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_1;JML_DEPLESI_lag_2;JML_DEPLESI_lag_3;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;ABW_ACT_lag_1;ABW_ACT_lag_2;ABW_ACT_lag_3;ABW_ACT_lag_7;ABW_ACT_lag_14;DELTA_FCR_lag_1;DELTA_FCR_lag_2;DELTA_FCR_lag_3;DELTA_FCR_lag_7;DELTA_FCR_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_mean_3;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_min_3;PAKAN_ACT_GR/EK_rolling_max_3;PAKAN_ACT_GR/EK_rolling_mean_7;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_min_7;PAKAN_ACT_GR/EK_rolling_max_7;PAKAN_ACT_GR/EK_rolling_mean_14;PAKAN_ACT_GR/EK_rolling_std_14;PAKAN_ACT_GR/EK_rolling_min_14;PAKAN_ACT_GR/EK_rolling_max_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_mean_7;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_max_7;DG_ACT_rolling_mean_14;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;DG_ACT_rolling_max_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_mean_3;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_min_3;JML_DEPLESI_rolling_max_3;JML_DEPLESI_rolling_mean_7;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_min_7;JML_DEPLESI_rolling_max_7;JML_DEPLESI_rolling_mean_14;JML_DEPLESI_rolling_std_14;JML_DEPLESI_rolling_min_14;JML_DEPLESI_rolling_max_14;ABW_ACT_rolling_mean_3;ABW_ACT_rolling_std_3;ABW_ACT_rolling_min_3;ABW_ACT_rolling_max_3;ABW_ACT_rolling_mean_7;ABW_ACT_rolling_std_7;ABW_ACT_rolling_min_7;ABW_ACT_rolling_max_7;ABW_ACT_rolling_mean_14;ABW_ACT_rolling_std_14;ABW_ACT_rolling_min_14;ABW_ACT_rolling_max_14;DELTA_FCR_rolling_mean_3;DELTA_FCR_rolling_std_3;DELTA_FCR_rolling_min_3;DELTA_FCR_rolling_max_3;DELTA_FCR_rolling_mean_7;DELTA_FCR_rolling_std_7;DELTA_FCR_rolling_min_7;DELTA_FCR_rolling_max_7;DELTA_FCR_rolling_mean_14;DELTA_FCR_rolling_std_14;DELTA_FCR_rolling_min_14;DELTA_FCR_rolling_max_14;DELTA_PAKAN_GR/EKOR_rolling_mean_3;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_min_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_min_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_min_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_std_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_std_14;DELTA_DG_rolling_min_14;DELTA_DG_rolling_max_14;PAKAN_DG_RATIO;AGE_SQUARED;AGE_CUBED;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_momentum_1;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;JML_DEPLESI_trend_slope_3;ABW_ACT_momentum_1;ABW_ACT_acceleration;ABW_ACT_volatility_3;ABW_ACT_trend_slope_3;DELTA_FCR_momentum_1;DELTA_FCR_acceleration;DELTA_FCR_volatility_3;DELTA_FCR_trend_slope_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;DELTA_DG_momentum_1;DELTA_DG_acceleration;DELTA_DG_volatility_3;DELTA_DG_trend_slope_3;GROWTH_CONSISTENCY_INDEX;FEED_EFFICIENCY_lag_1;GROWTH_STAGE
31/05/23;13;6;0;126;0.7;1.68;26.3;73;584;26;212;72.0;589.0;-0.3;-1;5;492;56;500.0;54;8;-2;1.186;1.178;-0.008;305;322;17874;18000;1;1.158;1.138;1.152;0.963;0.428;67.0;58.0;56.0;39.0;28.0;51.0;56.0;34.0;28.0;22.0;9.0;7.0;6.0;10.0;16.0;120.0;111.0;104.0;73.0;16.0;446.0;396.0;340.0;202.0;65.0;-0.011;-0.011;0.023;-0.016;0.107;-1.0;-5.0;0.0;1.0;10.0;-4.0;7.0;-11.0;-3.0;8.0;65.667;7.095;58.0;72.0;56.286;10.626;44.0;72.0;45.231;15.128;22.0;72.0;53.667;2.517;51.0;56.0;42.714;12.024;25.0;56.0;35.308;12.919;19.0;56.0;7.333;1.528;6.0;9.0;7.571;1.512;6.0;10.0;9.692;3.728;6.0;16.0;119.0;7.55;111.0;126.0;103.857;16.618;80.0;126.0;76.923;35.274;16.0;126.0;447.333;52.013;396.0;500.0;353.571;99.17;227.0;500.0;249.308;140.846;65.0;500.0;-0.01;0.002;-0.011;-0.008;0.005;0.017;-0.011;0.023;0.024;0.043;-0.023;0.107;-2.333;2.309;-5.0;-1.0;-1.0;1.915;-5.0;1.0;1.462;4.409;-5.0;10.0;0.333;5.859;-4.0;7.0;-2.429;6.503;-11.0;7.0;0.769;6.894;-11.0;13.0;1.333;169;2197;5.0;-4.0;3.512;7.0;3.0;8.0;13.868;-1.0;-3.0;-5.0;2.646;-0.5;6.0;-3.0;1.528;7.5;54.0;4.0;3.055;52.0;0.003;0.003;0.021;0.002;0.0;-4.0;4.509;2.0;2.0;13.0;14.526;-4.5;0.281;0.864;2.0
01/06/23;14;5;0;131;0.73;1.79;28.1;78;668;28;240;78.0;667.0;-0.1;0;-1;553;61;569.0;69;16;8;1.208;1.172;-0.036;313;342;17869;18000;1;1.178;1.158;1.138;1.052;0.428;72.0;67.0;58.0;44.0;28.0;54.0;51.0;56.0;25.0;22.0;6.0;9.0;7.0;7.0;16.0;126.0;120.0;111.0;80.0;16.0;500.0;446.0;396.0;227.0;65.0;-0.008;-0.011;-0.011;0.023;0.107;-1.0;-1.0;-5.0;1.0;10.0;-2.0;-4.0;7.0;-8.0;8.0;72.333;5.508;67.0;78.0;61.143;11.782;44.0;78.0;47.571;16.969;22.0;78.0;58.0;9.644;51.0;69.0;49.0;12.702;33.0;69.0;37.714;15.334;19.0;69.0;6.667;2.082;5.0;9.0;7.286;1.799;5.0;10.0;9.357;3.795;5.0;16.0;125.667;5.508;120.0;131.0;111.143;15.561;88.0;131.0;80.786;36.843;16.0;131.0;505.0;61.652;446.0;569.0;402.429;110.066;260.0;569.0;272.143;160.037;65.0;569.0;-0.018;0.015;-0.036;-0.008;-0.003;0.021;-0.036;0.023;0.02;0.044;-0.036;0.107;-0.667;0.577;-1.0;0.0;-1.143;1.773;-5.0;0.0;1.357;4.254;-5.0;10.0;0.667;6.429;-4.0;8.0;-0.143;7.01;-11.0;8.0;1.286;6.9;-11.0;13.0;1.13;196;2744;6.0;1.0;2.082;5.5;15.0;12.0;10.066;9.0;-1.0;2.0;2.517;-2.0;5.0;-1.0;2.082;5.5;69.0;15.0;10.017;61.5;-0.028;-0.031;0.017;-0.012;1.0;1.0;2.082;0.5;10.0;8.0;10.599;6.0;0.259;0.849;2.0
02/06/23;15;4;0;135;0.75;1.92;30.2;84;752;31;271;86.0;753.0;0.8;2;1;618;65;632.0;63;14;-2;1.219;1.191;-0.028;320;348;17865;18000;1;1.172;1.178;1.158;1.09;0.428;78.0;72.0;67.0;44.0;28.0;69.0;54.0;51.0;33.0;22.0;5.0;6.0;9.0;8.0;16.0;131.0;126.0;120.0;88.0;16.0;569.0;500.0;446.0;260.0;65.0;-0.036;-0.008;-0.011;0.022;0.107;0.0;-1.0;-1.0;-1.0;10.0;8.0;-2.0;-4.0;-4.0;8.0;78.667;7.024;72.0;86.0;67.143;12.28;53.0;86.0;51.714;18.804;22.0;86.0;62.0;7.55;54.0;69.0;53.286;11.398;34.0;69.0;40.643;16.003;19.0;69.0;5.0;1.0;4.0;6.0;6.714;2.138;4.0;10.0;8.5;3.525;4.0;16.0;130.667;4.509;126.0;135.0;117.857;13.969;98.0;135.0;89.286;34.392;31.0;135.0;567.0;66.023;500.0;632.0;455.571;119.259;306.0;632.0;312.643;174.66;84.0;632.0;-0.024;0.014;-0.036;-0.008;-0.01;0.019;-0.036;0.023;0.01;0.038;-0.036;0.083;0.333;1.528;-1.0;2.0;-0.714;2.138;-5.0;2.0;0.786;3.468;-5.0;9.0;1.333;5.774;-2.0;8.0;0.143;6.866;-11.0;8.0;0.571;6.665;-11.0;13.0;1.365;225;3375;8.0;2.0;1.528;7.0;-6.0;-21.0;10.536;4.5;-1.0;0.0;1.155;-1.0;4.0;-1.0;1.0;4.5;63.0;-6.0;7.55;66.0;0.008;0.036;0.02;-0.01;2.0;1.0;1.0;1.5;-10.0;-20.0;10.066;0.0;0.214;0.853;3.0
03/06/23;16;7;0;142;0.79;2.06;32.4;90;841;32;303;89.0;842.0;-0.4;-1;1;685;68;702.0;70;17;2;1.229;1.199;-0.03;327;360;17858;18000;1;1.191;1.172;1.178;1.098;0.593;86.0;78.0;72.0;53.0;22.0;63.0;69.0;54.0;46.0;19.0;4.0;5.0;6.0;10.0;15.0;135.0;131.0;126.0;98.0;31.0;632.0;569.0;500.0;306.0;84.0;-0.028;-0.036;-0.008;-0.001;0.044;2.0;0.0;-1.0;0.0;0.0;-2.0;8.0;-2.0;5.0;2.0;84.333;5.686;78.0;89.0;72.286;12.893;56.0;89.0;56.5;19.182;33.0;89.0;67.333;3.786;63.0;70.0;56.714;12.406;34.0;70.0;44.286;16.494;21.0;70.0;5.333;1.528;4.0;7.0;6.286;1.604;4.0;9.0;7.929;2.999;4.0;16.0;136.0;5.568;131.0;142.0;124.143;13.434;104.0;142.0;97.214;32.674;37.0;142.0;634.333;66.531;569.0;702.0;512.143;129.929;340.0;702.0;356.786;189.862;105.0;702.0;-0.031;0.004;-0.036;-0.028;-0.014;0.02;-0.036;0.023;0.005;0.038;-0.036;0.083;0.333;1.528;-1.0;2.0;-0.857;2.116;-5.0;2.0;0.714;3.496;-5.0;9.0;2.667;5.033;-2.0;8.0;-0.286;6.601;-11.0;8.0;0.571;6.665;-11.0;13.0;1.271;256;4096;3.0;-5.0;2.517;5.5;7.0;13.0;10.599;0.5;3.0;4.0;2.309;1.0;7.0;3.0;1.528;5.5;70.0;7.0;3.786;66.5;-0.002;-0.01;0.019;0.003;-3.0;-5.0;2.646;-0.5;4.0;14.0;10.263;-3.0;0.219;0.84;3.0
04/06/23;17;7;0;149;0.83;2.18;34.6;96;936;36;339;100.0;942.0;1.4;4;6;756;71;773.0;71;17;0;1.239;1.218;-0.021;334;367;17851;18000;1;1.199;1.191;1.172;1.152;0.794;89.0;86.0;78.0;56.0;33.0;70.0;63.0;69.0;34.0;21.0;7.0;4.0;5.0;6.0;6.0;142.0;135.0;131.0;104.0;37.0;702.0;632.0;569.0;340.0;105.0;-0.03;-0.028;-0.036;0.023;0.083;-1.0;2.0;0.0;0.0;7.0;2.0;-2.0;8.0;-11.0;1.0;91.667;7.371;86.0;100.0;78.571;14.281;58.0;100.0;61.286;21.128;33.0;100.0;68.0;4.359;63.0;71.0;62.0;8.327;51.0;71.0;47.857;16.478;25.0;71.0;6.0;1.732;4.0;7.0;6.429;1.618;4.0;9.0;8.0;2.961;4.0;16.0;142.0;7.0;135.0;149.0;130.571;12.947;111.0;149.0;105.214;30.431;53.0;149.0;702.333;70.501;632.0;773.0;574.0;137.185;396.0;773.0;404.5;205.049;135.0;773.0;-0.026;0.005;-0.03;-0.021;-0.021;0.011;-0.036;-0.008;-0.002;0.031;-0.036;0.083;1.667;2.517;-1.0;4.0;-0.286;2.812;-5.0;4.0;0.5;3.156;-5.0;9.0;0.0;2.0;-2.0;2.0;1.286;4.645;-4.0;8.0;0.5;6.665;-11.0;13.0;1.408;289;4913;11.0;8.0;4.041;7.0;1.0;-6.0;6.506;4.0;0.0;-3.0;2.082;1.5;7.0;0.0;1.732;7.0;71.0;1.0;4.359;70.5;0.009;0.011;0.006;0.003;5.0;8.0;4.041;1.0;-2.0;-6.0;7.024;1.0;0.134;0.834;3.0
05/06/23;18;15;0;164;0.91;2.31;36.7;102;1036;36;375;100.0;1042.0;-0.7;-2;6;830;74;865.0;92;35;18;1.249;1.204;-0.045;343;392;17836;18000;1;1.218;1.199;1.191;1.138;0.909;100.0;89.0;86.0;58.0;39.0;71.0;70.0;63.0;56.0;30.0;7.0;7.0;4.0;7.0;16.0;149.0;142.0;135.0;111.0;53.0;773.0;702.0;632.0;396.0;135.0;-0.021;-0.03;-0.028;-0.011;0.083;4.0;-1.0;2.0;-5.0;9.0;0.0;2.0;-2.0;7.0;6.0;96.333;6.351;89.0;100.0;84.571;12.96;67.0;100.0;65.643;22.428;33.0;100.0;77.667;12.423;70.0;92.0;67.143;13.508;51.0;92.0;52.286;19.384;25.0;92.0;9.667;4.619;7.0;15.0;7.571;3.645;4.0;15.0;7.929;2.759;4.0;15.0;151.667;11.24;142.0;164.0;138.143;14.938;120.0;164.0;113.143;30.24;63.0;164.0;780.0;81.725;702.0;865.0;641.0;149.718;446.0;865.0;456.643;223.254;175.0;865.0;-0.032;0.012;-0.045;-0.021;-0.026;0.013;-0.045;-0.008;-0.012;0.022;-0.045;0.023;0.333;3.215;-2.0;4.0;0.143;2.116;-2.0;4.0;-0.286;2.054;-5.0;4.0;6.667;9.866;0.0;18.0;2.857;7.734;-4.0;18.0;1.357;8.054;-11.0;18.0;1.087;324;5832;0.0;-11.0;5.686;5.5;21.0;20.0;10.263;11.0;8.0;8.0;4.041;4.0;15.0;8.0;4.619;11.0;92.0;21.0;12.423;81.5;-0.024;-0.033;0.017;-0.007;-6.0;-11.0;5.686;-0.5;18.0;20.0;10.263;8.0;0.201;0.821;3.0
06/06/23;19;5;0;169;0.94;2.44;38.2;106;1142;39;414;108.0;1150.0;0.8;2;8;908;77;939.0;74;31;-3;1.259;1.225;-0.034;378;396;17831;18000;1;1.204;1.218;1.199;1.158;0.891;100.0;100.0;89.0;67.0;33.0;92.0;71.0;70.0;51.0;40.0;15.0;7.0;7.0;9.0;10.0;164.0;149.0;142.0;120.0;63.0;865.0;773.0;702.0;446.0;175.0;-0.045;-0.021;-0.03;-0.011;-0.023;-2.0;4.0;-1.0;-1.0;-1.0;18.0;0.0;2.0;-4.0;13.0;102.667;4.619;100.0;108.0;90.429;12.96;72.0;108.0;71.0;22.982;39.0;108.0;79.0;11.358;71.0;92.0;70.429;11.588;54.0;92.0;54.714;19.851;25.0;92.0;9.0;5.292;5.0;15.0;7.0;3.697;4.0;15.0;7.571;2.793;4.0;15.0;160.667;10.408;149.0;169.0;145.143;16.426;126.0;169.0;120.714;29.988;73.0;169.0;859.0;83.162;773.0;939.0;711.429;158.403;500.0;939.0;511.214;241.725;202.0;939.0;-0.033;0.012;-0.045;-0.021;-0.029;0.012;-0.045;-0.008;-0.012;0.022;-0.045;0.023;1.333;3.055;-2.0;4.0;0.571;2.149;-2.0;4.0;-0.071;2.129;-5.0;4.0;5.0;11.358;-3.0;18.0;3.0;7.594;-3.0;18.0;0.214;7.382;-11.0;18.0;1.459;361;6859;8.0;8.0;5.686;4.0;-18.0;-39.0;19.502;1.5;-10.0;-18.0;9.018;-1.0;5.0;-10.0;5.292;10.0;74.0;-18.0;11.358;83.0;0.011;0.035;0.02;-0.006;4.0;10.0;6.083;-1.0;-21.0;-39.0;19.502;-1.5;0.165;0.831;3.0
07/06/23;20;8;0;177;0.98;2.57;41.0;114;1256;41;455;114.0;1264.0;0.0;0;8;967;80;1025.0;86;58;6;1.272;1.233;-0.039;383;407;17823;18000;1;1.225;1.204;1.218;1.178;0.963;108.0;100.0;100.0;72.0;39.0;74.0;92.0;71.0;54.0;28.0;5.0;15.0;7.0;6.0;10.0;169.0;164.0;149.0;126.0;73.0;939.0;865.0;773.0;500.0;202.0;-0.034;-0.045;-0.021;-0.008;-0.016;2.0;-2.0;4.0;-1.0;1.0;-3.0;18.0;0.0;-2.0;-3.0;107.333;7.024;100.0;114.0;96.429;12.726;78.0;114.0;76.357;23.679;44.0;114.0;84.0;9.165;74.0;92.0;75.0;10.263;63.0;92.0;58.857;19.899;25.0;92.0;9.333;5.132;5.0;15.0;7.286;3.684;4.0;15.0;7.429;2.709;4.0;15.0;170.0;6.557;164.0;177.0;152.429;17.775;131.0;177.0;128.143;30.14;80.0;177.0;943.0;80.075;865.0;1025.0;786.429;165.731;569.0;1025.0;570.0;260.116;227.0;1025.0;-0.039;0.006;-0.045;-0.034;-0.033;0.008;-0.045;-0.021;-0.014;0.024;-0.045;0.023;0.0;2.0;-2.0;2.0;0.714;2.059;-2.0;4.0;-0.143;2.107;-5.0;4.0;7.0;10.536;-3.0;18.0;4.143;7.313;-3.0;18.0;0.857;7.472;-11.0;18.0;1.326;400;8000;6.0;-2.0;4.163;7.0;12.0;30.0;20.421;-3.0;3.0;13.0;9.292;-3.5;8.0;3.0;5.132;6.5;86.0;12.0;9.165;80.0;-0.005;-0.016;0.018;0.003;-2.0;-6.0;5.033;1.0;9.0;30.0;20.421;-6.0;0.137;0.816;3.0
08/06/23;21;5;0;182;1.01;2.7;43.2;120;1382;43;498;119.0;1383.0;-0.2;-1;1;1069;82;1106.0;81;37;-1;1.294;1.251;-0.043;387;413;17818;18000;1;1.233;1.225;1.204;1.172;1.052;114.0;108.0;100.0;78.0;44.0;86.0;74.0;92.0;69.0;25.0;8.0;5.0;15.0;5.0;7.0;177.0;169.0;164.0;131.0;80.0;1025.0;939.0;865.0;569.0;227.0;-0.039;-0.034;-0.045;-0.036;0.023;0.0;2.0;-2.0;0.0;1.0;6.0;-3.0;18.0;8.0;-8.0;113.667;5.508;108.0;119.0;102.286;12.257;86.0;119.0;81.714;24.272;44.0;119.0;80.333;6.028;74.0;86.0;76.714;10.095;63.0;92.0;62.857;18.119;33.0;92.0;6.0;1.732;5.0;8.0;7.286;3.684;4.0;15.0;7.286;2.785;4.0;15.0;176.0;6.557;169.0;182.0;159.714;17.979;135.0;182.0;135.429;29.935;88.0;182.0;1023.333;83.512;939.0;1106.0;863.143;172.46;632.0;1106.0;632.786;276.523;260.0;1106.0;-0.039;0.005;-0.043;-0.034;-0.034;0.009;-0.045;-0.021;-0.019;0.022;-0.045;0.023;0.333;1.528;-1.0;2.0;0.571;2.149;-2.0;4.0;-0.286;2.091;-5.0;4.0;0.667;4.726;-3.0;6.0;2.857;7.313;-3.0;18.0;1.357;7.056;-11.0;18.0;1.469;441;9261;5.0;-1.0;1.528;5.5;-5.0;-17.0;15.044;3.5;-3.0;-6.0;6.506;0.0;5.0;-3.0;1.732;6.5;81.0;-5.0;6.028;83.5;-0.004;0.001;0.009;-0.004;-1.0;1.0;3.215;-1.5;-7.0;-16.0;15.011;1.0;0.132;0.811;3.0
09/06/23;22;9;0;191;1.06;2.83;45.4;126;1517;46;544;128.0;1511.0;0.6;2;-6;1153;84;1222.0;116;69;32;1.137;1.237;0.1;391;440;17809;18000;1;1.251;1.233;1.225;1.191;1.09;119.0;114.0;108.0;86.0;44.0;81.0;86.0;74.0;63.0;33.0;5.0;8.0;5.0;4.0;8.0;182.0;177.0;169.0;135.0;88.0;1106.0;1025.0;939.0;632.0;260.0;-0.043;-0.039;-0.034;-0.028;0.022;-1.0;0.0;2.0;2.0;-1.0;-1.0;6.0;-3.0;-2.0;-4.0;120.333;7.095;114.0;128.0;108.286;13.2;89.0;128.0;87.714;24.612;53.0;128.0;94.333;18.93;81.0;116.0;84.286;16.153;70.0;116.0;68.786;20.955;34.0;116.0;7.333;2.082;5.0;9.0;8.0;3.416;5.0;15.0;7.357;2.818;4.0;15.0;183.333;7.095;177.0;191.0;167.714;17.604;142.0;191.0;142.786;30.039;98.0;191.0;1117.667;99.017;1025.0;1222.0;947.429;184.426;702.0;1222.0;701.5;295.628;306.0;1222.0;0.006;0.081;-0.043;0.1;-0.016;0.052;-0.045;0.1;-0.013;0.038;-0.045;0.1;0.333;1.528;-1.0;2.0;0.571;2.149;-2.0;4.0;-0.071;2.165;-5.0;4.0;12.333;17.388;-1.0;32.0;7.714;12.79;-3.0;32.0;3.929;10.615;-11.0;32.0;1.103;484;10648;9.0;4.0;2.082;7.0;35.0;40.0;20.075;15.0;4.0;7.0;3.786;0.5;9.0;4.0;2.082;7.0;116.0;35.0;18.93;98.5;0.143;0.147;0.085;0.069;3.0;4.0;2.646;1.0;33.0;40.0;20.133;13.0;0.192;0.799;4.0
10/06/23;23;12;0;203;1.13;2.96;47.5;132;1656;49;593;136.0;1647.0;1.5;4;-9;1239;86;1328.0;106;89;20;1.337;1.24;-0.097;394;455;17797;18000;1;1.237;1.251;1.233;1.199;1.098;128.0;119.0;114.0;89.0;53.0;116.0;81.0;86.0;70.0;46.0;9.0;5.0;8.0;7.0;10.0;191.0;182.0;177.0;142.0;98.0;1222.0;1106.0;1025.0;702.0;306.0;0.1;-0.043;-0.039;-0.03;-0.001;2.0;-1.0;0.0;-1.0;0.0;32.0;-1.0;6.0;2.0;5.0;127.667;8.505;119.0;136.0;115.0;13.699;100.0;136.0;93.643;25.584;56.0;136.0;101.0;18.028;81.0;116.0;89.429;16.572;71.0;116.0;73.071;22.044;34.0;116.0;8.667;3.512;5.0;12.0;8.714;3.684;5.0;15.0;7.5;3.006;4.0;15.0;192.0;10.536;182.0;203.0;176.429;17.85;149.0;203.0;150.286;31.087;104.0;203.0;1218.667;111.038;1106.0;1328.0;1036.857;196.933;773.0;1328.0;774.5;315.938;340.0;1328.0;-0.013;0.102;-0.097;0.1;-0.026;0.06;-0.097;0.1;-0.02;0.044;-0.097;0.1;1.667;2.517;-1.0;4.0;1.286;2.36;-2.0;4.0;0.214;2.424;-5.0;4.0;17.0;16.703;-1.0;32.0;10.286;13.25;-3.0;32.0;5.0;11.456;-11.0;32.0;1.283;529;12167;8.0;-1.0;2.082;8.5;-10.0;-45.0;24.664;12.5;3.0;-1.0;3.786;3.5;12.0;3.0;3.512;10.5;106.0;-10.0;18.028;111.0;-0.197;-0.34;0.171;-0.027;2.0;-1.0;2.082;2.5;-12.0;-45.0;24.664;10.5;0.185;0.808;4.0
11/06/23;24;8;0;211;1.17;3.09;49.7;138;1803;50;643;139.0;1786.0;0.3;1;-17;1327;88;1419.0;91;92;3;1.36;1.259;-0.101;397;459;17789;18000;1;1.24;1.237;1.251;1.218;1.152;136.0;128.0;119.0;100.0;56.0;106.0;116.0;81.0;71.0;34.0;12.0;9.0;5.0;7.0;6.0;203.0;191.0;182.0;149.0;104.0;1328.0;1222.0;1106.0;773.0;340.0;-0.097;0.1;-0.043;-0.021;0.023;4.0;2.0;-1.0;4.0;0.0;20.0;32.0;-1.0;0.0;-11.0;134.333;5.686;128.0;139.0;120.571;14.49;100.0;139.0;99.571;25.806;58.0;139.0;104.333;12.583;91.0;116.0;92.286;14.454;74.0;116.0;77.143;19.374;51.0;116.0;9.667;2.082;8.0;12.0;8.857;3.625;5.0;15.0;7.643;2.977;4.0;15.0;201.667;10.066;191.0;211.0;185.286;17.347;164.0;211.0;157.929;31.972;111.0;211.0;1323.0;98.595;1222.0;1419.0;1129.143;203.916;865.0;1419.0;851.571;332.942;396.0;1419.0;-0.033;0.115;-0.101;0.1;-0.037;0.067;-0.101;0.1;-0.029;0.047;-0.101;0.1;2.333;1.528;1.0;4.0;0.857;2.035;-2.0;4.0;0.286;2.431;-5.0;4.0;18.333;14.572;3.0;32.0;10.714;12.906;-3.0;32.0;6.0;10.525;-4.0;32.0;1.527;576;13824;3.0;-5.0;3.215;5.5;-15.0;-5.0;27.538;-12.5;-4.0;-7.0;4.359;-0.5;8.0;-4.0;2.082;10.0;91.0;-15.0;12.583;98.5;-0.004;0.193;0.171;-0.101;-3.0;-5.0;3.215;-0.5;-17.0;-5.0;27.538;-14.5;0.157;0.806;4.0
