AGE;MATI;JML_DEPLESI;STD_CUM_DEPLESI_%;PAKAN_STD_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_CUM_GR/EKOR;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_std_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_mean_3;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_min_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_min_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_min_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_std_14;DELTA_DG_rolling_min_14;PAKAN_DG_RATIO;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_momentum_1;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;ABW_ACT_acceleration;ABW_ACT_volatility_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;FEED_EFFICIENCY_lag_1
21;5;182;2.7;1382;-0.2;1.0;81;37;-1;1.294;1.251;-0.043;387;413;17818;1;1.233;1.172;1.052;44.0;86.0;74.0;92.0;69.0;25.0;8.0;5.0;15.0;5.0;7.0;131.0;80.0;0.0;2.0;-2.0;0.0;1.0;6.0;-3.0;18.0;8.0;-8.0;5.508;12.257;24.272;80.333;6.028;74.0;86.0;10.095;63.0;18.119;33.0;6.0;1.732;5.0;8.0;7.286;3.684;4.0;15.0;7.286;2.785;4.0;15.0;6.557;17.979;29.935;0.333;1.528;-1.0;2.0;0.571;2.149;-2.0;4.0;-0.286;2.091;-5.0;4.0;0.667;-3.0;6.0;2.857;7.313;-3.0;18.0;1.357;7.056;-11.0;1.469;5.0;-1.0;1.528;5.5;-5.0;-17.0;15.044;3.5;-3.0;-6.0;6.506;0.0;5.0;-3.0;1.732;-5.0;6.028;-1.0;1.0;3.215;-1.5;0.811
22;9;191;2.83;1517;0.6;-6.0;116;69;32;1.137;1.237;0.1;391;440;17809;1;1.251;1.191;1.09;44.0;81.0;86.0;74.0;63.0;33.0;5.0;8.0;5.0;4.0;8.0;135.0;88.0;-1.0;0.0;2.0;2.0;-1.0;-1.0;6.0;-3.0;-2.0;-4.0;7.095;13.2;24.612;94.333;18.93;81.0;116.0;16.153;70.0;20.955;34.0;7.333;2.082;5.0;9.0;8.0;3.416;5.0;15.0;7.357;2.818;4.0;15.0;7.095;17.604;30.039;0.333;1.528;-1.0;2.0;0.571;2.149;-2.0;4.0;-0.071;2.165;-5.0;4.0;12.333;-1.0;32.0;7.714;12.79;-3.0;32.0;3.929;10.615;-11.0;1.103;9.0;4.0;2.082;7.0;35.0;40.0;20.075;15.0;4.0;7.0;3.786;0.5;9.0;4.0;2.082;35.0;18.93;3.0;4.0;2.646;1.0;0.799
23;12;203;2.96;1656;1.5;-9.0;106;89;20;1.337;1.24;-0.097;394;455;17797;1;1.237;1.199;1.098;53.0;116.0;81.0;86.0;70.0;46.0;9.0;5.0;8.0;7.0;10.0;142.0;98.0;2.0;-1.0;0.0;-1.0;0.0;32.0;-1.0;6.0;2.0;5.0;8.505;13.699;25.584;101.0;18.028;81.0;116.0;16.572;71.0;22.044;34.0;8.667;3.512;5.0;12.0;8.714;3.684;5.0;15.0;7.5;3.006;4.0;15.0;10.536;17.85;31.087;1.667;2.517;-1.0;4.0;1.286;2.36;-2.0;4.0;0.214;2.424;-5.0;4.0;17.0;-1.0;32.0;10.286;13.25;-3.0;32.0;5.0;11.456;-11.0;1.283;8.0;-1.0;2.082;8.5;-10.0;-45.0;24.664;12.5;3.0;-1.0;3.786;3.5;12.0;3.0;3.512;-10.0;18.028;2.0;-1.0;2.082;2.5;0.808
24;8;211;3.09;1803;0.3;-17.0;91;92;3;1.36;1.259;-0.101;397;459;17789;1;1.24;1.218;1.152;56.0;106.0;116.0;81.0;71.0;34.0;12.0;9.0;5.0;7.0;6.0;149.0;104.0;4.0;2.0;-1.0;4.0;0.0;20.0;32.0;-1.0;0.0;-11.0;5.686;14.49;25.806;104.333;12.583;91.0;116.0;14.454;74.0;19.374;51.0;9.667;2.082;8.0;12.0;8.857;3.625;5.0;15.0;7.643;2.977;4.0;15.0;10.066;17.347;31.972;2.333;1.528;1.0;4.0;0.857;2.035;-2.0;4.0;0.286;2.431;-5.0;4.0;18.333;3.0;32.0;10.714;12.906;-3.0;32.0;6.0;10.525;-4.0;1.527;3.0;-5.0;3.215;5.5;-15.0;-5.0;27.538;-12.5;-4.0;-7.0;4.359;-0.5;8.0;-4.0;2.082;-15.0;12.583;-3.0;-5.0;3.215;-0.5;0.806
25;4;215;3.22;1958;0.2;-27.0;93;94;3;1.382;1.277;-0.105;400;462;17785;1;1.259;1.204;1.138;58.0;91.0;106.0;116.0;92.0;56.0;8.0;12.0;9.0;15.0;7.0;164.0;111.0;1.0;4.0;2.0;-2.0;-5.0;3.0;20.0;32.0;18.0;7.0;4.041;13.594;25.381;96.667;8.145;91.0;106.0;14.455;74.0;18.783;51.0;8.0;4.0;4.0;12.0;7.286;2.812;4.0;12.0;7.429;3.131;4.0;15.0;6.11;17.624;32.31;1.667;2.082;0.0;4.0;1.143;1.676;-1.0;4.0;0.643;1.906;-2.0;4.0;8.667;3.0;20.0;8.571;12.739;-3.0;32.0;5.714;10.55;-4.0;1.548;5.0;2.0;2.517;4.0;2.0;17.0;8.737;-6.5;-4.0;0.0;4.041;-4.0;4.0;-4.0;4.0;2.0;8.145;-1.0;2.0;2.517;-2.0;0.794
26;6;221;3.35;2120;0.0;-39.0;82;84;-10;1.405;1.305;-0.1;402;458;17779;1;1.277;1.225;1.158;67.0;93.0;91.0;106.0;74.0;51.0;4.0;8.0;12.0;5.0;9.0;169.0;120.0;0.0;1.0;4.0;2.0;-1.0;3.0;3.0;20.0;-3.0;-4.0;5.508;13.146;25.337;88.667;5.859;82.0;93.0;12.998;81.0;16.857;54.0;6.0;2.0;4.0;8.0;7.429;2.699;4.0;12.0;7.214;3.118;4.0;15.0;5.033;16.98;32.677;0.333;0.577;0.0;1.0;0.857;1.676;-1.0;4.0;0.714;1.858;-2.0;4.0;-1.333;-10.0;3.0;7.571;14.01;-10.0;32.0;5.286;11.083;-10.0;1.829;6.0;1.0;1.528;5.5;-11.0;-13.0;8.888;-4.5;2.0;6.0;3.464;-1.0;6.0;2.0;2.0;-11.0;5.859;0.0;1.0;1.528;-0.5;0.783
27;11;232;3.4;2285;-0.2;-49.0;125;115;31;1.426;1.301;-0.125;404;477;17768;1;1.305;1.233;1.178;72.0;82.0;93.0;91.0;86.0;54.0;6.0;4.0;8.0;8.0;6.0;177.0;126.0;0.0;0.0;1.0;0.0;-1.0;-10.0;3.0;3.0;6.0;-2.0;6.0;12.681;25.172;100.0;22.338;82.0;125.0;16.965;81.0;18.395;63.0;7.0;3.606;4.0;11.0;7.857;3.024;4.0;12.0;7.571;3.251;4.0;15.0;8.622;17.286;33.33;0.0;0.0;0.0;0.0;0.857;1.676;-1.0;4.0;0.786;1.805;-2.0;4.0;8.0;-10.0;31.0;11.143;16.507;-10.0;32.0;7.643;12.792;-10.0;1.248;6.0;0.0;0.577;6.0;43.0;54.0;28.184;16.0;5.0;3.0;4.583;3.5;11.0;5.0;3.606;43.0;22.338;0.0;0.0;0.577;-0.0;0.766
28;8;240;3.61;2455;-1.3;-61.0;59;80;-36;1.446;1.347;-0.099;405;459;17760;1;1.301;1.251;1.172;78.0;125.0;82.0;93.0;81.0;69.0;11.0;6.0;4.0;5.0;5.0;182.0;131.0;0.0;0.0;0.0;-1.0;0.0;31.0;-10.0;3.0;-1.0;8.0;4.163;10.952;24.553;88.667;33.501;59.0;125.0;22.136;59.0;19.322;59.0;8.333;2.517;6.0;11.0;8.286;2.752;4.0;12.0;7.786;3.167;4.0;15.0;9.539;16.718;33.697;-1.333;2.309;-4.0;0.0;0.429;2.44;-4.0;4.0;0.5;2.21;-4.0;4.0;-5.0;-36.0;31.0;6.143;24.272;-36.0;32.0;4.5;17.306;-36.0;2.678;2.0;-4.0;2.309;4.0;-66.0;-109.0;54.501;-11.5;-3.0;-8.0;4.041;1.0;8.0;-3.0;2.517;-66.0;33.501;-4.0;-4.0;2.309;-2.0;0.769
29;8;248;3.74;2635;-1.5;-77.0;58;42;-38;1.47;1.393;-0.077;406;442;17752;1;1.347;1.237;1.191;86.0;59.0;125.0;82.0;116.0;63.0;8.0;11.0;6.0;9.0;4.0;191.0;135.0;-4.0;0.0;0.0;2.0;2.0;-36.0;31.0;-10.0;32.0;-2.0;4.163;10.39;24.272;80.667;38.397;58.0;125.0;24.164;58.0;19.826;58.0;9.0;1.732;8.0;11.0;8.143;2.734;4.0;12.0;8.071;2.973;4.0;15.0;8.0;16.307;33.577;-2.667;2.309;-4.0;0.0;-0.429;2.82;-4.0;4.0;0.071;2.464;-4.0;4.0;-14.333;-38.0;31.0;-3.857;26.188;-38.0;31.0;1.929;20.69;-38.0;2.828;6.0;4.0;2.309;4.0;-1.0;65.0;54.836;-33.5;0.0;3.0;4.041;-1.5;8.0;0.0;1.732;-1.0;38.397;0.0;4.0;2.309;-2.0;0.742
30;10;258;3.87;2818;-1.3;-90.0;83;28;-14;1.491;1.421;-0.07;407;437;17742;1;1.393;1.24;1.199;89.0;58.0;59.0;125.0;106.0;70.0;8.0;8.0;11.0;12.0;7.0;203.0;142.0;-4.0;-4.0;0.0;4.0;-1.0;-38.0;-36.0;31.0;20.0;2.0;5.508;10.688;23.556;66.667;14.154;58.0;83.0;22.788;58.0;19.317;58.0;8.667;1.155;8.0;10.0;7.857;2.34;4.0;11.0;8.286;2.998;4.0;15.0;9.018;17.545;33.539;-4.0;0.0;-4.0;-4.0;-1.571;2.299;-4.0;1.0;-0.143;2.685;-4.0;4.0;-29.333;-38.0;-14.0;-8.714;24.095;-38.0;31.0;0.786;21.123;-38.0;2.036;5.0;-1.0;2.082;5.5;25.0;26.0;46.872;12.0;2.0;2.0;2.517;1.0;10.0;2.0;1.155;25.0;14.154;0.0;0.0;2.309;-0.0;0.718
31;8;266;4.0;3004;-1.1;-101.0;112;42;14;1.511;1.429;-0.082;408;445;17734;1;1.421;1.259;1.218;100.0;83.0;58.0;59.0;91.0;71.0;10.0;8.0;8.0;8.0;7.0;211.0;149.0;-4.0;-4.0;-4.0;1.0;4.0;-14.0;-38.0;-36.0;3.0;0.0;5.508;10.768;23.599;84.333;27.025;58.0;112.0;25.066;58.0;19.818;58.0;8.667;1.155;8.0;10.0;7.857;2.34;4.0;11.0;8.357;2.977;4.0;15.0;9.018;18.771;33.279;-3.667;0.577;-4.0;-3.0;-2.143;2.035;-4.0;0.0;-0.643;2.499;-4.0;4.0;-12.667;-38.0;14.0;-7.143;25.314;-38.0;31.0;1.786;21.412;-38.0;1.562;6.0;1.0;0.577;5.5;29.0;4.0;16.289;27.0;-2.0;-4.0;2.0;0.0;8.0;-2.0;1.155;29.0;27.025;1.0;1.0;0.577;0.5;0.704
32;8;274;4.13;3201;-1.9;-120.0;136;80;37;1.534;1.422;-0.112;408;453;17726;1;1.429;1.277;1.204;100.0;112.0;83.0;58.0;93.0;92.0;8.0;10.0;8.0;4.0;15.0;215.0;164.0;-3.0;-4.0;-4.0;0.0;-2.0;14.0;-14.0;-38.0;3.0;18.0;4.583;10.307;22.616;110.333;26.539;83.0;136.0;31.181;58.0;23.357;58.0;8.667;1.155;8.0;10.0;8.429;1.618;6.0;11.0;7.857;2.282;4.0;12.0;8.0;18.92;33.891;-4.0;1.0;-5.0;-3.0;-2.857;2.035;-5.0;0.0;-0.857;2.742;-5.0;4.0;12.333;-14.0;37.0;-2.286;30.346;-38.0;37.0;3.143;23.058;-38.0;1.309;3.0;-3.0;1.528;4.5;24.0;-5.0;2.646;26.5;0.0;2.0;2.0;-1.0;8.0;0.0;1.155;24.0;26.539;-2.0;-3.0;1.528;-0.5;0.7
33;5;279;4.26;3403;-2.7;-142.0;43;23;-57;1.556;1.476;-0.08;408;480;17721;1;1.422;1.305;1.225;108.0;136.0;112.0;83.0;82.0;74.0;8.0;8.0;10.0;6.0;5.0;221.0;169.0;-5.0;-3.0;-4.0;0.0;2.0;37.0;14.0;-14.0;-10.0;-3.0;3.0;9.793;21.684;97.0;48.28;43.0;136.0;36.606;43.0;26.548;43.0;7.0;1.732;5.0;8.0;8.286;1.89;5.0;11.0;7.857;2.282;4.0;12.0;6.557;17.557;33.783;-5.0;2.0;-7.0;-3.0;-3.857;2.116;-7.0;0.0;-1.5;3.057;-7.0;4.0;-2.0;-57.0;37.0;-9.0;36.842;-57.0;37.0;-0.714;28.125;-57.0;4.209;3.0;0.0;1.732;3.0;-93.0;-117.0;69.039;-34.5;-3.0;-3.0;1.528;-1.5;5.0;-3.0;1.732;-93.0;48.28;-2.0;0.0;1.732;-2.0;0.703
34;15;294;4.39;3601;-2.5;-154.0;169;90;68;1.578;1.449;-0.129;407;488;17706;1;1.476;1.301;1.233;114.0;43.0;136.0;112.0;125.0;86.0;5.0;8.0;8.0;11.0;8.0;232.0;177.0;-7.0;-5.0;-3.0;0.0;0.0;-57.0;37.0;14.0;31.0;6.0;4.041;9.866;20.809;116.0;65.338;43.0;169.0;46.468;43.0;33.701;43.0;9.333;5.132;5.0;15.0;8.857;3.078;5.0;15.0;8.357;2.977;4.0;15.0;10.408;18.618;34.564;-6.333;1.155;-7.0;-5.0;-4.857;1.574;-7.0;-3.0;-2.0;3.351;-7.0;4.0;16.0;-57.0;68.0;-3.714;45.235;-57.0;68.0;3.714;33.61;-57.0;1.101;5.0;2.0;1.155;4.0;126.0;219.0;109.586;16.5;10.0;13.0;6.807;3.5;15.0;10.0;5.132;126.0;65.338;0.0;2.0;1.155;-1.0;0.678
35;10;304;4.52;3821;-2.3;-182.0;86;75;-15;1.6;1.476;-0.124;406;477;17696;1;1.449;1.347;1.251;119.0;169.0;43.0;136.0;59.0;81.0;15.0;5.0;8.0;8.0;5.0;240.0;182.0;-7.0;-7.0;-5.0;-4.0;-1.0;68.0;-57.0;37.0;-36.0;-1.0;5.508;9.616;19.973;99.333;64.049;43.0;169.0;44.111;43.0;33.548;43.0;10.0;5.0;5.0;15.0;9.143;3.078;5.0;15.0;8.714;2.84;4.0;15.0;12.583;19.653;35.084;-6.667;0.577;-7.0;-6.0;-5.143;1.574;-7.0;-3.0;-2.357;3.5;-7.0;4.0;-1.333;-57.0;68.0;-0.714;43.396;-57.0;68.0;2.714;33.967;-57.0;2.233;6.0;1.0;1.528;5.5;-83.0;-209.0;123.654;21.5;-5.0;-15.0;8.145;2.5;10.0;-5.0;5.0;-83.0;64.049;1.0;1.0;1.528;0.5;0.69
1;16;16;0.1;18;3.0;7.0;22;13;8;0.321;0.369;0.048;0;0;17684;2;0.369;0.369;0.369;25.4;22.0;22.0;22.0;22.0;22.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;7.0;7.0;7.0;7.0;7.0;8.0;8.0;8.0;8.0;8.0;1.98;1.98;1.98;22.0;5.657;22.0;22.0;5.657;22.0;5.657;22.0;16.0;0.707;16.0;16.0;16.0;0.707;16.0;16.0;16.0;0.707;16.0;16.0;12.021;12.021;12.021;7.0;4.243;7.0;7.0;7.0;4.243;7.0;7.0;7.0;4.243;7.0;7.0;8.0;8.0;8.0;8.0;7.778;8.0;8.0;8.0;7.778;8.0;1.155;-2.8;5.7;4.031;0.05;-8.0;10.0;7.071;-3.0;1.0;-7.0;4.95;-2.5;17.0;-6.0;4.243;1.5;1.061;-6.0;4.0;2.828;-4.0;2.71
2;17;33;0.23;40;0.0;8.0;14;10;-3;0.549;0.579;0.03;0;0;17667;2;0.369;0.369;0.369;25.4;22.0;22.0;22.0;22.0;22.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;7.0;7.0;7.0;7.0;7.0;8.0;8.0;8.0;8.0;8.0;1.98;1.98;1.98;18.0;5.657;14.0;22.0;5.657;14.0;5.657;14.0;16.5;0.707;16.0;17.0;16.5;0.707;16.0;17.0;16.5;0.707;16.0;17.0;12.021;12.021;12.021;4.0;4.243;1.0;7.0;4.0;4.243;1.0;7.0;4.0;4.243;1.0;7.0;2.5;-3.0;8.0;2.5;7.778;-3.0;8.0;2.5;7.778;-3.0;1.614;-2.8;5.7;4.031;0.05;-8.0;10.0;7.071;-3.0;1.0;-7.0;4.95;-2.5;17.0;-6.0;4.243;1.5;1.061;-6.0;4.0;2.828;-4.0;2.71
3;11;44;0.36;66;0.0;8.0;16;5;-5;0.711;0.747;0.036;0;0;17656;2;0.579;0.369;0.369;25.4;14.0;22.0;22.0;22.0;22.0;17.0;16.0;16.0;16.0;16.0;16.0;16.0;1.0;7.0;7.0;7.0;7.0;-3.0;8.0;8.0;8.0;8.0;1.646;1.646;1.646;17.333;4.163;14.0;22.0;4.163;14.0;4.163;14.0;14.667;3.215;11.0;17.0;14.667;3.215;11.0;17.0;14.667;3.215;11.0;17.0;14.107;14.107;14.107;2.333;4.163;-1.0;7.0;2.333;4.163;-1.0;7.0;2.333;4.163;-1.0;7.0;0.0;-5.0;8.0;0.0;7.0;-5.0;8.0;0.0;7.0;-5.0;1.594;2.9;5.7;4.031;0.05;2.0;10.0;7.071;-3.0;-6.0;-7.0;4.95;-2.5;11.0;-6.0;4.243;1.5;1.061;-2.0;4.0;2.828;-4.0;1.727
4;7;51;0.49;96;-1.0;6.0;22;3;-3;0.826;0.849;0.023;0;0;17649;2;0.747;0.369;0.369;25.4;16.0;14.0;22.0;22.0;22.0;11.0;17.0;16.0;16.0;16.0;16.0;16.0;-1.0;1.0;7.0;7.0;7.0;-5.0;-3.0;8.0;8.0;8.0;2.85;2.327;2.327;17.333;4.163;14.0;22.0;4.123;14.0;4.123;14.0;11.667;5.033;7.0;17.0;12.75;4.646;7.0;17.0;12.75;4.646;7.0;17.0;9.074;15.253;15.253;-0.667;1.528;-2.0;1.0;1.25;4.031;-2.0;7.0;1.25;4.031;-2.0;7.0;-3.667;-5.0;-3.0;-0.75;5.909;-5.0;8.0;-0.75;5.909;-5.0;1.286;2.8;-0.1;3.262;2.85;6.0;4.0;7.211;4.0;-4.0;2.0;3.606;-5.0;7.0;-4.0;5.033;6.0;3.969;-1.0;1.0;2.646;-1.5;1.339
5;8;59;0.62;131;0.0;5.0;24;0;-3;0.914;0.944;0.03;0;0;17641;2;0.849;0.369;0.369;25.4;22.0;16.0;14.0;22.0;22.0;7.0;11.0;17.0;16.0;16.0;16.0;16.0;-2.0;-1.0;1.0;7.0;7.0;-3.0;-5.0;-3.0;8.0;8.0;4.332;4.322;4.322;20.667;4.163;16.0;24.0;4.336;14.0;4.336;14.0;8.667;2.082;7.0;11.0;11.8;4.55;7.0;17.0;11.8;4.55;7.0;17.0;7.506;16.742;16.742;-1.0;1.0;-2.0;0.0;1.0;3.536;-2.0;7.0;1.0;3.536;-2.0;7.0;-3.667;-5.0;-3.0;-1.2;5.215;-5.0;8.0;-1.2;5.215;-5.0;1.417;5.7;2.9;1.646;4.25;2.0;-4.0;2.309;4.0;1.0;5.0;3.606;-1.5;8.0;1.0;2.082;2.5;4.368;2.0;3.0;2.082;0.5;1.178
6;9;68;0.75;170;1.0;6.0;26;-4;-4;0.979;1.033;0.054;0;0;17632;2;0.944;0.369;0.369;25.4;24.0;22.0;16.0;22.0;22.0;8.0;7.0;11.0;16.0;16.0;16.0;16.0;0.0;-2.0;-1.0;7.0;7.0;-3.0;-3.0;-5.0;8.0;8.0;5.7;6.415;6.415;24.0;2.0;22.0;26.0;4.676;14.0;4.676;14.0;8.0;1.0;7.0;9.0;11.333;4.227;7.0;17.0;11.333;4.227;7.0;17.0;8.505;18.691;18.691;0.0;2.0;-2.0;2.0;1.167;3.189;-2.0;7.0;1.167;3.189;-2.0;7.0;-3.333;-4.0;-3.0;-1.667;4.803;-5.0;8.0;-1.667;4.803;-5.0;1.527;5.7;0.0;1.674;5.7;2.0;0.0;2.309;2.0;1.0;0.0;2.887;1.0;9.0;1.0;1.0;2.0;2.255;2.0;0.0;1.732;2.0;1.059
7;6;74;0.68;210;0.0;8.0;27;-8;-6;1.029;1.107;0.078;270;253;17626;2;1.033;0.369;0.369;25.4;26.0;24.0;22.0;22.0;22.0;9.0;8.0;7.0;16.0;16.0;16.0;16.0;2.0;0.0;-2.0;7.0;7.0;-4.0;-3.0;-3.0;8.0;8.0;4.375;7.73;7.73;25.667;1.528;24.0;27.0;4.894;14.0;4.894;14.0;7.667;1.528;6.0;9.0;10.571;4.353;6.0;17.0;10.571;4.353;6.0;17.0;7.55;20.246;20.246;0.667;1.155;0.0;2.0;1.0;2.944;-2.0;7.0;1.0;2.944;-2.0;7.0;-4.333;-6.0;-3.0;-2.286;4.68;-6.0;8.0;-2.286;4.68;-6.0;1.578;2.9;-2.8;1.617;4.3;1.0;-1.0;0.577;1.5;-3.0;-4.0;2.309;-1.0;6.0;-3.0;1.528;1.0;1.528;-2.0;-4.0;2.309;0.0;0.968
8;4;78;1.01;260;-6.0;-13.0;34;-14;-4;1.068;1.07;0.002;268;268;17622;2;1.107;0.369;0.369;25.4;27.0;26.0;24.0;22.0;22.0;6.0;9.0;8.0;16.0;16.0;16.0;16.0;0.0;2.0;0.0;7.0;7.0;-6.0;-4.0;-3.0;8.0;8.0;7.503;7.435;7.223;29.0;4.359;26.0;34.0;6.8;14.0;6.312;14.0;6.333;2.517;4.0;9.0;8.857;4.22;4.0;17.0;9.75;4.652;4.0;17.0;5.033;16.466;21.317;-5.0;10.44;-17.0;2.0;-2.429;6.554;-17.0;2.0;-1.25;6.923;-17.0;7.0;-4.667;-6.0;-4.0;-4.0;1.155;-6.0;-3.0;-2.5;4.375;-6.0;0.835;-14.2;-17.1;10.772;-5.65;7.0;6.0;3.215;4.0;-2.0;1.0;2.082;-2.5;4.0;-2.0;2.517;6.5;4.072;-17.0;-15.0;10.017;-9.5;0.903
9;6;84;1.14;312;-3.0;-20.0;44;-11;3;1.099;1.066;-0.033;274;284;17616;2;1.07;0.579;0.369;25.4;34.0;27.0;26.0;14.0;22.0;4.0;6.0;9.0;17.0;16.0;33.0;16.0;-17.0;0.0;2.0;1.0;7.0;-4.0;-6.0;-4.0;-3.0;8.0;9.115;7.827;8.324;35.0;8.544;27.0;44.0;9.053;16.0;9.126;14.0;5.333;1.155;4.0;6.0;7.286;2.289;4.0;11.0;9.333;4.528;4.0;17.0;5.033;14.673;22.478;-8.333;8.505;-17.0;0.0;-3.714;6.651;-17.0;2.0;-2.0;6.856;-17.0;7.0;-2.333;-6.0;3.0;-3.143;2.911;-6.0;3.0;-1.889;4.485;-6.0;1.032;17.0;31.2;15.624;1.4;10.0;3.0;4.583;8.5;2.0;4.0;2.646;-0.0;6.0;2.0;1.155;10.0;8.312;9.0;26.0;13.051;-4.0;0.935
10;3;87;1.27;372;-3.0;-32.0;38;-18;-7;1.129;1.09;-0.039;281;285;17613;2;1.066;0.747;0.369;25.4;44.0;34.0;27.0;16.0;22.0;6.0;4.0;6.0;11.0;16.0;44.0;16.0;-8.0;-17.0;0.0;-1.0;7.0;3.0;-4.0;-6.0;-5.0;8.0;10.75;8.032;9.315;38.667;5.033;34.0;44.0;8.139;22.0;9.476;14.0;4.333;1.528;3.0;6.0;6.143;2.116;3.0;9.0;8.7;4.715;3.0;17.0;4.583;13.126;23.306;-11.0;5.196;-17.0;-8.0;-4.714;6.701;-17.0;2.0;-2.6;6.736;-17.0;7.0;-2.667;-7.0;3.0;-3.429;3.207;-7.0;3.0;-2.4;4.526;-7.0;1.271;2.9;-14.1;15.624;9.95;-6.0;-16.0;8.505;2.0;-3.0;-5.0;2.646;-0.5;3.0;-3.0;1.528;-5.5;5.008;0.0;-9.0;13.204;4.5;0.938
11;10;97;1.4;435;0.0;-32.0;57;-11;8;1.149;1.091;-0.058;289;306;17603;2;1.09;0.849;0.369;25.4;38.0;44.0;34.0;22.0;22.0;3.0;6.0;4.0;7.0;16.0;51.0;16.0;-8.0;-8.0;-17.0;-2.0;7.0;-7.0;3.0;-4.0;-3.0;8.0;9.151;10.949;12.322;46.333;9.713;38.0;57.0;11.814;24.0;12.817;14.0;6.333;3.512;3.0;10.0;6.571;2.573;3.0;10.0;8.818;4.49;3.0;17.0;6.807;12.615;24.847;-5.667;4.041;-8.0;-1.0;-4.571;6.779;-17.0;2.0;-2.455;6.409;-17.0;7.0;1.333;-7.0;8.0;-1.857;5.398;-7.0;8.0;-1.455;5.317;-7.0;1.096;14.2;11.3;7.465;8.55;19.0;25.0;12.662;6.5;7.0;10.0;5.0;2.0;10.0;7.0;3.512;19.0;9.777;7.0;7.0;4.726;3.5;0.917
