AGE;MATI;JML_DEPLESI;STD_CUM_DEPLESI_%;PAKAN_STD_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_CUM_GR/EKOR;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;JUMLAH_AYAM_AKHIR;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;DELTA_PAKAN_GR/EKOR_lag_1;DELTA_PAKAN_GR/EKOR_lag_2;DELTA_PAKAN_GR/EKOR_lag_3;DELTA_PAKAN_GR/EKOR_lag_7;DELTA_PAKAN_GR/EKOR_lag_14;DELTA_DG_lag_1;DELTA_DG_lag_2;DELTA_DG_lag_3;DELTA_DG_lag_7;DELTA_DG_lag_14;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_std_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;MATI_rolling_mean_3;MATI_rolling_std_3;MATI_rolling_min_3;MATI_rolling_max_3;MATI_rolling_mean_7;MATI_rolling_std_7;MATI_rolling_min_7;MATI_rolling_max_7;MATI_rolling_mean_14;MATI_rolling_std_14;MATI_rolling_min_14;MATI_rolling_max_14;JML_DEPLESI_rolling_std_3;JML_DEPLESI_rolling_std_7;JML_DEPLESI_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_mean_3;DELTA_PAKAN_GR/EKOR_rolling_std_3;DELTA_PAKAN_GR/EKOR_rolling_min_3;DELTA_PAKAN_GR/EKOR_rolling_max_3;DELTA_PAKAN_GR/EKOR_rolling_mean_7;DELTA_PAKAN_GR/EKOR_rolling_std_7;DELTA_PAKAN_GR/EKOR_rolling_min_7;DELTA_PAKAN_GR/EKOR_rolling_max_7;DELTA_PAKAN_GR/EKOR_rolling_mean_14;DELTA_PAKAN_GR/EKOR_rolling_std_14;DELTA_PAKAN_GR/EKOR_rolling_min_14;DELTA_PAKAN_GR/EKOR_rolling_max_14;DELTA_DG_rolling_mean_3;DELTA_DG_rolling_min_3;DELTA_DG_rolling_max_3;DELTA_DG_rolling_mean_7;DELTA_DG_rolling_std_7;DELTA_DG_rolling_min_7;DELTA_DG_rolling_max_7;DELTA_DG_rolling_mean_14;DELTA_DG_rolling_std_14;DELTA_DG_rolling_min_14;PAKAN_DG_RATIO;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;PAKAN_ACT_GR/EK_volatility_3;PAKAN_ACT_GR/EK_trend_slope_3;DG_ACT_momentum_1;DG_ACT_acceleration;DG_ACT_volatility_3;DG_ACT_trend_slope_3;MATI_momentum_1;MATI_acceleration;MATI_volatility_3;MATI_trend_slope_3;JML_DEPLESI_momentum_1;JML_DEPLESI_acceleration;JML_DEPLESI_volatility_3;ABW_ACT_acceleration;ABW_ACT_volatility_3;DELTA_PAKAN_GR/EKOR_momentum_1;DELTA_PAKAN_GR/EKOR_acceleration;DELTA_PAKAN_GR/EKOR_volatility_3;DELTA_PAKAN_GR/EKOR_trend_slope_3;FEED_EFFICIENCY_lag_1
30;13;255;3.87;2818;-14.0;-187.0;79;-14;-18;1.491;1.402;-0.089;407;440;19245;7;1.387;1.284;1.156;87.7;95.0;96.0;94.0;97.0;76.0;0.0;5.0;4.0;10.0;11.0;212.0;124.0;-20.0;-19.0;0.0;0.0;-2.0;-1.0;1.0;0.0;11.0;8.0;5.15;6.757;19.214;90.0;9.539;79.0;96.0;6.466;79.0;9.253;71.0;6.0;6.557;0.0;13.0;6.143;3.934;0.0;13.0;9.357;4.909;0.0;19.0;7.506;11.772;38.294;-24.667;8.963;-35.0;-19.0;-10.0;14.72;-35.0;3.0;-4.786;11.389;-35.0;3.0;-6.0;-18.0;1.0;-4.286;6.873;-18.0;1.0;-2.214;7.224;-18.0;1.743;-10.3;-15.5;9.786;-2.55;-16.0;-15.0;9.644;-8.5;13.0;18.0;9.165;4.0;13.0;13.0;6.557;-16.0;9.539;-15.0;-14.0;9.452;-8.0;0.721
31;7;262;4.0;3004;-13.0;-230.0;100;-12;2;1.511;1.403;-0.108;408;448;19238;7;1.402;1.303;1.173;95.5;79.0;95.0;96.0;89.0;71.0;13.0;0.0;5.0;7.0;10.0;219.0;134.0;-35.0;-20.0;-19.0;2.0;0.0;-18.0;-1.0;1.0;1.0;0.0;5.15;6.429;16.683;91.333;10.97;79.0;100.0;7.721;79.0;9.381;71.0;6.667;6.506;0.0;13.0;6.143;3.934;0.0;13.0;9.143;4.944;0.0;19.0;10.149;12.448;35.093;-30.0;8.66;-35.0;-20.0;-15.286;16.255;-35.0;3.0;-7.286;13.837;-35.0;3.0;-5.667;-18.0;2.0;-4.143;7.01;-18.0;2.0;-2.071;7.29;-18.0;1.429;5.2;15.5;8.949;-2.55;21.0;37.0;18.61;2.5;-6.0;-19.0;10.693;3.5;7.0;-6.0;6.506;21.0;10.97;0.0;15.0;8.386;-7.5;0.713
32;3;265;4.13;3201;-13.0;-279.0;203;93;104;1.534;1.34;-0.194;408;501;19235;7;1.403;1.326;1.193;103.3;100.0;79.0;95.0;84.0;74.0;7.0;13.0;0.0;7.0;12.0;226.0;146.0;-35.0;-35.0;-20.0;-1.0;1.0;2.0;-18.0;-1.0;-6.0;0.0;5.25;6.275;14.655;127.333;66.365;79.0;203.0;42.751;79.0;32.226;71.0;7.667;5.033;3.0;13.0;5.571;4.077;0.0;13.0;8.5;5.125;0.0;19.0;5.132;12.596;31.447;-35.0;0.0;-35.0;-35.0;-20.143;16.355;-35.0;3.0;-9.857;15.432;-35.0;3.0;29.333;-18.0;104.0;11.571;41.348;-18.0;104.0;5.357;29.306;-18.0;0.73;5.3;0.1;8.978;5.25;103.0;82.0;60.902;62.0;-4.0;2.0;10.44;-5.0;3.0;-4.0;5.033;103.0;66.365;0.0;0.0;8.66;0.0;0.713
33;9;274;4.26;3403;-10.0;-320.0;99;92;-1;1.556;1.353;-0.203;408;503;19226;7;1.34;1.353;1.205;106.0;203.0;100.0;79.0;85.0;79.0;3.0;7.0;13.0;7.0;19.0;233.0;165.0;-35.0;-35.0;-35.0;3.0;0.0;104.0;2.0;-18.0;-7.0;2.0;9.416;8.09;13.149;134.0;59.758;99.0;203.0;41.844;79.0;31.893;71.0;6.333;3.055;3.0;9.0;5.857;4.259;0.0;13.0;7.786;4.154;0.0;16.0;6.245;13.922;29.41;-32.333;4.619;-35.0;-27.0;-24.429;12.83;-35.0;0.0;-11.786;15.788;-35.0;3.0;35.0;-1.0;104.0;12.429;40.959;-18.0;104.0;5.143;29.344;-18.0;1.628;13.0;7.7;4.475;9.15;-104.0;-207.0;104.242;-0.5;6.0;10.0;6.429;1.0;9.0;6.0;3.055;-104.0;59.758;8.0;8.0;4.619;4.0;0.746
1;8;8;0.1;18;0.0;1.0;22;4;8;0.321;0.317;-0.004;0;0;20992;8;0.317;0.317;0.317;19.0;22.0;22.0;22.0;22.0;22.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;1.0;1.0;1.0;1.0;1.0;8.0;8.0;8.0;8.0;8.0;3.394;3.394;3.394;22.0;2.828;22.0;22.0;2.828;22.0;2.828;22.0;8.0;4.243;8.0;8.0;8.0;4.243;8.0;8.0;8.0;4.243;8.0;8.0;1.414;1.414;1.414;1.0;0.707;1.0;1.0;1.0;0.707;1.0;1.0;1.0;0.707;1.0;1.0;8.0;8.0;8.0;8.0;4.95;8.0;8.0;8.0;4.95;8.0;0.864;4.8;-2.4;1.697;3.6;-4.0;5.0;3.536;-1.5;-6.0;15.0;10.607;1.5;2.0;9.0;6.364;1.0;0.707;1.0;-3.0;2.121;-0.5;3.155
2;2;10;0.23;40;1.0;3.0;18;5;1;0.549;0.549;0.0;0;0;20990;8;0.317;0.317;0.317;19.0;22.0;22.0;22.0;22.0;22.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;1.0;1.0;1.0;1.0;1.0;8.0;8.0;8.0;8.0;8.0;3.394;3.394;3.394;20.0;2.828;18.0;22.0;2.828;18.0;2.828;18.0;5.0;4.243;2.0;8.0;5.0;4.243;2.0;8.0;5.0;4.243;2.0;8.0;1.414;1.414;1.414;1.5;0.707;1.0;2.0;1.5;0.707;1.0;2.0;1.5;0.707;1.0;2.0;4.5;1.0;8.0;4.5;4.95;1.0;8.0;4.5;4.95;1.0;1.322;4.8;-2.4;1.697;3.6;-4.0;5.0;3.536;-1.5;-6.0;15.0;10.607;1.5;2.0;9.0;6.364;1.0;0.707;1.0;-3.0;2.121;-0.5;3.155
3;11;21;0.36;66;0.0;3.0;19;3;-1;0.711;0.712;0.001;0;0;20979;8;0.549;0.317;0.317;19.0;18.0;22.0;22.0;22.0;22.0;2.0;8.0;8.0;8.0;8.0;8.0;8.0;2.0;1.0;1.0;1.0;1.0;1.0;8.0;8.0;8.0;8.0;3.666;3.666;3.666;19.667;2.082;18.0;22.0;2.082;18.0;2.082;18.0;7.0;4.583;2.0;11.0;7.0;4.583;2.0;11.0;7.0;4.583;2.0;11.0;7.0;7.0;7.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;2.0;2.667;-1.0;8.0;2.667;4.726;-1.0;8.0;2.667;4.726;-1.0;1.379;2.4;-2.4;1.697;3.6;1.0;5.0;3.536;-1.5;9.0;15.0;10.607;1.5;11.0;9.0;6.364;1.0;0.707;-2.0;-3.0;2.121;-0.5;1.821
4;4;25;0.49;96;0.0;4.0;24;4;0;0.826;0.827;0.001;0;0;20975;8;0.712;0.317;0.317;19.0;19.0;18.0;22.0;22.0;22.0;11.0;2.0;8.0;8.0;8.0;8.0;8.0;0.0;2.0;1.0;1.0;1.0;-1.0;1.0;8.0;8.0;8.0;3.666;4.996;4.996;20.333;3.215;18.0;24.0;2.754;18.0;2.754;18.0;5.667;4.726;2.0;11.0;6.25;4.031;2.0;11.0;6.25;4.031;2.0;11.0;7.767;8.287;8.287;1.0;1.0;0.0;2.0;1.0;0.816;0.0;2.0;1.0;0.816;0.0;2.0;0.0;-1.0;1.0;2.0;4.082;-1.0;8.0;2.0;4.082;-1.0;1.292;4.8;2.4;1.386;3.6;5.0;4.0;4.509;3.0;-7.0;-16.0;8.963;1.0;4.0;-7.0;4.726;5.0;3.215;1.0;3.0;1.732;-0.5;1.404
5;7;32;0.62;131;0.0;2.0;27;4;0;0.914;0.901;-0.013;0;0;20968;8;0.827;0.317;0.317;19.0;24.0;19.0;18.0;22.0;22.0;4.0;11.0;2.0;8.0;8.0;8.0;8.0;1.0;0.0;2.0;1.0;1.0;0.0;-1.0;1.0;8.0;8.0;3.666;5.73;5.73;23.333;4.041;19.0;27.0;3.674;18.0;3.674;18.0;7.333;3.512;4.0;11.0;6.4;3.507;2.0;11.0;6.4;3.507;2.0;11.0;5.568;10.134;10.134;0.0;1.0;-1.0;1.0;0.6;1.14;-1.0;2.0;0.6;1.14;-1.0;2.0;-0.333;-1.0;0.0;1.6;3.647;-1.0;8.0;1.6;3.647;-1.0;1.237;2.4;-2.4;1.386;3.6;3.0;-2.0;2.0;4.0;3.0;10.0;8.083;-2.0;7.0;3.0;3.512;3.0;4.041;-2.0;-3.0;1.732;-0.5;1.209
6;10;42;0.75;170;0.0;2.0;30;4;0;0.979;0.964;-0.015;0;0;20958;8;0.901;0.317;0.317;19.0;27.0;24.0;19.0;22.0;22.0;7.0;4.0;11.0;8.0;8.0;8.0;8.0;-1.0;1.0;0.0;1.0;1.0;0.0;0.0;-1.0;8.0;8.0;3.666;6.956;6.956;27.0;3.0;24.0;30.0;4.633;18.0;4.633;18.0;7.0;3.0;4.0;10.0;7.0;3.464;2.0;11.0;7.0;3.464;2.0;11.0;8.544;12.992;12.992;0.0;1.0;-1.0;1.0;0.5;1.049;-1.0;2.0;0.5;1.049;-1.0;2.0;0.0;0.0;0.0;1.333;3.327;-1.0;8.0;1.333;3.327;-1.0;1.273;4.8;2.4;1.386;3.6;3.0;0.0;1.155;3.0;3.0;0.0;5.774;3.0;10.0;3.0;3.0;3.0;3.0;1.0;3.0;1.732;-0.5;1.11
7;3;45;0.68;210;0.0;5.0;34;7;1;1.029;1.012;-0.017;270;299;20955;8;0.964;0.317;0.317;19.0;30.0;27.0;24.0;22.0;22.0;10.0;7.0;4.0;8.0;8.0;8.0;8.0;0.0;-1.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0;8.0;4.75;8.339;8.339;30.333;3.512;27.0;34.0;5.843;18.0;5.843;18.0;6.667;3.512;3.0;10.0;6.429;3.505;2.0;11.0;6.429;3.505;2.0;11.0;6.807;14.485;14.485;-0.333;0.577;-1.0;0.0;0.429;0.976;-1.0;2.0;0.429;0.976;-1.0;2.0;0.333;0.0;1.0;1.286;3.039;-1.0;8.0;1.286;3.039;-1.0;1.262;4.7;-0.1;1.358;4.75;4.0;1.0;0.577;3.5;-7.0;-10.0;5.774;-2.0;3.0;-7.0;3.512;4.0;3.512;0.0;-1.0;1.528;0.5;1.037
8;4;49;1.01;260;1.0;2.0;38;6;1;1.068;1.049;-0.019;268;297;20951;8;1.012;0.317;0.317;19.0;34.0;30.0;27.0;22.0;22.0;3.0;10.0;7.0;8.0;8.0;8.0;8.0;0.0;0.0;-1.0;1.0;1.0;1.0;0.0;0.0;8.0;8.0;4.75;8.707;9.796;34.0;4.0;30.0;38.0;7.448;18.0;7.131;18.0;5.667;3.786;3.0;10.0;5.857;3.532;2.0;11.0;6.125;3.357;2.0;11.0;3.512;14.213;15.657;1.0;1.732;0.0;3.0;0.714;1.38;-1.0;3.0;0.75;1.282;-1.0;3.0;0.667;0.0;1.0;0.286;0.756;-1.0;1.0;1.25;2.816;-1.0;1.255;4.8;0.1;0.058;4.75;4.0;0.0;0.577;4.0;1.0;8.0;5.292;-3.0;4.0;1.0;3.786;4.0;4.0;3.0;3.0;1.528;1.5;0.988
9;4;53;1.14;312;0.0;3.0;43;8;2;1.099;1.074;-0.025;274;302;20947;8;1.049;0.549;0.317;19.0;38.0;34.0;30.0;18.0;22.0;4.0;3.0;10.0;2.0;8.0;10.0;8.0;3.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;1.0;8.0;4.8;9.424;11.278;38.333;4.509;34.0;43.0;8.281;19.0;8.646;18.0;3.667;0.577;3.0;4.0;6.143;3.237;3.0;11.0;5.889;3.219;2.0;11.0;4.0;12.28;16.688;1.0;1.732;0.0;3.0;0.429;1.272;-1.0;3.0;0.667;1.225;-1.0;3.0;1.333;1.0;2.0;0.429;0.976;-1.0;2.0;1.333;2.646;-1.0;1.221;4.8;-0.0;0.058;4.8;5.0;1.0;0.577;4.5;0.0;-1.0;4.359;0.5;4.0;0.0;0.577;5.0;4.509;-3.0;-6.0;3.0;0.0;0.953
10;4;57;1.27;372;1.0;0.0;42;5;-3;1.129;1.111;-0.018;281;301;20943;8;1.074;0.712;0.317;19.0;43.0;38.0;34.0;19.0;22.0;4.0;4.0;3.0;11.0;8.0;21.0;8.0;0.0;3.0;0.0;0.0;1.0;2.0;1.0;1.0;-1.0;8.0;4.8;9.793;12.765;41.0;2.646;38.0;43.0;7.371;24.0;9.226;18.0;4.0;0.0;4.0;4.0;5.143;2.478;3.0;10.0;5.7;3.093;2.0;11.0;4.0;11.412;17.656;1.333;1.528;0.0;3.0;0.571;1.272;-1.0;3.0;0.7;1.16;-1.0;3.0;0.0;-3.0;2.0;0.143;1.574;-3.0;2.0;0.9;2.846;-3.0;1.364;4.8;0.0;0.0;4.8;-1.0;-6.0;3.215;2.0;0.0;0.0;0.577;0.0;4.0;0.0;0.0;-1.0;2.646;1.0;4.0;3.055;-1.0;0.931
11;1;58;1.4;435;0.0;-1.0;49;4;0;1.149;1.131;-0.018;289;308;20942;8;1.111;0.827;0.317;19.0;42.0;43.0;38.0;24.0;22.0;4.0;4.0;4.0;4.0;8.0;25.0;8.0;1.0;0.0;3.0;1.0;1.0;-3.0;2.0;1.0;0.0;8.0;4.8;10.331;14.248;44.667;3.786;42.0;49.0;7.764;27.0;10.511;18.0;3.0;1.732;1.0;4.0;4.714;2.928;1.0;10.0;5.273;3.259;1.0;11.0;2.646;9.201;18.222;0.0;1.0;-1.0;1.0;0.286;1.38;-1.0;3.0;0.545;1.214;-1.0;3.0;-0.333;-3.0;2.0;0.143;1.574;-3.0;2.0;0.818;2.714;-3.0;1.267;4.8;0.0;0.0;4.8;7.0;8.0;4.163;3.0;-3.0;-3.0;1.732;-1.5;1.0;-3.0;1.732;7.0;3.786;-2.0;-3.0;2.082;-0.5;0.9
12;7;65;1.53;506;0.0;-5.0;40;-10;-14;1.169;1.182;0.013;297;298;20935;8;1.131;0.901;0.317;19.0;49.0;42.0;43.0;27.0;22.0;1.0;4.0;4.0;7.0;8.0;32.0;8.0;-1.0;1.0;0.0;-1.0;1.0;0.0;-3.0;2.0;0.0;8.0;4.8;10.346;15.725;43.667;4.726;40.0;49.0;6.214;30.0;10.321;18.0;4.0;3.0;1.0;7.0;4.714;2.928;1.0;10.0;5.417;3.147;1.0;11.0;4.359;8.015;19.241;-0.333;1.155;-1.0;1.0;0.286;1.38;-1.0;3.0;0.417;1.24;-1.0;3.0;-5.667;-14.0;0.0;-1.857;5.581;-14.0;2.0;-0.417;4.999;-14.0;1.672;4.8;0.0;0.0;4.8;-9.0;-16.0;8.0;-1.0;6.0;9.0;4.583;1.5;7.0;6.0;3.0;-9.0;4.726;0.0;2.0;1.528;-1.0;0.884
13;3;68;1.68;584;-1.0;-11.0;58;-10;2;1.186;1.188;0.002;305;311;20932;8;1.182;0.964;0.317;19.0;40.0;49.0;42.0;30.0;22.0;7.0;1.0;4.0;10.0;8.0;42.0;8.0;-1.0;-1.0;1.0;0.0;1.0;-14.0;0.0;-3.0;0.0;8.0;4.8;10.369;17.195;49.0;9.0;40.0;58.0;7.913;34.0;12.206;18.0;3.667;3.055;1.0;7.0;3.714;1.799;1.0;7.0;5.231;3.086;1.0;11.0;5.132;8.243;20.129;-1.0;0.0;-1.0;-1.0;0.143;1.464;-1.0;3.0;0.308;1.251;-1.0;3.0;-4.0;-14.0;2.0;-1.571;5.74;-14.0;2.0;-0.231;4.833;-14.0;1.236;4.8;-0.0;0.0;4.8;18.0;27.0;13.577;4.5;-4.0;-10.0;5.508;1.0;3.0;-4.0;3.055;18.0;9.0;0.0;0.0;1.155;-0.0;0.846
14;8;76;1.79;668;-1.0;-19.0;70;-1;9;1.208;1.176;-0.032;313;334;20924;8;1.188;1.012;0.317;19.0;58.0;40.0;49.0;34.0;22.0;3.0;7.0;1.0;3.0;8.0;45.0;8.0;-1.0;-1.0;-1.0;0.0;1.0;2.0;-14.0;0.0;1.0;8.0;4.8;10.369;18.658;56.0;15.1;40.0;70.0;11.603;38.0;15.143;18.0;6.0;2.646;3.0;8.0;4.429;2.37;1.0;8.0;5.429;3.056;1.0;11.0;5.686;9.335;21.483;-1.333;0.577;-2.0;-1.0;-0.143;1.676;-2.0;3.0;0.143;1.351;-2.0;3.0;-1.0;-14.0;9.0;-0.429;6.997;-14.0;9.0;0.429;5.258;-14.0;1.093;4.8;0.0;0.0;4.8;12.0;-6.0;14.177;15.0;5.0;9.0;5.508;0.5;8.0;5.0;2.646;12.0;15.1;-1.0;-1.0;0.577;-0.5;0.842
15;4;80;1.92;752;-1.0;-22.0;70;4;5;1.219;1.174;-0.045;320;352;20920;8;1.176;1.049;0.317;19.0;70.0;58.0;40.0;38.0;22.0;8.0;3.0;7.0;4.0;8.0;49.0;8.0;-2.0;-1.0;-1.0;3.0;1.0;9.0;2.0;-14.0;1.0;8.0;4.8;10.369;19.053;66.0;6.928;58.0;70.0;12.967;40.0;16.888;18.0;5.0;2.646;3.0;8.0;4.429;2.37;1.0;8.0;5.143;2.983;1.0;11.0;6.11;10.095;20.942;-2.0;1.0;-3.0;-1.0;-1.0;1.291;-3.0;1.0;-0.143;1.562;-3.0;3.0;5.333;2.0;9.0;0.143;7.29;-14.0;9.0;0.214;4.98;-14.0;1.161;4.8;0.0;0.0;4.8;0.0;-12.0;9.165;6.0;-4.0;-9.0;5.196;0.5;4.0;-4.0;2.646;0.0;6.928;-1.0;0.0;0.577;-1.0;0.85
16;6;86;2.06;841;-2.0;-24.0;73;10;5;1.229;1.175;-0.054;327;368;20914;8;1.174;1.074;0.549;23.8;70.0;70.0;58.0;43.0;18.0;4.0;8.0;3.0;4.0;2.0;53.0;10.0;-3.0;-2.0;-1.0;0.0;2.0;5.0;9.0;2.0;2.0;1.0;4.8;10.369;19.526;71.0;1.732;70.0;73.0;13.974;40.0;17.718;19.0;6.0;2.0;4.0;8.0;4.714;2.43;1.0;8.0;5.429;2.848;1.0;11.0;5.033;11.06;19.983;-3.0;1.0;-4.0;-2.0;-1.571;1.618;-4.0;1.0;-0.571;1.742;-4.0;3.0;6.333;5.0;9.0;0.571;7.502;-14.0;9.0;0.5;5.14;-14.0;1.179;4.8;0.0;0.0;4.8;3.0;3.0;6.245;1.5;2.0;6.0;4.583;-1.0;6.0;2.0;2.0;3.0;1.732;-1.0;0.0;0.0;-1.0;0.852
17;5;91;2.18;936;0.0;-24.0;69;8;-2;1.239;1.194;-0.045;334;375;20909;8;1.175;1.111;0.712;26.2;73.0;70.0;70.0;42.0;19.0;6.0;4.0;8.0;4.0;11.0;57.0;21.0;-4.0;-3.0;-2.0;1.0;0.0;5.0;5.0;9.0;-3.0;-1.0;7.332;11.569;20.383;70.667;2.082;69.0;73.0;12.672;40.0;17.31;24.0;5.0;1.0;4.0;6.0;4.857;2.41;1.0;8.0;5.0;2.353;1.0;10.0;5.508;11.838;19.828;-2.333;2.082;-4.0;0.0;-1.714;1.38;-4.0;0.0;-0.571;1.742;-4.0;3.0;2.667;-2.0;5.0;0.714;7.432;-14.0;9.0;0.429;5.17;-14.0;1.387;9.6;4.8;2.771;7.2;-4.0;-7.0;3.512;-0.5;-1.0;-3.0;3.0;0.5;5.0;-1.0;1.0;-4.0;2.082;4.0;5.0;2.887;1.5;0.851
18;8;99;2.31;1036;-1.0;-23.0;72;6;-2;1.249;1.211;-0.038;343;382;20901;8;1.194;1.131;0.827;31.0;69.0;73.0;70.0;49.0;24.0;5.0;6.0;4.0;1.0;4.0;58.0;25.0;0.0;-4.0;-3.0;-1.0;1.0;-2.0;5.0;5.0;0.0;0.0;7.332;12.305;21.163;71.333;2.082;69.0;73.0;11.914;40.0;17.018;27.0;6.333;1.528;5.0;8.0;5.857;1.952;3.0;8.0;5.286;2.463;1.0;10.0;6.557;12.244;19.91;-2.0;2.0;-4.0;0.0;-1.857;1.345;-4.0;0.0;-0.786;1.718;-4.0;3.0;0.333;-2.0;5.0;0.429;7.502;-14.0;9.0;0.286;5.21;-14.0;1.396;4.8;-4.8;2.771;7.2;3.0;7.0;4.041;-0.5;3.0;4.0;2.082;1.0;8.0;3.0;1.528;3.0;2.082;-2.0;-6.0;3.215;1.0;0.838
19;4;103;2.44;1142;0.0;-24.0;77;5;0;1.259;1.224;-0.035;378;391;20897;8;1.211;1.182;0.901;33.4;72.0;69.0;73.0;40.0;27.0;8.0;5.0;6.0;7.0;7.0;65.0;32.0;-2.0;0.0;-4.0;-1.0;-1.0;-2.0;-2.0;5.0;-14.0;0.0;4.8;12.656;21.572;72.667;4.041;69.0;77.0;5.872;58.0;16.823;30.0;5.667;2.082;4.0;8.0;5.429;1.988;3.0;8.0;5.071;2.433;1.0;10.0;6.11;12.536;20.076;-1.0;1.0;-2.0;0.0;-1.857;1.345;-4.0;0.0;-0.786;1.718;-4.0;3.0;-1.333;-2.0;0.0;2.429;4.117;-2.0;9.0;0.286;5.21;-14.0;1.368;4.8;0.0;2.771;4.8;5.0;2.0;4.726;4.0;-4.0;-7.0;3.512;-0.5;4.0;-4.0;2.082;5.0;4.041;1.0;3.0;3.0;-0.5;0.826
20;7;110;2.57;1256;-2.0;-28.0;79;25;-1;1.272;1.238;-0.034;383;399;20890;8;1.224;1.188;0.964;38.2;77.0;72.0;69.0;58.0;30.0;4.0;8.0;5.0;3.0;10.0;68.0;42.0;-1.0;-2.0;0.0;-1.0;0.0;0.0;-2.0;-2.0;2.0;0.0;4.8;12.656;21.89;76.0;3.606;72.0;79.0;3.805;69.0;16.394;34.0;6.333;2.082;4.0;8.0;6.0;1.732;4.0;8.0;4.857;2.07;1.0;8.0;5.568;12.456;21.128;-2.333;1.528;-4.0;-1.0;-2.286;1.496;-4.0;0.0;-1.071;1.9;-4.0;3.0;-1.0;-2.0;0.0;2.0;4.32;-2.0;9.0;0.214;5.221;-14.0;1.394;4.8;0.0;0.0;4.8;2.0;-3.0;1.528;3.5;3.0;7.0;4.041;-0.5;7.0;3.0;2.082;2.0;3.606;-3.0;-4.0;2.082;-1.0;0.817
21;4;114;2.7;1382;0.0;-34.0;72;-5;-10;1.294;1.267;-0.027;387;398;20886;8;1.238;1.176;1.012;42.9;79.0;77.0;72.0;70.0;34.0;7.0;4.0;8.0;8.0;3.0;76.0;45.0;-4.0;-1.0;-2.0;-2.0;0.0;-1.0;0.0;-2.0;9.0;1.0;7.332;13.414;22.707;76.0;3.606;72.0;79.0;3.625;69.0;15.19;38.0;5.0;1.732;4.0;7.0;5.429;1.618;4.0;8.0;4.929;2.018;1.0;8.0;5.568;12.528;21.807;-1.667;2.082;-4.0;0.0;-2.0;1.732;-4.0;0.0;-1.071;1.9;-4.0;3.0;-3.667;-10.0;0.0;-0.714;5.09;-10.0;5.0;-0.571;5.88;-14.0;1.662;9.6;4.8;2.771;7.2;-7.0;-9.0;6.245;-2.5;-3.0;-6.0;3.786;0.0;4.0;-3.0;1.732;-7.0;3.606;4.0;7.0;3.512;0.5;0.808
22;6;120;2.83;1517;-1.0;-45.0;78;-11;-6;1.137;1.289;0.152;391;400;20880;8;1.267;1.174;1.049;47.7;72.0;79.0;77.0;70.0;38.0;4.0;7.0;4.0;4.0;4.0;80.0;49.0;0.0;-4.0;-1.0;-3.0;3.0;-10.0;-1.0;0.0;5.0;1.0;7.332;13.414;23.323;76.333;3.786;72.0;79.0;3.729;69.0;14.296;40.0;5.667;1.528;4.0;7.0;5.714;1.496;4.0;8.0;5.071;2.018;1.0;8.0;5.033;12.298;22.486;-1.667;2.082;-4.0;0.0;-1.714;1.704;-4.0;0.0;-1.357;1.499;-4.0;1.0;-5.667;-10.0;-1.0;-2.286;4.716;-10.0;5.0;-1.071;6.032;-14.0;1.596;4.8;-4.8;2.771;7.2;6.0;13.0;6.658;-0.5;2.0;5.0;3.215;-0.5;6.0;2.0;1.528;6.0;3.786;-1.0;-5.0;3.606;1.5;0.789
