feature,importance_gain
FEED_EFFICIENCY_lag_1,0.54390144
AGE,0.20890428
FCR_ACT_lag_14,0.0691618
STD_CUM_DEPLESI_%,0.026237993
DELTA_DG_rolling_mean_7,0.02332263
DELTA_DG_rolling_min_14,0.014802049
DELTA_DG_rolling_mean_3,0.010517136
PAKAN_ACT_GR/EK_rolling_std_7,0.0069705737
DELTA_DG_rolling_min_3,0.0067315153
DG_ACT_rolling_min_14,0.00587276
DELTA_DG_lag_14,0.004644858
PAKAN_DG_RATIO,0.004624213
DELTA_DG_rolling_mean_14,0.00446952
DELTA_FCR,0.0044691134
tcn_feature_33,0.0041804696
DG_ACT_rolling_std_14,0.0027977373
DG_ACT_lag_3,0.0027077505
SUHU_MAX_rolling_std_14,0.0021137714
DELTA_PAKAN_GR/EKOR_rolling_max_7,0.0020432218
DELTA_PAKAN_GR/EKOR_lag_2,0.001971209
DELTA_DG_rolling_min_7,0.0015240897
DELTA_PAKAN_GR/EKOR_lag_14,0.0014563485
PAKAN_ACT_GR/EK_rolling_std_14,0.0014238401
DELTA_PAKAN_CUM_GR/EKOK,0.0013317259
JUMLAH_AYAM_AKHIR,0.0012276834
tcn_feature_38,0.0012115678
tcn_feature_12,0.0011004836
DELTA_DG_rolling_max_7,0.0010250302
tcn_feature_19,0.0009827829
MATI_rolling_mean_14,0.0009469543
DG_ACT_lag_2,0.0009468075
MATI_rolling_max_7,0.0008923857
DG_ACT_trend_slope_3,0.0008375964
DELTA_PAKAN_GR/EKOR_lag_1,0.00079104526
DELTA_PAKAN_GR/EKOR_trend_slope_3,0.00074248645
DELTA_DG,0.0007340596
MATI_rolling_mean_3,0.0007220956
tcn_feature_18,0.0007152084
DELTA_DG_rolling_std_7,0.0006906994
tcn_feature_63,0.0006500253
tcn_feature_50,0.00064424763
tcn_feature_52,0.0006275631
DELTA_DG_lag_2,0.0006187322
PAKAN_ACT_GR/EK_trend_slope_3,0.0006178122
FCR_STD,0.000615198
tcn_feature_58,0.00057644385
MATI_lag_3,0.0005716822
DELTA_PAKAN_GR/EKOR_rolling_mean_7,0.0005522418
DELTA_ABW,0.0005397052
tcn_feature_44,0.00053537736
DG_ACT_lag_1,0.0005349006
MATI_lag_1,0.00052772055
DG_ACT_rolling_std_7,0.0005216112
MATI_rolling_std_7,0.000513151
JML_DEPLESI_rolling_std_14,0.00049735204
tcn_feature_14,0.00047759476
DELTA_DG_rolling_max_3,0.00046009506
DG_ACT_momentum_1,0.0004499923
DELTA_PAKAN_ZAK,0.00044424488
tcn_feature_15,0.0004336875
tcn_feature_1,0.00043263973
tcn_feature_60,0.00043143955
tcn_feature_21,0.0004242943
DELTA_PAKAN_GR/EKOR_rolling_max_3,0.00042285692
DELTA_PAKAN_GR/EKOR_rolling_max_14,0.0004138019
PAKAN_ACT_GR/EK_momentum_1,0.00041115488
tcn_feature_42,0.00037577777
PAKAN_ACT_GR/EK_rolling_std_3,0.00037159154
MATI_rolling_std_14,0.00037035104
tcn_feature_47,0.00036032
tcn_feature_10,0.0003517648
DELTA_PAKAN_GR/EKOR_rolling_std_7,0.0003436301
tcn_feature_11,0.0003371616
DELTA_DG_lag_7,0.00032633194
MATI_rolling_min_3,0.0003247831
DELTA_PAKAN_GR/EKOR_rolling_std_3,0.00031517402
MATI_rolling_std_3,0.0003064635
tcn_feature_2,0.00030531743
tcn_feature_30,0.00028630113
