feature,importance_gain
AGE,0.47051314
SUHU_MAX_rolling_std_14,0.278517
DELTA_DG_rolling_mean_3,0.04358606
DELTA_DG_lag_14,0.032664303
PAKAN_ACT_GR/EK_rolling_std_7,0.024365783
DELTA_DG_lag_3,0.019289
DELTA_PAKAN_CUM_GR/EKOK,0.017196277
DELTA_DG_rolling_min_3,0.0145467045
PAKAN_DG_RATIO,0.011592651
DELTA_FCR,0.0108505655
PAKAN_ACT_GR/EK_trend_slope_3,0.0074161957
DELTA_ABW,0.003982368
DELTA_PAKAN_GR/EKOR_rolling_max_14,0.0034749813
tcn_feature_61,0.003211195
DELTA_PAKAN_GR/EKOR_lag_14,0.002716797
tcn_feature_1,0.002602493
JUMLAH_AYAM_AKHIR,0.0022656014
DELTA_DG_lag_1,0.0022399349
MATI_lag_14,0.0021471067
tcn_feature_12,0.0020574583
tcn_feature_38,0.0019953237
DG_ACT_rolling_std_3,0.0017925919
DELTA_PAKAN_GR/EKOR_lag_7,0.0017319816
tcn_feature_53,0.0014593691
PAKAN_ACT_GR/EK_rolling_std_3,0.0013728273
tcn_feature_34,0.0012360134
MATI_lag_7,0.0012245929
tcn_feature_30,0.001146568
tcn_feature_50,0.0011395634
tcn_feature_9,0.001079935
DELTA_DG,0.0010658232
tcn_feature_59,0.0010534665
tcn_feature_36,0.0010488397
tcn_feature_14,0.0010442347
tcn_feature_48,0.0008879953
tcn_feature_52,0.00088724506
tcn_feature_47,0.0008020127
JML_DEPLESI,0.00078814453
DELTA_PAKAN_ZAK,0.00076008466
tcn_feature_22,0.0007062097
tcn_feature_11,0.0006935167
tcn_feature_5,0.0006898461
MATI_trend_slope_3,0.00068641314
DELTA_DG_lag_2,0.00068144733
PAKAN_ACT_GR/EK_volatility_3,0.0006294903
MATI_rolling_std_7,0.00059287675
DELTA_PAKAN_GR/EKOR_rolling_std_3,0.0005920548
tcn_feature_54,0.0005676928
tcn_feature_57,0.00054284366
DG_ACT_momentum_1,0.00052378175
MATI_lag_2,0.00052035204
MATI,0.0005052868
JML_DEPLESI_rolling_std_7,0.0004830643
MATI_lag_1,0.00047597985
tcn_feature_13,0.00046620687
tcn_feature_43,0.00046006666
tcn_feature_10,0.00045800745
tcn_feature_18,0.00042656861
tcn_feature_60,0.0004231696
tcn_feature_58,0.00041228475
tcn_feature_2,0.00040152523
tcn_feature_17,0.00039804578
tcn_feature_16,0.00038192276
tcn_feature_56,0.00037651986
tcn_feature_33,0.00036824768
PAKAN_ACT_GR/EK_acceleration,0.00036304325
DG_ACT_trend_slope_3,0.00036207383
tcn_feature_3,0.00036182752
MATI_lag_3,0.000357633
tcn_feature_8,0.00035459507
tcn_feature_62,0.00035433416
tcn_feature_40,0.00034772223
DELTA_DG_lag_7,0.00034447527
tcn_feature_23,0.00033055252
tcn_feature_37,0.00030492898
tcn_feature_21,0.00029845038
tcn_feature_4,0.00029794383
tcn_feature_20,0.0002860481
tcn_feature_27,0.00028552563
SUHU_MAX_rolling_std_7,0.00028471192
MATI_momentum_1,0.00027704696
MATI_rolling_std_3,0.00026093313
tcn_feature_51,0.00025765
JML_DEPLESI_acceleration,0.00023263136
MATI_acceleration,0.0002156936
tcn_feature_41,0.00017981646
tcn_feature_42,0.00016569634
tcn_feature_0,0.00016220531
tcn_feature_29,0.00015804027
tcn_feature_6,0.00015560776
tcn_feature_35,0.00014796406
tcn_feature_25,0.00013903996
tcn_feature_49,0.0001329198
tcn_feature_63,0.00012650355
PAKAN_ACT_GR/EK_momentum_1,0.00012410781
tcn_feature_39,0.00012271822
tcn_feature_19,0.00012179816
tcn_feature_24,0.000119235585
SUHU_MAX_volatility_3,0.00011662517
tcn_feature_26,0.000107953354
tcn_feature_44,0.0001025816
tcn_feature_45,8.120467e-05
DELTA_PAKAN_GR/EKOR_momentum_1,7.5095035e-05
tcn_feature_55,6.605611e-05
SUHU_MAX_rolling_std_3,5.421081e-05
tcn_feature_32,5.1769774e-05
tcn_feature_15,4.782793e-05
tcn_feature_7,2.209104e-05
tcn_feature_46,2.0940188e-05
tcn_feature_31,4.525387e-06
tcn_feature_28,0.0
SUHU_MAX_acceleration,0.0
SUHU_MAX_momentum_1,0.0
